ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA	CONCEPTICON_ID	GLOTTOLOG
4141	Iban	One	satu	s a t u	121	89 997 120 868	1493	iban1264
4142	Berawan_Long_Terawan	One	acih	a c i h	676	997 606 1076 405	1493	west2564
4143	Moken	One	saʔ	s a ʔ	676	89 997 409	1493	moke1242
4144	Hanunoo	One	usa	u s a	676	868 89 997	1493	hanu1241
4145	Wuna	One	iseʔ	i s e ʔ	676	1076 89 1089 409	1493	muna1247
4146	Tetum	One	ida	i d a	-676	1076 145 997	1493	tetu1246
4147	Mailu	One	omu	o m u	2095	887 241 868	1493	mail1248
4148	Tsou	One	cini	c i n i	712	606 1076 107 1076	1493	tsou1248
4149	Nias	One	sara	s a r a	676	89 997 153 997	1493	nias1242
4150	Central_Amis	One	cecai	c e c a i	676	606 1089 606 997 1076	1493	amis1246
4151	Central_Amis	One	cːaj	cː a j	676	598 997 570	1493	amis1246
4152	Central_Amis	One	cecaj	c e c a j	676	606 1089 606 997 570	1493	amis1246
4153	Chamorro	One	hacʰijai	h a cʰ i j a i	2585	405 997 604 1076 570 997 1076	1493	cham1312
4154	Chamorro	One	maisa	m a i s a	2586	241 997 1076 89 997	1493	cham1312
4155	Banoni	One	kadaken	k a d a k e n	676	838 997 145 997 838 1089 107	1493	bann1247
4156	Singhi	One	nikan	n i k a n	-676	107 1076 838 997 107	1493	baub1235
4157	Banggi	One	isa	i s a	676	1076 89 997	1493	bong1289
#
4341	Thao	One Hundred	mamavaŋatə	m a m a v a ŋ a t ə	1252	241 997 241 997 451 997 801 997 120 1022	1634	thao1240
4342	Palauan	One Hundred	dart	d a r t	1399	145 997 153 120	1634	pala1344
4343	Tunjung	One Hundred	cehatu	c e h a t u	1482	606 1089 405 997 120 868	1634	tunj1244
4344	Iban	One Hundred	seratus	s e r a t u s	804	89 1089 153 997 120 868 89	1634	iban1264
4345	Berawan_Long_Terawan	One Hundred	acih#gitoh	a c i h _ ɡ i t o h	804	997 606 1076 405 1190 831 1076 120 887 405	1634	west2564
4346	Hanunoo	One Hundred	ʔusa#ka#gatus	ʔ u s a _ k a _ ɡ a t u s	804	409 868 89 997 1190 838 997 1190 831 997 120 868 89	1634	hanu1241
4347	Tetum	One Hundred	atus#ida	a t u s _ i d a	1932	997 120 868 89 1190 1076 145 997	1634	tetu1246
4348	Tsou	One Hundred	seʔconija	s e ʔ c o n i j a	2226	89 1089 409 606 887 107 1076 570 997	1634	tsou1248
4349	Chamorro	One Hundred	gatos	ɡ a t o s	804	831 997 120 887 89	1634	cham1312
4350	Chamorro	One Hundred	gatus	ɡ a t u s	804	831 997 120 868 89	1634	cham1312
#
4351	Palauan	One Thousand	ta#el#telael	t a _ e l _ t e l a e l	1400	120 997 1190 1089 554 1190 120 1089 554 997 1089 554	1843	pala1344
4352	Tunjung	One Thousand	seribuq	s e r i b u q	1483	89 1089 153 1076 257 868 757	1843	tunj1244
4353	Iban	One Thousand	seribu	s e r i b u	683	89 1089 153 1076 257 868	1843	iban1264
4354	Berawan_Long_Terawan	One Thousand	acih#gikoh	a c i h _ ɡ i k o h	1701	997 606 1076 405 1190 831 1076 838 887 405	1843	west2564
4355	Hanunoo	One Thousand	ʔusa#ka#libu	ʔ u s a _ k a _ l i b u	683	409 868 89 997 1190 838 997 1190 554 1076 257 868	1843	hanu1241
4356	Tetum	One Thousand	rihun	r i h u n	1933	153 1076 405 868 107	1843	tetu1246
4357	Central_Amis	One Thousand	cacaj#patek	c a c a j _ p a t e k	2514	606 997 606 997 570 1190 291 997 120 1089 838	1843	amis1246
4358	Chamorro	One Thousand	cʰalan	cʰ a l a n	2600	604 997 554 997 107	1843	cham1312
#
4258	Merina_Malagasy	Seven	fito	f i t o	784	452 1076 120 887	1704	plat1254
4259	Thao	Seven	piːtuʔ	p iː t u ʔ	784	291 1068 120 868 409	1704	thao1240
4260	Thao	Seven	pitu	p i t u	784	291 1076 120 868	1704	thao1240
4261	Palauan	Seven	klewid	k l e w i d	1393	838 554 1089 462 1076 145	1704	pala1344
4262	Tunjung	Seven	tucuq	t u c u q	1478	120 868 606 868 757	1704	tunj1244
4263	Bare'e	Seven	papitu	p a p i t u	784	291 997 291 1076 120 868	1704	pamo1252
4264	Berawan_Long_Terawan	Seven	tusu	t u s u	691	120 868 89 868	1704	west2564
4265	Moken	Seven	lujuːk	l u j uː k	691	554 868 570 860 838	1704	moke1242
4266	Hanunoo	Seven	pitu	p i t u	784	291 1076 120 868	1704	hanu1241
4267	Tetum	Seven	hitu	h i t u	784	405 1076 120 868	1704	tetu1246
4268	Tsou	Seven	pitu	p i t u	784	291 1076 120 868	1704	tsou1248
4269	Tsou	Seven	pitu	p i t u	784	291 1076 120 868	1704	tsou1248
4270	Nias	Seven	fitu	f i t u	784	452 1076 120 868	1704	nias1242
4271	Central_Amis	Seven	pitu	p i t u	784	291 1076 120 868	1704	amis1246
4272	Central_Amis	Seven	pito	p i t o	784	291 1076 120 887	1704	amis1246
4273	Chamorro	Seven	fito	f i t o	784	452 1076 120 887	1704	cham1312
4274	Chamorro	Seven	fetguijai	f e t ɡ u i j a i	784	452 1089 120 831 868 1076 570 997 1076	1704	cham1312
#
4240	Merina_Malagasy	Six	enina	e n i n a	172	1089 107 1076 107 997	1703	plat1254
4241	Thao	Six	sturu	s t u r u	393	89 120 868 153 868	1703	thao1240
4242	Thao	Six	katuːruʔ	k a t uː r u ʔ	393	838 997 120 860 153 868 409	1703	thao1240
4243	Palauan	Six	klolem	k l o l e m	1392	838 554 887 554 1089 241	1703	pala1344
4244	Tunjung	Six	hagant	h a ɡ a n t	1477	405 997 831 997 107 120	1703	tunj1244
4245	Bare'e	Six	ono	o n o	172	887 107 887	1703	pamo1252
4246	Iban	Six	enam	e n a m	172	1089 107 997 241	1703	iban1264
4247	Berawan_Long_Terawan	Six	enum	e n u m	172	1089 107 868 241	1703	west2564
4248	Moken	Six	nam	n a m	172	107 997 241	1703	moke1242
4249	Hanunoo	Six	ʔunum	ʔ u n u m	172	409 868 107 868 241	1703	hanu1241
4250	Tetum	Six	neːn	n eː n	1927	107 1091 107	1703	tetu1246
4251	Tsou	Six	nomu	n o m u	172	107 887 241 868	1703	tsou1248
4252	Tsou	Six	nauma	n a u m a	172	107 997 868 241 997	1703	tsou1248
4253	Tsou	Six	nomə	n o m ə	172	107 887 241 1022	1703	tsou1248
4254	Nias	Six	õnõ	õ n õ	2333	883 107 883	1703	nias1242
4255	Central_Amis	Six	qenem	q e n e m	172	757 1089 107 1089 241	1703	amis1246
4256	Chamorro	Six	gunum	ɡ u n u m	-172	831 868 107 868 241	1703	cham1312
4257	Chamorro	Six	gonmijai	ɡ o n m i j a i	2591	831 887 107 241 1076 570 997 1076	1703	cham1312
#
4309	Merina_Malagasy	Ten	folo	f o l o	37	452 887 554 887	1515	plat1254
4310	Thao	Ten	maksin	m a k s i n	-8	241 997 838 89 1076 107	1515	thao1240
4311	Palauan	Ten	truiːcʰ	t r u iː cʰ	1396	120 153 868 1068 604	1515	pala1344
4312	Tunjung	Ten	sawaːkŋ	s a w aː k ŋ	1481	89 997 462 1004 838 801	1515	tunj1244
4313	Bare'e	Ten	sampuju	s a m p u j u	1553	89 997 241 291 868 570 868	1515	pamo1252
4314	Iban	Ten	sapuloh	s a p u l o h	1628	89 997 291 868 554 887 405	1515	iban1264
4315	Berawan_Long_Terawan	Ten	pulo	p u l o	37	291 868 554 887	1515	west2564
4316	Moken	Ten	cəpoh	c ə p o h	37	606 1022 291 887 405	1515	moke1242
4317	Hanunoo	Ten	sampulu	s a m p u l u	37	89 997 241 291 868 554 868	1515	hanu1241
4318	Tetum	Ten	sanulu	s a n u l u	37	89 997 107 868 554 868	1515	tetu1246
4319	Tsou	Ten	matl	m a t l	8	241 997 120 554	1515	tsou1248
4320	Tsou	Ten	masːok	m a sː o k	8	241 997 72 887 838	1515	tsou1248
4321	Tsou	Ten	maskə	m a s k ə	8	241 997 89 838 1022	1515	tsou1248
4322	Tsou	Ten	maskə	m a s k ə	8	241 997 89 838 1022	1515	tsou1248
4323	Tsou	Ten	masːok	m a sː o k	8	241 997 72 887 838	1515	tsou1248
4324	Tsou	Ten	matl	m a t l	-8	241 997 120 554	1515	tsou1248
4325	Central_Amis	Ten	polo	p o l o	37	291 887 554 887	1515	amis1246
4326	Chamorro	Ten	fulu	f u l u	2596	452 868 554 868	1515	cham1312
4327	Chamorro	Ten	manutai	m a n u t a i	2597	241 997 107 868 120 997 1076	1515	cham1312
#
4179	Maloh	Three	talu	t a l u	480	120 997 554 868	492	emba1238
4180	Merina_Malagasy	Three	télo	t e l o	480	120 1089 554 887	492	plat1254
4181	Thao	Three	turu	t u r u	480	120 868 153 868	492	thao1240
4182	Palauan	Three	odéi	o d e i	-480	887 145 1089 1076	492	pala1344
4183	Tunjung	Three	təlu	t ə l u	480	120 1022 554 868	492	tunj1244
4184	Bare'e	Three	togo	t o ɡ o	480	120 887 831 887	492	pamo1252
4185	Iban	Three	tiga	t i ɡ a	66	120 1076 831 997	492	iban1264
4186	Berawan_Long_Terawan	Three	təloh	t ə l o h	480	120 1022 554 887 405	492	west2564
4187	Moken	Three	təloj	t ə l o j	480	120 1022 554 887 570	492	moke1242
4188	Hanunoo	Three	tulu	t u l u	480	120 868 554 868	492	hanu1241
4189	Wuna	Three	tolu	t o l u	480	120 887 554 868	492	muna1247
4190	Tetum	Three	tolːu	t o lː u	480	120 887 545 868	492	tetu1246
4191	Mailu	Three	aiseri	a i s e r i	2097	997 1076 89 1089 153 1076	492	mail1248
4192	Tsou	Three	tueu	t u e u	480	120 868 1089 868	492	tsou1248
4193	Nias	Three	tõlu	t õ l u	480	120 883 554 868	492	nias1242
4194	Central_Amis	Three	tulu	t u l u	480	120 868 554 868	492	amis1246
4195	Chamorro	Three	tolgijai	t o l ɡ i j a i	480	120 887 554 831 1076 570 997 1076	492	cham1312
4196	Chamorro	Three	tulo	t u l o	480	120 868 554 887	492	cham1312
4197	Banoni	Three	dapisa	d a p i s a	707	145 997 291 1076 89 997	492	bann1247
4198	Singhi	Three	tarux	t a r u x	480	120 997 153 868 778	492	baub1235
4199	Banggi	Three	taolu	t a o l u	480	120 997 887 554 868	492	bong1289
#
4328	Palauan	Twenty	luiːcʰ	l u iː cʰ	1397	554 868 1068 604	1710	pala1344
4329	Bare'e	Twenty	radua#mpuju	r a d u a _ m p u j u	1554	153 997 145 868 997 1190 241 291 868 570 868	1710	pamo1252
4330	Iban	Twenty	dua#puloh	d u a _ p u l o h	1629	145 868 997 1190 291 868 554 887 405	1710	iban1264
4331	Berawan_Long_Terawan	Twenty	lebih#pulo	l e b i h _ p u l o	1699	554 1089 257 1076 405 1190 291 868 554 887	1710	west2564
4332	Tetum	Twenty	ruanulu	r u a n u l u	1930	153 868 997 107 868 554 868	1710	tetu1246
4333	Tsou	Twenty	mpusku	m p u s k u	399	241 291 868 89 838 868	1710	tsou1248
4334	Chamorro	Twenty	huguijai#na#fulu	h u ɡ u i j a i _ n a _ f u l u	2598	405 868 831 868 1076 570 997 1076 1190 107 997 1190 452 868 554 868	1710	cham1312
#
4158	Maloh	Two	dua	d u a	704	145 868 997	1498	emba1238
4159	Merina_Malagasy	Two	roa	r o a	704	153 887 997	1498	plat1254
4160	Thao	Two	tusha	t u s h a	704	120 868 89 405 997	1498	thao1240
4161	Palauan	Two	oruŋ	o r u ŋ	704	887 153 868 801	1498	pala1344
4162	Tunjung	Two	rəgaʔ	r ə ɡ a ʔ	1476	153 1022 831 997 409	1498	tunj1244
4163	Bare'e	Two	rua	r u a	704	153 868 997	1498	pamo1252
4164	Iban	Two	dua	d u a	704	145 868 997	1498	iban1264
4165	Berawan_Long_Terawan	Two	lebih	l e b i h	-704	554 1089 257 1076 405	1498	west2564
4166	Moken	Two	tʰəwaʔ	tʰ ə w a ʔ	704	138 1022 462 997 409	1498	moke1242
4167	Hanunoo	Two	duwa	d u w a	704	145 868 462 997	1498	hanu1241
4168	Wuna	Two	dua	d u a	704	145 868 997	1498	muna1247
4169	Tetum	Two	rua	r u a	704	153 868 997	1498	tetu1246
4170	Mailu	Two	ava	a v a	2096	997 451 997	1498	mail1248
4171	Tsou	Two	euso	e u s o	-704	1089 868 89 887	1498	tsou1248
4172	Nias	Two	dua	d u a	704	145 868 997	1498	nias1242
4173	Central_Amis	Two	tusa	t u s a	704	120 868 89 997	1498	amis1246
4174	Chamorro	Two	huguijai	h u ɡ u i j a i	2587	405 868 831 868 1076 570 997 1076	1498	cham1312
4175	Chamorro	Two	hugua	h u ɡ u a	2588	405 868 831 868 997	1498	cham1312
4176	Banoni	Two	toːm	t oː m	2742	120 880 241	1498	bann1247
4177	Singhi	Two	duex	d u e x	704	145 868 1089 778	1498	baub1235
4178	Banggi	Two	dua	d u a	704	145 868 997	1498	bong1289
#
3643	Maloh	above	ibo	i b o	-479	1076 257 887	1741	emba1238
3644	Merina_Malagasy	above	ambonj	a m b o n j	1144	997 241 257 887 107 570	1741	plat1254
3645	Thao	above	ifafaw	i f a f a w	479	1076 452 997 452 997 462	1741	thao1240
3646	Palauan	above	bab	b a b	479	257 997 257	1741	pala1344
3647	Bare'e	above	ri#wawo	r i _ w a w o	479	153 1076 1190 462 997 462 887	1741	pamo1252
3648	Iban	above	datas	d a t a s	706	145 997 120 997 89	1741	iban1264
3649	Berawan_Long_Terawan	above	ki#apːiəw	k i _ a pː i ə w	-479	838 1076 1190 997 262 1076 1022 462	1741	west2564
3650	Moken	above	dataː	d a t aː	706	145 997 120 1004	1741	moke1242
3651	Hanunoo	above	tuŋud	t u ŋ u d	1851	120 868 801 868 145	1741	hanu1241
3652	Tetum	above	letːen	l e tː e n	1919	554 1089 130 1089 107	1741	tetu1246
3653	Mailu	above	atana	a t a n a	-706	997 120 997 107 997	1741	mail1248
3654	Tsou	above	noépe	n o e p e	2212	107 887 1089 291 1089	1741	tsou1248
3655	Central_Amis	above	fafukaŋ	f a f u k a ŋ	2495	452 997 452 868 838 997 801	1741	amis1246
3656	Singhi	above	de#somu	d e _ s o m u	2833	145 1089 1190 89 887 241 868	1741	baub1235
3657	Singhi	above	de#tun	d e _ t u n	-706	145 1089 1190 120 868 107	1741	baub1235
3658	Banggi	above	kilibuat	k i l i b u a t	-479	838 1076 554 1076 257 868 997 120	1741	bong1289
#
3992	Maloh	all	kausan	k a u s a n	1050	838 997 868 89 997 107	98	emba1238
3993	Maloh	all	samua	s a m u a	89	89 997 241 868 997	98	emba1238
3994	Merina_Malagasy	all	rehétra	r e h e t r a	1153	153 1089 405 1089 120 153 997	98	plat1254
3995	Thao	all	ʔazʔaz	ʔ a z ʔ a z	1249	409 997 80 409 997 80	98	thao1240
3996	Palauan	all	el#rokir	e l _ r o k i r	1387	1089 554 1190 153 887 838 1076 153	98	pala1344
3997	Bare'e	all	paka	p a k a	382	291 997 838 997	98	pamo1252
3998	Iban	all	abis	a b i s	89	997 257 1076 89	98	iban1264
3999	Iban	all	semua	s e m u a	89	89 1089 241 868 997	98	iban1264
4000	Iban	all	magaŋ	m a ɡ a ŋ	89	241 997 831 997 801	98	iban1264
4001	Berawan_Long_Terawan	all	moŋ	m o ŋ	1694	241 887 801	98	west2564
4002	Moken	all	tapʰuːŋ	t a pʰ uː ŋ	1790	120 997 264 860 801	98	moke1242
4003	Moken	all	kətoj	k ə t o j	1791	838 1022 120 887 570	98	moke1242
4004	Hanunoo	all	tanan	t a n a n	526	120 997 107 997 107	98	hanu1241
4005	Wuna	all	baribarie	b a r i b a r i e	267	257 997 153 1076 257 997 153 1076 1089	98	muna1247
4006	Tetum	all	hotu#hotu	h o t u _ h o t u	452	405 887 120 868 1190 405 887 120 868	98	tetu1246
4007	Tetum	all	falu	f a l u	1924	452 997 554 868	98	tetu1246
4008	Tsou	all	acʉhʉ	a c ʉ h ʉ	2221	997 606 968 405 968	98	tsou1248
4009	Nias	all	fefu	f e f u	2327	452 1089 452 868	98	nias1242
4010	Nias	all	oi	o i	2328	887 1076	98	nias1242
4011	Central_Amis	all	mapuluq	m a p u l u q	2509	241 997 291 868 554 868 757	98	amis1246
4012	Central_Amis	all	mapuloŋ	m a p u l o ŋ	2510	241 997 291 868 554 887 801	98	amis1246
4013	Central_Amis	all	maʔmiŋ	m a ʔ m i ŋ	326	241 997 409 241 1076 801	98	amis1246
4014	Banoni	all	kota	k o t a	2739	838 887 120 997	98	bann1247
4015	Singhi	all	sue#porug	s u e _ p o r u ɡ	2841	89 868 1089 1190 291 887 153 868 831	98	baub1235
#
4016	Maloh	and	nana	n a n a	306	107 997 107 997	1577	emba1238
4017	Merina_Malagasy	and	sj	s j	1154	89 570	1577	plat1254
4018	Merina_Malagasy	and	arj	a r j	1155	997 153 570	1577	plat1254
4019	Merina_Malagasy	and	ka	k a	429	838 997	1577	plat1254
4020	Palauan	and	e	e	-429	1089	1577	pala1344
4021	Palauan	and	me	m e	71	241 1089	1577	pala1344
4022	Bare'e	and	pai	p a i	1548	291 997 1076	1577	pamo1252
4023	Iban	and	eŋgau	e ŋ ɡ a u	1623	1089 801 831 997 868	1577	iban1264
4024	Berawan_Long_Terawan	and	ŋan	ŋ a n	306	801 997 107	1577	west2564
4025	Moken	and	toŋ	t o ŋ	1792	120 887 801	1577	moke1242
4026	Hanunoo	and	ag	a ɡ	429	997 831	1577	hanu1241
4027	Tetum	and	no	n o	825	107 887	1577	tetu1246
4028	Mailu	and	di	d i	2084	145 1076	1577	mail1248
4029	Mailu	and	ele	e l e	2085	1089 554 1089	1577	mail1248
4030	Mailu	and	o	o	2086	887	1577	mail1248
4031	Mailu	and	nogo	n o ɡ o	2087	107 887 831 887	1577	mail1248
4032	Tsou	and	ho	h o	641	405 887	1577	tsou1248
4033	Nias	and	ba	b a	71	257 997	1577	nias1242
4034	Central_Amis	and	a	a	36	997	1577	amis1246
4035	Chamorro	and	ja	j a	2581	570 997	1577	cham1312
4036	Chamorro	and	jan	j a n	2582	570 997 107	1577	cham1312
4037	Singhi	and	duecʰ	d u e cʰ	2842	145 868 1089 604	1577	baub1235
4038	Singhi	and	toban	t o b a n	769	120 887 257 997 107	1577	baub1235
4039	Banggi	and	mak	m a k	71	241 997 838	1577	bong1289
#
3030	Maloh	ashes	kutuan	k u t u a n	1033	838 868 120 868 997 107	646	emba1238
