concept,doculect,counterpart,cc,inferredCC,db
to shoot,Sedang,pɛ̰ŋ,5429,bah:to shoot:1,bah
to shoot,Sre,paɲ,5429,bah:to shoot:1,bah
to shoot,Stieng,paɲ,5429,bah:to shoot:1,bah
to shoot,Tampuan,paɲ,5429,bah:to shoot:1,bah
palm (of hand),Alak,capaːŋ,2660,bah:palm (of hand):1,bah
palm (of hand),BahnarGolar,pəlaʔ,2671,bah:palm (of hand):2,bah
palm (of hand),BahnarKontum,pəlaʔ,2671,bah:palm (of hand):2,bah
palm (of hand),BahnarPleiku,pəlaʔ,2671,bah:palm (of hand):2,bah
palm (of hand),BahnarPleiku,kəpaːŋ,2660,bah:palm (of hand):1,bah
palm (of hand),Bunong,mpaːŋ,2660,bah:palm (of hand):1,bah
palm (of hand),Cheng,klaːk tiː,2682,bah:palm (of hand):1,bah
palm (of hand),Chrau,ləpaːŋ,2660,bah:palm (of hand):1,bah
palm (of hand),Cua,plaː,2671,bah:palm (of hand):2,bah
palm (of hand),Jeh,kəpaːŋ ti̤ː,2660,bah:palm (of hand):1,bah
palm (of hand),JruLaven,hpaːŋ,2660,bah:palm (of hand):1,bah
palm (of hand),Kasseng,ʔəpaːŋ,2660,bah:palm (of hand):1,bah
palm (of hand),Khaonh,paŋ tiː,2660,bah:palm (of hand):1,bah
palm (of hand),Mel,paŋ tiː,2660,bah:palm (of hand):1,bah
palm (of hand),MnongRlm,paːŋ tiː,2660,bah:palm (of hand):1,bah
palm (of hand),Nyaheun,paːŋ,2660,bah:palm (of hand):1,bah
palm (of hand),Ramam,plaʔ taj,2671,bah:palm (of hand):2,bah
palm (of hand),Rengao,kəpaːŋ ti̤ː,2660,bah:palm (of hand):1,bah
palm (of hand),Sapuan,tapaŋ,2660,bah:palm (of hand):1,bah
palm (of hand),Sedang,kəpɛ̰əŋ,2660,bah:palm (of hand):1,bah
palm (of hand),Sre,paŋ,2660,bah:palm (of hand):1,bah
palm (of hand),Stieng,paːŋ,2660,bah:palm (of hand):1,bah
palm (of hand),Tampuan,tampaːŋ,2660,bah:palm (of hand):1,bah
rice (cooked),Alak,paːj,2938,bah:rice (cooked):2,bah
rice (cooked),BahnarGolar,pɔːr,2966,bah:rice (cooked):1,bah
rice (cooked),BahnarKontum,pɔːr,2966,bah:rice (cooked):1,bah
rice (cooked),BahnarPleiku,pɔːr,2966,bah:rice (cooked):1,bah
rice (cooked),BahnarPleiku,məh,2969,bah:rice (cooked):3,bah
rice (cooked),Brao,puar,2966,bah:rice (cooked):1,bah
rice (cooked),Bunong,piaːŋ,2970,bah:rice (cooked):1,bah
rice (cooked),Cheng,puar,2966,bah:rice (cooked):1,bah
rice (cooked),Chrau,pieŋ,2970,bah:rice (cooked):1,bah
rice (cooked),Cua,pʌŋ,2970,bah:rice (cooked):1,bah
rice (cooked),Halang,pɔar,2966,bah:rice (cooked):1,bah
rice (cooked),Jeh,pɔːl,2966,bah:rice (cooked):1,bah
rice (cooked),JruLaven,ʔʌːp,2971,bah:rice (cooked):4,bah
rice (cooked),Kasseng,nsaːj,2972,bah:rice (cooked):2,bah
rice (cooked),Khaonh,peəŋ,2970,bah:rice (cooked):1,bah
rice (cooked),Mel,piəŋ,2970,bah:rice (cooked):1,bah
rice (cooked),MnongRlm,pieŋ,2970,bah:rice (cooked):1,bah
rice (cooked),Nyaheun,puan,2966,bah:rice (cooked):1,bah
rice (cooked),Ramam,paː / hapaː,2973,bah:rice (cooked):2,bah
rice (cooked),Rengao,pɔːr,2966,bah:rice (cooked):1,bah
rice (cooked),Sapuan,pual / puar,2966,bah:rice (cooked):1,bah
rice (cooked),Sedang,ba̰w,2934,bah:rice (cooked):2,bah
rice (cooked),Sre,piaŋ,2970,bah:rice (cooked):1,bah
rice (cooked),Stieng,piaŋ,2970,bah:rice (cooked):1,bah
rice (cooked),Tampuan,poːr,2966,bah:rice (cooked):1,bah
many,Alak,jaːw,2006,bah:many:4,bah
many,Brao,ʔəːn,2007,bah:many:1,bah
many,Bunong,ʔəːk,2015,bah:many:1,bah
many,Cheng,ʔəːn,2007,bah:many:1,bah
many,Chrau,vəːn,2008,bah:many:1,bah
many,Cua,ʔŋɨn,2009,bah:many:1,bah
many,Cua,hiamʔ,2010,bah:many:1,bah
many,Halang,krəːm,2011,bah:many:2,bah
many,Jeh,kədra̤m,2011,bah:many:2,bah
many,JruLaven,dɨʔ,2012,bah:many:3,bah
many,Kasseng,ɟɤʔ,2013,bah:many:3,bah
many,Khaonh,ʔək,2015,bah:many:1,bah
many,Mel,ʔɔk,2015,bah:many:1,bah
many,MnongRlm,ʔəːk / ʔaːk,2015,bah:many:1,bah
many,Nyaheun,ʔuː,2016,bah:many:1,bah
many,Ramam,tətauh,2017,bah:many:5,bah
many,Rengao,hmən,2018,bah:many:1,bah
many,Sapuan,laj,2019,bah:many:6,bah
many,Sapuan,ʔɨːn,2007,bah:many:1,bah
many,Sedang,hɛn,2020,bah:many:1,bah
many,Sre,ʔur,2021,bah:many:1,bah
many,Sre,rərəs,2022,bah:many:7,bah
many,Stieng,ʔmək,2023,bah:many:1,bah
many,Tampuan,ʔi̤əŋ,2024,bah:many:1,bah
long,Alak,cʻroːŋ,1911,bah:long:1,bah
long,BahnarGolar,kəɟuːŋ,1941,bah:long:1,bah
long,BahnarKontum,kəɟuːŋ,1941,bah:long:1,bah
long,BahnarPleiku,kəɟuːŋ,1941,bah:long:1,bah
long,Brao,goh,1942,bah:long:2,bah
long,Bunong,cɔ̤,1938,bah:long:1,bah
long,Cheng,goh,1942,bah:long:2,bah
long,Chrau,ɟɔːŋ,1941,bah:long:1,bah
long,Cua,kiːl,1943,bah:long:8,bah
long,Cua,jəːt,1901,bah:long:7,bah
long,Halang,ʔɲe̤ʔ,1902,bah:long:2,bah
long,Jeh,pro̤ːç,1903,bah:long:3,bah
long,JruLaven,ʔgoh,1942,bah:long:2,bah
long,Kasseng,ʔərɯːç,1903,bah:long:3,bah
long,Khaonh,ɟɔːŋ,1941,bah:long:1,bah
long,Mel,ɟɔːŋ,1941,bah:long:1,bah
long,MnongRlm,nuːr,1904,bah:long:6,bah
long,MnongRlm,toːj,1905,bah:long:4,bah
long,Nyaheun,goh,1942,bah:long:2,bah
long,Ramam,ʔɔŋ haw / ŋhaw,1906,bah:long:5,bah
long,Rengao,rənɔh,1907,bah:long:2,bah
long,Sapuan,ʔgɔh,1908,bah:long:2,bah
long,Sedang,sɔ̰n,1910,bah:long:1,bah
long,Sedang,tḛ,1909,bah:long:4,bah
long,Sre,ɟɔŋ,1941,bah:long:1,bah
long,Stieng,ɟɔːŋ,1941,bah:long:1,bah
long,Tampuan,ʔləŋ,1912,bah:long:2,bah
tongue,Alak,mpeːt,5901,bah:tongue:1,bah
tongue,BahnarGolar,rəpjɛt,5901,bah:tongue:1,bah
tongue,BahnarKontum,rəpjɛt,5901,bah:tongue:1,bah
tongue,BahnarPleiku,rəpjɛt,5901,bah:tongue:1,bah
tongue,Brao,mpiat,5901,bah:tongue:1,bah
tongue,Bunong,mpjaːt,5901,bah:tongue:1,bah
tongue,Cheng,mpiɛt,5901,bah:tongue:1,bah
tongue,Chrau,ləpiet,5901,bah:tongue:1,bah
tongue,Cua,rapiat / kapiat,5901,bah:tongue:1,bah
tongue,Halang,rəpiət,5901,bah:tongue:1,bah
tongue,Jeh,rəpiat,5901,bah:tongue:1,bah
tongue,JruLaven,piat,5901,bah:tongue:1,bah
tongue,Kasseng,ʔəpiət,5901,bah:tongue:1,bah
tongue,Khaonh,ᵐpeæt,5901,bah:tongue:1,bah
tongue,Mel,lᵊpiət,5901,bah:tongue:1,bah
tongue,MnongRlm,piet,5901,bah:tongue:1,bah
tongue,Nyaheun,piat,5901,bah:tongue:1,bah
tongue,Ramam,pait,5901,bah:tongue:1,bah
tongue,Rengao,rəpɛt,5901,bah:tongue:1,bah
tongue,Sapuan,piat,5901,bah:tongue:1,bah
tongue,Sedang,rəpiɩ,5901,bah:tongue:1,bah
tongue,Sre,ləmpiat,5901,bah:tongue:1,bah
tongue,Stieng,lpiet,5901,bah:tongue:1,bah
tongue,Tampuan,ʔmpjɛt,5901,bah:tongue:1,bah
"I, me",Alak,ʔal,17,"bah:I, me:1",bah
"I, me",BahnarGolar,ʔiɲ,3,"bah:I, me:1",bah
"I, me",BahnarKontum,ʔiɲ,3,"bah:I, me:1",bah
"I, me",BahnarPleiku,ʔiɲ,3,"bah:I, me:1",bah
"I, me",Brao,ʔaj,18,"bah:I, me:1",bah
"I, me",Bunong,kə̤p,20,"bah:I, me:2",bah
"I, me",Cheng,ʔaɨ,18,"bah:I, me:1",bah
"I, me",Chrau,ʔaɲ / ʔiɲ,3,"bah:I, me:1",bah
"I, me",Cua,go,19,"bah:I, me:2",bah
"I, me",Halang,ʔau,18,"bah:I, me:1",bah
"I, me",Jeh,ʔaw,18,"bah:I, me:1",bah
"I, me",JruLaven,ʔaːj,18,"bah:I, me:1",bah
"I, me",Kasseng,ʔaɯ,18,"bah:I, me:1",bah
"I, me",Khaonh,ʔɡəp,20,"bah:I, me:2",bah
"I, me",Mel,ʔɡəp,20,"bah:I, me:2",bah
"I, me",MnongRlm,ʔaɲ,3,"bah:I, me:1",bah
"I, me",Nyaheun,ʔaː,18,"bah:I, me:1",bah
"I, me",Ramam,ʔaj,18,"bah:I, me:1",bah
"I, me",Rengao,ʔaw,18,"bah:I, me:1",bah
"I, me",Sapuan,ʔaj,18,"bah:I, me:1",bah
"I, me",Sedang,ʔaw,18,"bah:I, me:1",bah
"I, me",Sre,ʔaɲ,3,"bah:I, me:1",bah
"I, me",Stieng,hej,21,"bah:I, me:1",bah
"I, me",Tampuan,ʔaɲ,3,"bah:I, me:1",bah
heavy,Alak,kʻacʻɨk,1628,bah:heavy:1,bah
heavy,BahnarGolar,trap,1627,bah:heavy:4,bah
heavy,BahnarGolar,hŋam,1629,bah:heavy:2,bah
heavy,BahnarKontum,hŋam,1629,bah:heavy:2,bah
heavy,BahnarPleiku,hŋam,1629,bah:heavy:2,bah
heavy,BahnarPleiku,trap,1627,bah:heavy:4,bah
heavy,Brao,kəjɨk,1628,bah:heavy:1,bah
heavy,Bunong,cə̤ːk,1628,bah:heavy:1,bah
heavy,Chrau,kənɟəʔ,1628,bah:heavy:1,bah
heavy,Cua,pareʔ,1630,bah:heavy:5,bah
heavy,Halang,ʔak,1631,bah:heavy:1,bah
heavy,Jeh,kla̤ŋ,1632,bah:heavy:3,bah
heavy,JruLaven,kɟɨk,1628,bah:heavy:1,bah
heavy,Kasseng,kleːŋ,1633,bah:heavy:3,bah
heavy,Khaonh,kᵊɟək,1628,bah:heavy:1,bah
heavy,Mel,kᵊɟək,1628,bah:heavy:1,bah
heavy,MnongRlm,ɟɔːk,1628,bah:heavy:1,bah
heavy,Nyaheun,gjɨk,1628,bah:heavy:1,bah
heavy,Ramam,hŋam,1629,bah:heavy:2,bah
heavy,Rengao,hŋam,1629,bah:heavy:2,bah
heavy,Sapuan,kəjɨk,1628,bah:heavy:1,bah
heavy,Sedang,hŋa̰m,1629,bah:heavy:2,bah
heavy,Sre,kənɟə,1628,bah:heavy:1,bah
heavy,Stieng,ɟək,1628,bah:heavy:1,bah
heavy,Tampuan,klaŋ,1632,bah:heavy:3,bah
you (pl.) (ye),BahnarGolar,ʔjɛm,6209,bah:you (pl.) (ye):2,bah
you (pl.) (ye),BahnarKontum,ʔjɛm,6209,bah:you (pl.) (ye):2,bah
you (pl.) (ye),BahnarPleiku,ʔjɛm,6209,bah:you (pl.) (ye):2,bah
you (pl.) (ye),Brao,cʰaj,6179,bah:you (pl.) (ye):3,bah
you (pl.) (ye),Bunong,khan aj maj,6182,bah:you (pl.) (ye):6,bah
you (pl.) (ye),Cua,ʔeːp,6209,bah:you (pl.) (ye):2,bah
you (pl.) (ye),Halang,ʔniː,6180,bah:you (pl.) (ye):4,bah
you (pl.) (ye),Jeh,ʔe̤m,6209,bah:you (pl.) (ye):2,bah
you (pl.) (ye),JruLaven,pɛː,6181,bah:you (pl.) (ye):1,bah
you (pl.) (ye),MnongRlm,mɛː,6182,bah:you (pl.) (ye):1,bah
you (pl.) (ye),Nyaheun,pɛː,6181,bah:you (pl.) (ye):1,bah
you (pl.) (ye),Ramam,piː,6181,bah:you (pl.) (ye):1,bah
you (pl.) (ye),Rengao,cɔp,6183,bah:you (pl.) (ye):5,bah
you (pl.) (ye),Sapuan,muː saj,6179,bah:you (pl.) (ye):3,bah
you (pl.) (ye),Sedang,pɔ̰,6184,bah:you (pl.) (ye):1,bah
you (pl.) (ye),Stieng,maj,6182,bah:you (pl.) (ye):3,bah
you (pl.) (ye),Tampuan,ʔndəis,6185,bah:you (pl.) (ye):4,bah
you (sing.) (thou),Alak,maj,6210,bah:you (sing.) (thou):1,bah
you (sing.) (thou),BahnarGolar,ʔɛː,6231,bah:you (sing.) (thou):2,bah
you (sing.) (thou),BahnarKontum,ʔɛː,6231,bah:you (sing.) (thou):2,bah
you (sing.) (thou),BahnarPleiku,ʔɛː,6231,bah:you (sing.) (thou):2,bah
you (sing.) (thou),Brao,cʰaj,6232,bah:you (sing.) (thou):3,bah
you (sing.) (thou),Bunong,aj,6231,bah:you (sing.) (thou):1,bah
you (sing.) (thou),Bunong,maj,6210,bah:you (sing.) (thou):1,bah
you (sing.) (thou),Cheng,saɨ,6232,bah:you (sing.) (thou):3,bah
you (sing.) (thou),Chrau,ʔaj / ʔaːj,6231,bah:you (sing.) (thou):2,bah
you (sing.) (thou),Chrau,maj / maːj,6210,bah:you (sing.) (thou):1,bah
you (sing.) (thou),Cua,maːj ʔiə,6210,bah:you (sing.) (thou):1,bah
you (sing.) (thou),Halang,miː,6210,bah:you (sing.) (thou):1,bah
you (sing.) (thou),Jeh,miː,6210,bah:you (sing.) (thou):1,bah
you (sing.) (thou),JruLaven,saw,6232,bah:you (sing.) (thou):3,bah
you (sing.) (thou),Kasseng,meː,6210,bah:you (sing.) (thou):1,bah
you (sing.) (thou),MnongRlm,mɛː,6210,bah:you (sing.) (thou):1,bah
you (sing.) (thou),Nyaheun,sa,6232,bah:you (sing.) (thou):3,bah
you (sing.) (thou),Ramam,piː,6233,bah:you (sing.) (thou):1,bah
you (sing.) (thou),Rengao,nuʔ,6211,bah:you (sing.) (thou):4,bah
you (sing.) (thou),Rengao,ʔi̤h,6212,bah:you (sing.) (thou):2,bah
you (sing.) (thou),Sapuan,saj,6232,bah:you (sing.) (thou):3,bah
you (sing.) (thou),Sedang,ʔɛh,6212,bah:you (sing.) (thou):2,bah
you (sing.) (thou),Sre,mi,6210,bah:you (sing.) (thou):1,bah
you (sing.) (thou),Stieng,ʔaj,6231,bah:you (sing.) (thou):2,bah
you (sing.) (thou),Tampuan,ʔəis,6212,bah:you (sing.) (thou):2,bah
tail,Alak,tɛːŋ,3806,bah:tail:1,bah
tail,BahnarGolar,kjɛŋ,3806,bah:tail:1,bah
tail,BahnarKontum,kjɛŋ,3806,bah:tail:1,bah
tail,BahnarPleiku,kjɛŋ,3806,bah:tail:1,bah
tail,Bunong,cjaŋ,3806,bah:tail:1,bah
tail,Chrau,tieŋ,3806,bah:tail:1,bah
tail,Halang,tɛaŋ,3806,bah:tail:1,bah
tail,Jeh,tɛːŋ,3806,bah:tail:1,bah
tail,Khaonh,teaŋ,3806,bah:tail:1,bah
tail,Mel,tiəŋ,3806,bah:tail:1,bah
tail,MnongRlm,tieŋ,3806,bah:tail:1,bah
tail,Ramam,taiŋ,3806,bah:tail:1,bah
tail,Rengao,tiːŋ,3806,bah:tail:1,bah
tail,Sedang,tḭŋ,3806,bah:tail:1,bah
tail,Sre,tiaŋ,3806,bah:tail:1,bah
tail,Stieng,tieŋ,3806,bah:tail:1,bah
tail,Tampuan,cjaŋ,3806,bah:tail:1,bah
nose,Alak,muh,2588,bah:nose:1,bah
nose,BahnarGolar,muh,2588,bah:nose:1,bah
nose,BahnarKontum,muh,2588,bah:nose:1,bah
nose,BahnarPleiku,muh,2588,bah:nose:1,bah
nose,Brao,muh,2588,bah:nose:1,bah
nose,Bunong,muːh,2588,bah:nose:1,bah
nose,Cheng,muh,2588,bah:nose:1,bah
nose,Chrau,muh,2588,bah:nose:1,bah
nose,Cua,muh,2588,bah:nose:1,bah
nose,Halang,mṳh,2588,bah:nose:1,bah
nose,Jeh,mṳh,2588,bah:nose:1,bah
nose,JruLaven,muh,2588,bah:nose:1,bah
nose,Kasseng,moh,2588,bah:nose:1,bah
nose,Khaonh,mawx,2588,bah:nose:1,bah
nose,Mel,moh,2588,bah:nose:1,bah
nose,MnongRlm,moh,2588,bah:nose:1,bah
nose,Nyaheun,muh,2588,bah:nose:1,bah
nose,Ramam,mauh,2588,bah:nose:1,bah
nose,Rengao,mṳh,2588,bah:nose:1,bah
nose,Sapuan,muh,2588,bah:nose:1,bah
nose,Sedang,mòh,2588,bah:nose:1,bah
nose,Sre,muh,2588,bah:nose:1,bah
nose,Stieng,moh,2588,bah:nose:1,bah
nose,Tampuan,mouh,2588,bah:nose:1,bah
penis,Alak,lɔʔ,2692,bah:penis:1,bah
penis,BahnarGolar,lɔː,2692,bah:penis:1,bah
penis,BahnarKontum,lɔː,2692,bah:penis:1,bah
penis,BahnarPleiku,lɔː,2692,bah:penis:1,bah
penis,Brao,lɑʔ,2692,bah:penis:1,bah
penis,Cheng,lɔʔ,2692,bah:penis:1,bah
penis,Chrau,klaːw,2714,bah:penis:1,bah
penis,Cua,klaːw,2714,bah:penis:1,bah
penis,Halang,kəʔwəl,2726,bah:penis:4,bah
penis,Halang,mɛn,2727,bah:penis:2,bah
penis,Jeh,mɛːn,2727,bah:penis:2,bah
penis,JruLaven,klaj,2728,bah:penis:1,bah
penis,Kasseng,klaːw,2714,bah:penis:1,bah
penis,Nyaheun,lɔʔ,2692,bah:penis:1,bah
penis,Rengao,mɛ̤m,2727,bah:penis:2,bah
penis,Sedang,kəta,2728,bah:penis:3,bah
penis,Sre,lɔc,2703,bah:penis:1,bah
penis,Stieng,klaːw,2714,bah:penis:1,bah
penis,Tampuan,kəplɔh,2729,bah:penis:1,bah
heart,Alak,kləːm,1597,bah:heart:3,bah
heart,BahnarGolar,nujh,1573,bah:heart:1,bah
heart,BahnarKontum,nujh,1573,bah:heart:1,bah
heart,BahnarPleiku,nujh,1573,bah:heart:1,bah
heart,Brao,tɨrbɨn,1598,bah:heart:9,bah
heart,Bunong,plaj nuːç,1573,bah:heart:2,bah
heart,Cheng,plaj tuːŋ,1584,bah:heart:2,bah
heart,Chrau,plaj nuːs,1573,bah:heart:2,bah
heart,Cua,suːm,1599,bah:heart:8,bah
heart,Halang,ʔno̤jh,1573,bah:heart:1,bah
heart,Jeh,ʔno̤ːç,1573,bah:heart:1,bah
