concept,doculect,counterpart,cc,inferredCC,db
the hair (of the head),Chaozhou,tʰau⁵⁵₂₁₃mo⁵⁵,651,chinese_1964:the hair (of the head):2,chinese_1964
the hair (of the head),Chengdu,tʰəu³¹fa³¹₄₄,649,chinese_1964:the hair (of the head):1,chinese_1964
the hair (of the head),Fuzhou,tʰan⁵²₃₁uɔʔ²³,649,chinese_1964:the hair (of the head):4,chinese_1964
the hair (of the head),Guangzhou,tʰɐu²¹at³³,649,chinese_1964:the hair (of the head):1,chinese_1964
the hair (of the head),Hefei,tʰɯ⁵⁵fɐʔ⁴,649,chinese_1964:the hair (of the head):1,chinese_1964
the hair (of the head),Jinan,tʰou⁴²fa⁰,649,chinese_1964:the hair (of the head):1,chinese_1964
the hair (of the head),Kunming,tʰəu³¹fa³¹₄₄,649,chinese_1964:the hair (of the head):1,chinese_1964
the hair (of the head),Meixian,tʰɛu¹²na¹²mau⁴⁴,650,chinese_1964:the hair (of the head):2,chinese_1964
the hair (of the head),Nanchang,tʰɛn²⁴fat⁵,649,chinese_1964:the hair (of the head):3,chinese_1964
the hair (of the head),Shenyang,tʰou³⁵fa⁰,649,chinese_1964:the hair (of the head):1,chinese_1964
the hair (of the head),Suzhou,dʏ²⁴₂₂faʔ⁴,649,chinese_1964:the hair (of the head):1,chinese_1964
the hair (of the head),Wenzhou,diu³¹fo²³,649,chinese_1964:the hair (of the head):1,chinese_1964
the hair (of the head),Xiamen,tʰau²⁴₃₃mῃ²⁴,651,chinese_1964:the hair (of the head):2,chinese_1964
the hair (of the head),Xian,tʰou²⁴fɑ⁰,649,chinese_1964:the hair (of the head):1,chinese_1964
the hair (of the head),Yangjiang,tʰɐu⁴⁴³mou⁴⁴³,651,chinese_1964:the hair (of the head):2,chinese_1964
the hair (of the head),Yangzhou,tʰɤɯ³⁴fæʔ⁴,649,chinese_1964:the hair (of the head):1,chinese_1964
light (of weight),Beijing,tɕʰiŋ⁵⁵,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Changsha,tɕʰin³³,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Chaozhou,kʰiŋ³³,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Chengdu,tɕʰin⁴⁴,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Fuzhou,kʰiŋ⁴⁴,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Guangzhou,hɛŋ⁵³,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Hefei,tɕʰin²¹²,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Jinan,tɕʰiŋ²¹³,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Kunming,tɕʰĩ⁴⁴,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Meixian,kʰiaŋ⁴⁴,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Nanchang,tɕʰiaŋ⁴²,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Shenyang,tɕʰiŋ³³,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Suzhou,tɕʰin⁴⁴,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Wenzhou,tɕʰiaŋ⁴⁴,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Xiamen,kʰin⁵⁵,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Xian,tɕʰiŋ²¹,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Yangjiang,hɪŋ³³,93,chinese_1964:light (of weight):1,chinese_1964
light (of weight),Yangzhou,tɕʰiŋ³¹,93,chinese_1964:light (of weight):1,chinese_1964
the wheat,Beijing,mai⁵¹tsɿ⁰,430,chinese_1964:the wheat:1,chinese_1964
the wheat,Changsha,mə²⁴tsɿ⁰,430,chinese_1964:the wheat:1,chinese_1964
the wheat,Chaozhou,beʔ⁴,429,chinese_1964:the wheat:3,chinese_1964
the wheat,Chengdu,me³¹tsɿ⁵³,430,chinese_1964:the wheat:1,chinese_1964
the wheat,Fuzhou,maʔ⁴,429,chinese_1964:the wheat:2,chinese_1964
the wheat,Guangzhou,mɐk²,429,chinese_1964:the wheat:2,chinese_1964
the wheat,Hefei,mɐʔ⁴tsə⁰,430,chinese_1964:the wheat:1,chinese_1964
the wheat,Jinan,mei²¹tsɿ⁰,430,chinese_1964:the wheat:1,chinese_1964
the wheat,Kunming,mə³¹tsɿ⁵³,430,chinese_1964:the wheat:1,chinese_1964
the wheat,Meixian,mak⁴ɛ⁰,431,chinese_1964:the wheat:2,chinese_1964
the wheat,Nanchang,mat⁵tsɿ⁰,430,chinese_1964:the wheat:1,chinese_1964
the wheat,Shenyang,mai⁴¹tsɿ⁰,430,chinese_1964:the wheat:1,chinese_1964
the wheat,Suzhou,mɒʔ²³,429,chinese_1964:the wheat:2,chinese_1964
the wheat,Wenzhou,ma¹²,429,chinese_1964:the wheat:2,chinese_1964
the wheat,Xiamen,beʔ⁵,429,chinese_1964:the wheat:3,chinese_1964
the wheat,Xian,mei²¹tsɿ⁰,430,chinese_1964:the wheat:1,chinese_1964
the wheat,Yangjiang,mɐk⁴⁵⁴,429,chinese_1964:the wheat:2,chinese_1964
the wheat,Yangzhou,mɔʔ⁴tsɛ⁰,430,chinese_1964:the wheat:1,chinese_1964
salty,Beijing,ɕian³⁵,173,chinese_1964:salty:2,chinese_1964
salty,Beijing,kʰou²¹⁴₂₁tʂuŋ⁵¹,174,chinese_1964:salty:5,chinese_1964
salty,Changsha,xan¹³,173,chinese_1964:salty:1,chinese_1964
salty,Chaozhou,kiəm⁵⁵,173,chinese_1964:salty:3,chinese_1964
salty,Chengdu,xan³¹,173,chinese_1964:salty:1,chinese_1964
salty,Fuzhou,keiŋ⁵²,173,chinese_1964:salty:4,chinese_1964
salty,Guangzhou,ham²¹,173,chinese_1964:salty:1,chinese_1964
salty,Hefei,ɕiĩ⁵⁵,173,chinese_1964:salty:2,chinese_1964
salty,Jinan,ɕiæ̃⁴²,173,chinese_1964:salty:2,chinese_1964
salty,Kunming,ɕiɛ³¹,173,chinese_1964:salty:2,chinese_1964
salty,Meixian,ham¹²,173,chinese_1964:salty:1,chinese_1964
salty,Nanchang,han²⁴,173,chinese_1964:salty:1,chinese_1964
salty,Shenyang,ɕian³⁵,173,chinese_1964:salty:2,chinese_1964
salty,Suzhou,ɦɛ²⁴,173,chinese_1964:salty:1,chinese_1964
salty,Wenzhou,ɦa³¹,173,chinese_1964:salty:1,chinese_1964
salty,Xiamen,kiam²⁴,173,chinese_1964:salty:3,chinese_1964
salty,Xian,xæ̃²⁴,173,chinese_1964:salty:1,chinese_1964
salty,Yangjiang,ham⁴⁴³,173,chinese_1964:salty:1,chinese_1964
salty,Yangzhou,xɛ̃³⁴,173,chinese_1964:salty:1,chinese_1964
middle,Beijing,taŋ⁵⁵tɕianr⁰,976,chinese_1964:middle:1,chinese_1964
middle,Changsha,tsən³³kan³³,980,chinese_1964:middle:3,chinese_1964
middle,Chaozhou,liŋ²¹³₄₂taŋ³³,984,chinese_1964:middle:10,chinese_1964
middle,Chengdu,tsoŋ⁴⁴tɕian⁴⁴,981,chinese_1964:middle:1,chinese_1964
middle,Fuzhou,tai⁴⁴louŋ⁴⁴,985,chinese_1964:middle:11,chinese_1964
middle,Guangzhou,tʃʊŋ⁵⁵kan⁵⁵,980,chinese_1964:middle:3,chinese_1964
middle,Hefei,tɑ̃²¹²tʂəŋ²¹²,977,chinese_1964:middle:9,chinese_1964
middle,Jinan,taŋ²¹³tʂuŋ²¹³tɕiæ̃r²¹,978,chinese_1964:middle:8,chinese_1964
middle,Kunming,tʂoŋ⁴⁴tɕiɛ⁴⁴,980,chinese_1964:middle:1,chinese_1964
middle,Meixian,tsuŋ⁴⁴sim⁴⁴,982,chinese_1964:middle:7,chinese_1964
middle,Nanchang,tsuŋ⁴²kan⁴²,980,chinese_1964:middle:4,chinese_1964
middle,Nanchang,tɔŋ⁴²tsuŋ⁴²,977,chinese_1964:middle:2,chinese_1964
middle,Shenyang,taŋ³³tɕianr⁴¹,979,chinese_1964:middle:1,chinese_1964
middle,Suzhou,tɒŋ⁴⁴tsoŋ⁴⁴₂₁,977,chinese_1964:middle:2,chinese_1964
middle,Wenzhou,tuɔ⁴⁴tɕyoŋ⁴⁴,977,chinese_1964:middle:1,chinese_1964
middle,Xiamen,tiɔŋ⁵⁵₃₃ῃ⁵⁵,983,chinese_1964:middle:6,chinese_1964
middle,Xian,pfəŋ²¹tɕiæ̃r⁵³,980,chinese_1964:middle:5,chinese_1964
middle,Yangjiang,tʃʊŋ³³kan³³,980,chinese_1964:middle:3,chinese_1964
middle,Yangzhou,tsoŋ³¹kɛ̃³¹,980,chinese_1964:middle:4,chinese_1964
middle,Yangzhou,tɑŋ³¹tsoŋ³¹,977,chinese_1964:middle:2,chinese_1964
we [first person plural inclusive],Beijing,tsan³⁵,225,chinese_1964:we [first person plural inclusive]:2,chinese_1964
we [first person plural inclusive],Changsha,ŋo⁴¹mən⁰,227,chinese_1964:we [first person plural inclusive]:1,chinese_1964
we [first person plural inclusive],Chaozhou,naŋ⁵³,236,chinese_1964:we [first person plural inclusive]:3,chinese_1964
we [first person plural inclusive],Chengdu,ŋo⁵³mən³¹₄₄,227,chinese_1964:we [first person plural inclusive]:1,chinese_1964
we [first person plural inclusive],Fuzhou,naŋ⁵²₄₄ŋa⁴⁴,237,chinese_1964:we [first person plural inclusive]:3,chinese_1964
we [first person plural inclusive],Guangzhou,ŋɔ²³tei²²,231,chinese_1964:we [first person plural inclusive]:4,chinese_1964
we [first person plural inclusive],Hefei,ʊ²⁴mən⁵⁵,227,chinese_1964:we [first person plural inclusive]:1,chinese_1964
we [first person plural inclusive],Jinan,tsæ̃⁴²mẽ⁰,226,chinese_1964:we [first person plural inclusive]:2,chinese_1964
we [first person plural inclusive],Kunming,uo⁵³mə̃³¹₄₄,227,chinese_1964:we [first person plural inclusive]:1,chinese_1964
we [first person plural inclusive],Meixian,ŋai¹²tɛu⁴⁴ȵin¹²,233,chinese_1964:we [first person plural inclusive]:5,chinese_1964
we [first person plural inclusive],Nanchang,ŋɔ²¹³tuŋ⁰,229,chinese_1964:we [first person plural inclusive]:1,chinese_1964
we [first person plural inclusive],Nanchang,ŋɔ²¹³kɔ⁵⁵li⁰,230,chinese_1964:we [first person plural inclusive]:6,chinese_1964
we [first person plural inclusive],Shenyang,ue²¹³₂₁mən⁰,227,chinese_1964:we [first person plural inclusive]:1,chinese_1964
we [first person plural inclusive],Shenyang,tsan³⁵mən⁰,226,chinese_1964:we [first person plural inclusive]:2,chinese_1964
we [first person plural inclusive],Suzhou,ȵi³¹,232,chinese_1964:we [first person plural inclusive]:7,chinese_1964
we [first person plural inclusive],Wenzhou,ῃ²⁴lɛ³¹,228,chinese_1964:we [first person plural inclusive]:8,chinese_1964
we [first person plural inclusive],Xiamen,lan⁵¹,235,chinese_1964:we [first person plural inclusive]:3,chinese_1964
we [first person plural inclusive],Xian,tsæ̃²⁴,225,chinese_1964:we [first person plural inclusive]:2,chinese_1964
we [first person plural inclusive],Yangjiang,ŋɔk²¹,234,chinese_1964:we [first person plural inclusive]:9,chinese_1964
we [first person plural inclusive],Yangzhou,o⁴²məŋ⁰,227,chinese_1964:we [first person plural inclusive]:1,chinese_1964
yesterday,Beijing,tsuo³⁵tʰian⁰,586,chinese_1964:yesterday:3,chinese_1964
yesterday,Beijing,tsuor³⁵,585,chinese_1964:yesterday:2,chinese_1964
yesterday,Changsha,tso²⁴zɿ²⁴,589,chinese_1964:yesterday:1,chinese_1964
yesterday,Chaozhou,tsa³³₂₃zik⁴,597,chinese_1964:yesterday:1,chinese_1964
yesterday,Chengdu,tso³¹tʰian⁴⁴,586,chinese_1964:yesterday:3,chinese_1964
yesterday,Fuzhou,sɔ³¹maŋ⁵²,591,chinese_1964:yesterday:14,chinese_1964
yesterday,Guangzhou,kʰɐm²¹mɐt²,594,chinese_1964:yesterday:13,chinese_1964
yesterday,Guangzhou,tʃʰɐm²¹mɐt²,595,chinese_1964:yesterday:12,chinese_1964
yesterday,Hefei,tsuəʔ⁴kə⁰,587,chinese_1964:yesterday:2,chinese_1964
yesterday,Jinan,tsuə⁴²tʰiæ̃⁰,586,chinese_1964:yesterday:3,chinese_1964
yesterday,Kunming,tʂuo³¹ʐʅ³¹₄₄,589,chinese_1964:yesterday:1,chinese_1964
yesterday,Meixian,tsʰɔk⁴pu⁴⁴ȵit²¹,590,chinese_1964:yesterday:4,chinese_1964
yesterday,Meixian,tsʰiu⁴⁴pu⁴⁴ȵit²¹,593,chinese_1964:yesterday:11,chinese_1964
yesterday,Nanchang,tsʰɔk⁵ȵit⁵,589,chinese_1964:yesterday:4,chinese_1964
yesterday,Shenyang,tsuər³⁵kə⁰,587,chinese_1964:yesterday:2,chinese_1964
yesterday,Suzhou,zoʔ²³ȵiɪʔ²³,589,chinese_1964:yesterday:10,chinese_1964
yesterday,Wenzhou,zo¹²ɦi¹¹,588,chinese_1964:yesterday:9,chinese_1964
yesterday,Xiamen,tsa⁵⁵₃₃lit⁵,596,chinese_1964:yesterday:8,chinese_1964
yesterday,Xian,ie⁴⁵kə⁰,592,chinese_1964:yesterday:7,chinese_1964
yesterday,Yangjiang,tʃɔŋ⁴⁵⁴jɐt⁴⁵⁴,589,chinese_1964:yesterday:6,chinese_1964
yesterday,Yangzhou,tsɑ³⁴kɤɯ⁰,587,chinese_1964:yesterday:5,chinese_1964
the wife,Beijing,ɕi³⁵fur⁰,880,chinese_1964:the wife:5,chinese_1964
the wife,Changsha,tan¹³kʰə²⁴,887,chinese_1964:the wife:13,chinese_1964
the wife,Chaozhou,bou⁵³,891,chinese_1964:the wife:4,chinese_1964
the wife,Chengdu,pʰo¹³ȵiaŋ³¹₄₄,884,chinese_1964:the wife:3,chinese_1964
the wife,Chengdu,ȵy⁵³zən³¹,885,chinese_1964:the wife:2,chinese_1964
the wife,Fuzhou,lau²⁴²₅₂ma³¹,883,chinese_1964:the wife:1,chinese_1964
the wife,Guangzhou,lou²³pʰɔ²¹,881,chinese_1964:the wife:1,chinese_1964
the wife,Hefei,nɔ²⁴pʰʊ⁵⁵,881,chinese_1964:the wife:12,chinese_1964
the wife,Jinan,lau⁵⁵pʰə⁰,881,chinese_1964:the wife:1,chinese_1964
the wife,Kunming,pʰo³¹niã³¹₄₄,884,chinese_1964:the wife:3,chinese_1964
the wife,Meixian,lau³¹pʰɔ¹²,881,chinese_1964:the wife:1,chinese_1964
the wife,Nanchang,lau²¹³pʰɔ²⁴,881,chinese_1964:the wife:1,chinese_1964
the wife,Nanchang,ȵy²¹³kʰak⁰,886,chinese_1964:the wife:11,chinese_1964
the wife,Shenyang,lan²¹³₂₁pʰə⁰,881,chinese_1964:the wife:1,chinese_1964
the wife,Suzhou,ȵy³¹₂₂ȵin²⁴₃₃,885,chinese_1964:the wife:10,chinese_1964
the wife,Suzhou,kɒ⁴⁴tsʮ⁴¹₂₁bu²⁴₂₁,888,chinese_1964:the wife:9,chinese_1964
the wife,Wenzhou,lɜ⁴⁵y⁴⁴,882,chinese_1964:the wife:8,chinese_1964
the wife,Wenzhou,lɜ⁴⁵ȵiaŋ³¹kʰa²³,889,chinese_1964:the wife:7,chinese_1964
the wife,Xiamen,əbɔ⁵¹,891,chinese_1964:the wife:4,chinese_1964
the wife,Xian,ȵy⁵³ʐẽ⁰,885,chinese_1964:the wife:2,chinese_1964
the wife,Yangjiang,lou²¹pʰɔ⁴⁴³,881,chinese_1964:the wife:1,chinese_1964
the wife,Yangzhou,lɔ⁴²pʰo⁰,881,chinese_1964:the wife:1,chinese_1964
the wife,Yangzhou,ly⁴²ləŋ⁰,885,chinese_1964:the wife:2,chinese_1964
the wife,Yangzhou,fɑŋ³⁴kʰəʔ⁴,887,chinese_1964:the wife:6,chinese_1964
the husband,Beijing,nan³⁵ʐən⁰,870,chinese_1964:the husband:1,chinese_1964
the husband,Beijing,ie³⁵mən⁰,874,chinese_1964:the husband:8,chinese_1964
the husband,Changsha,lan¹³zən¹³,870,chinese_1964:the husband:1,chinese_1964
the husband,Chaozhou,aῃ³³,878,chinese_1964:the husband:3,chinese_1964
the husband,Chengdu,nan³¹zən³¹₄₄,870,chinese_1964:the husband:1,chinese_1964
the husband,Fuzhou,touŋ⁵²₃₁muɔ⁴⁴,879,chinese_1964:the husband:9,chinese_1964
the husband,Fuzhou,lau²⁴²₃₁uŋ⁴⁴,877,chinese_1964:the husband:2,chinese_1964
the husband,Guangzhou,lou²³kʊŋ⁵³,877,chinese_1964:the husband:2,chinese_1964
the husband,Hefei,tʂɑ̃⁵³fu⁰,875,chinese_1964:the husband:4,chinese_1964
the husband,Jinan,næ̃⁴²ʐẽ⁰,870,chinese_1964:the husband:1,chinese_1964
the husband,Jinan,næ̃⁴²ti⁰,871,chinese_1964:the husband:5,chinese_1964
the husband,Kunming,nã³¹ʐə̃³¹,870,chinese_1964:the husband:1,chinese_1964
the husband,Meixian,lau³¹kuŋ⁴⁴,877,chinese_1964:the husband:2,chinese_1964
the husband,Nanchang,lau²¹³kuŋ⁰,877,chinese_1964:the husband:2,chinese_1964
the husband,Nanchang,lan⁵⁵kʰak⁰,873,chinese_1964:the husband:6,chinese_1964
the husband,Shenyang,nan³⁵in⁰,870,chinese_1964:the husband:1,chinese_1964
the husband,Suzhou,nø²⁴₂₂ȵin²⁴₃₃,870,chinese_1964:the husband:1,chinese_1964
the husband,Wenzhou,lɜ⁴⁵koŋ⁴⁴,877,chinese_1964:the husband:2,chinese_1964
the husband,Wenzhou,nø³¹tsๅ⁴⁵kʰa²³,872,chinese_1964:the husband:7,chinese_1964
the husband,Xiamen,aῃ⁵⁵,878,chinese_1964:the husband:3,chinese_1964
the husband,Xian,næ̃²⁴ʐẽ⁰,870,chinese_1964:the husband:1,chinese_1964
the husband,Yangjiang,lou²¹kʊŋ³³,877,chinese_1964:the husband:2,chinese_1964
the husband,Yangzhou,lɛ̃³⁴ləŋ⁰,870,chinese_1964:the husband:1,chinese_1964
the husband,Yangzhou,tsɑŋ⁵⁵fu⁰,875,chinese_1964:the husband:4,chinese_1964
big,Beijing,ta⁵¹,53,chinese_1964:big:1,chinese_1964
big,Changsha,tai²¹,53,chinese_1964:big:1,chinese_1964
big,Chaozhou,tua¹¹,53,chinese_1964:big:1,chinese_1964
big,Chengdu,ta¹³,53,chinese_1964:big:1,chinese_1964
big,Fuzhou,tuai²⁴²,53,chinese_1964:big:1,chinese_1964
big,Guangzhou,tai²²,53,chinese_1964:big:1,chinese_1964
big,Hefei,ta⁵³,53,chinese_1964:big:1,chinese_1964
big,Jinan,ta²¹,53,chinese_1964:big:1,chinese_1964
big,Kunming,ta¹³,53,chinese_1964:big:1,chinese_1964
big,Meixian,tʰai⁴²,53,chinese_1964:big:1,chinese_1964
big,Nanchang,tʰai³¹,53,chinese_1964:big:1,chinese_1964
big,Shenyang,ta⁴¹,53,chinese_1964:big:1,chinese_1964
big,Suzhou,dəu³¹,53,chinese_1964:big:1,chinese_1964
big,Wenzhou,du¹¹,53,chinese_1964:big:1,chinese_1964
big,Xiamen,tua³³,53,chinese_1964:big:1,chinese_1964
big,Xian,tɑ⁴⁵,53,chinese_1964:big:1,chinese_1964
big,Yangjiang,tai⁴⁵⁴,53,chinese_1964:big:1,chinese_1964
big,Yangzhou,tɑ⁵⁵,53,chinese_1964:big:1,chinese_1964
long,Beijing,tʂʰaŋ³⁵,453,chinese_1964:long:1,chinese_1964
long,Changsha,tsan¹³,453,chinese_1964:long:1,chinese_1964
long,Chaozhou,tɯῃ⁵⁵,453,chinese_1964:long:1,chinese_1964
long,Chengdu,tsʰaŋ³¹,453,chinese_1964:long:1,chinese_1964
long,Fuzhou,touŋ⁵²,453,chinese_1964:long:1,chinese_1964
long,Guangzhou,tʃʰœŋ²¹,453,chinese_1964:long:1,chinese_1964
long,Hefei,tʂʰɑ̃⁵⁵,453,chinese_1964:long:1,chinese_1964
long,Jinan,tʂʰaŋ⁴²,453,chinese_1964:long:1,chinese_1964
long,Kunming,tʂʰã³¹,453,chinese_1964:long:1,chinese_1964
long,Meixian,tsʰɔŋ¹²,453,chinese_1964:long:1,chinese_1964
long,Nanchang,tsʰɔŋ²⁴,453,chinese_1964:long:1,chinese_1964
long,Shenyang,tsʰaŋ³⁵,453,chinese_1964:long:1,chinese_1964
long,Suzhou,zaŋ²⁴,453,chinese_1964:long:1,chinese_1964
long,Wenzhou,dʑi³¹,453,chinese_1964:long:1,chinese_1964
long,Xiamen,tῃ²⁴,453,chinese_1964:long:1,chinese_1964
long,Xian,tʂʰɑŋ²⁴,453,chinese_1964:long:1,chinese_1964
long,Yangjiang,tʃʰiɛŋ⁴⁴³,453,chinese_1964:long:1,chinese_1964
long,Yangzhou,tsʰɑŋ³⁴,453,chinese_1964:long:1,chinese_1964
the tongue,Beijing,ʂə³⁵tʰou⁰,681,chinese_1964:the tongue:1,chinese_1964
the tongue,Changsha,sə²⁴tsɿ⁰,682,chinese_1964:the tongue:1,chinese_1964
the tongue,Chaozhou,tsiʔ⁴,680,chinese_1964:the tongue:2,chinese_1964
the tongue,Chengdu,se³¹tʰər³¹₄₄,681,chinese_1964:the tongue:1,chinese_1964
the tongue,Fuzhou,tsʰui²¹³₄₄lieʔ⁴,686,chinese_1964:the tongue:2,chinese_1964
the tongue,Guangzhou,lei²²,685,chinese_1964:the tongue:3,chinese_1964
the tongue,Hefei,ʂɐʔ⁴tʰɯ⁰,681,chinese_1964:the tongue:1,chinese_1964
the tongue,Jinan,ʂə⁴²tʰou⁰,681,chinese_1964:the tongue:1,chinese_1964
