concept,doculect,counterpart,cc,inferredCC,db
blood,Liangmai,tazai,487,st:blood:1,st
blood,Lijiang-Naxi,sa³³,487,st:blood:1,st
blood,Limbu,maːkhi,487,st:blood:8,st
blood,Lushai,thi,487,st:blood:2,st
blood,Lüsu,ṣu³⁵,487,st:blood:1,st
blood,Manu,si⁴⁴,487,st:blood:1,st
blood,Motuo-M,ji,487,st:blood:3,st
blood,N-Qiang,sa,487,st:blood:1,st
blood,Namuzi,sɛ³³,487,st:blood:1,st
blood,Ninglang-Naxi,se⁵⁵,487,st:blood:1,st
blood,Nusu,sui⁵⁵_BUR,77,st:blood:1,st
blood,Old Chinese,su̯hīt,487,st:blood:1,st
blood,Pa'O,swi³³,487,st:blood:1,st
blood,Padam,i-yi,487,st:blood:3,st
blood,Quueyu,si⁵⁵,487,st:blood:1,st
blood,Rawang,сłer,487,st:blood:9,st
blood,Rourou,śyi³¹,487,st:blood:1,st
blood,Serdukpen,ha,487,st:blood:4,st
blood,Sgaw,ṭwĩʔ⁵³,487,st:blood:2,st
blood,Shixing,sɛ⁵⁵,487,st:blood:1,st
blood,Tangkul,aši,487,st:blood:1,st
blood,Tujia,mie²,1270,st:blood:10,st
blood,W. Kayah,ćui¹¹,487,st:blood:3,st
blood,Written Tibetan,khrag,686,st:blood:4,st
blood,Xiaxe Tibetan,ćhaχ,686,st:blood:4,st
blood,Yeinbaw,ʃwi¹¹,487,st:blood:1,st
blood,Yintale,ṣwei³³,487,st:blood:1,st
blood,Zeme,hezai,487,st:blood:1,st
blood,Zhaba,sui²¹,487,st:blood:1,st
warm,Alike Tibetan,ćo_ɣə,1010,st:warm:9,st
warm,Apatari,gùbú,1290,st:warm:3,st
warm,Batang Tibetan,ćo¹³_bo⁵³,1010,st:warm:3,st
warm,Beijing,nuǎnxuo,811,st:warm:5,st
warm,Bodo,duŋloʔb,1029,st:warm:10,st
warm,Bokar,yiː_po,1090,st:warm:11,st
warm,Bola,lam⁵⁵,422,st:warm:1,st
warm,Burmese,nweː,811,st:warm:12,st
warm,Dhimal,boboka,1125,st:warm:13,st
warm,Dulong,lɨm⁵³,422,st:warm:1,st
warm,Ersu,cha⁵⁵_cha⁵⁵,176,st:warm:4,st
warm,Fuzhou,nuoŋ³³_xuo⁵²,811,st:warm:5,st
warm,Garo,diŋ-a,1029,st:warm:14,st
warm,Geba,ʔək̯o²²_k̯o²²,422,st:warm:15,st
warm,Geker,k̯əɨʔ⁵³_la²²,422,st:warm:8,st
warm,Guiqiong,jo³⁵,1011,st:warm:16,st
warm,Gurung,laː¹-la,422,st:warm:2,st
warm,Hakka,non¹,811,st:warm:6,st
warm,Hill-Miri,og,1290,st:warm:17,st
warm,Hmar,lum,422,st:warm:1,st
warm,Horpa,xcɛ,176,st:warm:18,st
warm,Idu,loŋ²,422,st:warm:6,st
warm,Jingpo,lum³³,422,st:warm:1,st
warm,Jinuo,ło⁴²_khə⁴²,422,st:warm:19,st
warm,Jirel,ṭhom_L¹mu_L¹_E,1010,st:warm:20,st
warm,Kaike,mhummɔ,1160,st:warm:21,st
warm,Khaling,hɔynpɛ_L,1134,st:warm:22,st
warm,Lepcha,ă,1220,st:warm:2,st
warm,Lhasa Tibetan,ćho¹³_po⁵⁵,1010,st:warm:3,st
warm,Lhota,elama,422,st:warm:1,st
warm,Lijiang-Naxi,lv³¹_fv⁵⁵,422,st:warm:23,st
warm,Limbu,mɔkmaʔ,1160,st:warm:24,st
warm,Lushai,lum,422,st:warm:1,st
warm,Lüsu,mæ³³nphi⁵⁵_m,176,st:warm:25,st
warm,Manu,lạ¹¹,422,st:warm:2,st
warm,Motuo-M,gom_bo,1290,st:warm:3,st
warm,N-Qiang,ṣća_lə,176,st:warm:2,st
warm,Ninglang-Naxi,chɨ³³,176,st:warm:4,st
warm,Nusu,lɔ³⁵_ńɛr³⁵,422,st:warm:6,st
warm,Old Chinese,ʔūn,1320,st:warm:26,st
warm,Pa'O,lom²²²²,422,st:warm:1,st
warm,Padam,i-ga,1290,st:warm:27,st
warm,Quueyu,ły⁵⁵_ły³³,422,st:warm:7,st
warm,Rawang,lim,422,st:warm:1,st
warm,Rourou,læ³³,422,st:warm:2,st
warm,Sgaw,k̯o⁴⁴_lə³³,422,st:warm:7,st
warm,Sherpa,chandi_LR,1446,st:warm:4,st
warm,Shixing,ji⁵⁵,1011,st:warm:28,st
warm,Tujia,lo¹_xo¹_xui¹,422,st:warm:29,st
warm,W. Kayah,lẹ¹¹,422,st:warm:2,st
warm,Written Tibetan,dron__po,1446,st:warm:3,st
warm,Xiaxe Tibetan,ćo_mbo,1010,st:warm:3,st
warm,Yeinbaw,lạ³³,422,st:warm:2,st
warm,Yintale,la¹¹,422,st:warm:2,st
warm,Zhaba,lum⁵⁵,422,st:warm:1,st
water,Alike Tibetan,ćhə,230,st:water:1,st
water,Ao-Chungli,tzɨ,202,st:water:2,st
water,Ao-Mongsen,acɨ,202,st:water:1,st
water,Apatari,yesi,202,st:water:2,st
water,Batang Tibetan,ćhö⁵⁵,230,st:water:1,st
water,Beijing,shǔi,1549,st:water:1,st
water,Bodo,dəj,1549,st:water:1,st
water,Bokar,i_ši,202,st:water:2,st
water,Bola,ɣəi⁵⁵,1428,st:water:4,st
water,Burmese,re,1428,st:water:5,st
water,Dhimal,ci,202,st:water:1,st
water,Dimasa,di,1549,st:water:1,st
water,Dulong,ŋaːŋ⁵⁵,1144,st:water:6,st
water,Ersu,dʒo⁵⁵,202,st:water:1,st
water,Fuzhou,cui⁵²,1549,st:water:1,st
water,Garo,ci,1549,st:water:1,st
water,Geba,tʃi⁴⁴,1549,st:water:1,st
water,Geker,shɣɨ⁵⁵,1549,st:water:4,st
water,Guiqiong,tʃɨ⁵³,202,st:water:1,st
water,Gurung,kyu²,691,st:water:3,st
water,Hakka,se³,1549,st:water:2,st
water,Hill-Miri,isi,202,st:water:2,st
water,Hmar,tui,1549,st:water:1,st
water,Horpa,ɣre,1428,st:water:5,st
water,Idu,ma¹_ći¹,202,st:water:1,st
water,Jingpo,n³¹_ci̲n³³,155,st:water:6,st
water,Jinuo,e⁴²_tʃho⁵⁵,1428,st:water:1,st
water,Jirel,čhu_T²,230,st:water:1,st
water,Kaike,ṭyu,1549,st:water:1,st
water,Khaling,ku_L,691,st:water:3,st
water,Kulung,kawa,691,st:water:10,st
water,Lepcha,uŋ,483,st:water:3,st
water,Lhasa Tibetan,ćhu⁵⁵,230,st:water:1,st
water,Lhota,oːchhɨ,202,st:water:1,st
water,Liangmai,taduih,202,st:water:1,st
water,Lijiang-Naxi,nʒ́i³¹,1428,st:water:2,st
water,Limbu,cwaʔl,230,st:water:9,st
water,Lushai,tui,1549,st:water:1,st
water,Lüsu,ʒ̣u³⁵,202,st:water:2,st
water,Manu,ʃhi¹¹,1549,st:water:2,st
water,Motuo-M,ri,1428,st:water:5,st
water,N-Qiang,cə,202,st:water:1,st
water,Namuzi,nʒ̣ɨ⁵⁵,202,st:water:2,st
water,Ninglang-Naxi,ʒ́i³¹,1428,st:water:2,st
water,Nusu,jri³¹_gra⁵³,1428,st:water:8,st
water,Old Chinese,tujʔ,1549,st:water:1,st
water,Pa'O,thi²²¹¹,1549,st:water:1,st
water,Padam,a-ši,202,st:water:2,st
water,Quueyu,ʒi¹³,1428,st:water:2,st
water,Rawang,thi,1549,st:water:1,st
water,Rourou,ɣæ³³,1428,st:water:4,st
water,Serdukpen,kho,691,st:water:3,st
water,Sgaw,thi⁴⁴,1549,st:water:1,st
water,Sherpa,chuHR,230,st:water:1,st
water,Shixing,ʒ́ɛ⁵⁵,202,st:water:2,st
water,Tangkul,tara,1428,st:water:7,st
water,Tujia,chie⁴,202,st:water:1,st
water,W. Kayah,thie³³,1549,st:water:1,st
water,Written Tibetan,ćhu,230,st:water:1,st
water,Xiaxe Tibetan,ćhə,230,st:water:1,st
water,Yeinbaw,ʃhɨ⁵⁵,1549,st:water:2,st
water,Yintale,thɛ⁵⁵,1549,st:water:1,st
water,Zeme,hedui,202,st:water:1,st
water,Zhaba,i²¹_tʃa̲m²¹,1428,st:water:1,st
we,Alike Tibetan,ŋu_L²ruŋ_T¹,616,st:we:2,st
we,Alike Tibetan,ŋə_ćho,1012,st:we:5,st
we,Ao-Chungli,ikhala,770,st:we:14,st
we,Ao-Mongsen,akhrumei,1433,st:we:36,st
we,Ao-Mongsen,ikhala,1332,st:we:14,st
we,Apatari,ŋolu,616,st:we:2,st
we,Apatari,ŋúnu,1332,st:we:2,st
we,Batang Tibetan,ʔo_ćho,616,st:we:5,st
we,Beijing,wǒmen,616,st:we:18,st
we,Bodo,ʒinisi,765,st:we:15,st
we,Bokar,ŋul,616,st:we:2,st
we,Bokar,ŋoːlu,1332,st:we:2,st
we,Bola,ŋa³³_dɨ³¹,812,st:we:3,st
we,Bola,ŋă⁵⁵_maʔ³¹,616,st:we:8,st
we,Burmese,ŋɔ̆³¹_na̲uŋ⁵⁵,616,st:we:17,st
we,Burmese,ŋa_tui,616,st:we:3,st
we,Dhimal,ŋ¹_ću³,616,st:we:3,st
we,Dimasa,ciŋa,765,st:we:7,st
we,Dulong,qa³¹_thya⁵⁵,812,st:we:35,st
we,Ersu,an⁵⁵_the³³,812,st:we:10,st
we,Ersu,a⁵⁵_rɨ⁵⁵,770,st:we:1,st
we,Fuzhou,ŋuai⁵⁵,616,st:we:34,st
we,Garo,ciŋ,765,st:we:7,st
we,Geba,p̯wa³³,1242,st:we:4,st
we,Geker,p̯aː³³,1242,st:we:4,st
we,Guiqiong,a⁵⁵_rɨ⁵⁵,884,st:we:1,st
we,Guiqiong,ŋɔ³³_zi⁵⁵,616,st:we:6,st
we,Gurung,ńiː¹,770,st:we:13,st
we,Hakka,ŋai²_deu²,616,st:we:3,st
we,Hill-Miri,ŋoːlu,616,st:we:2,st
we,Hill-Miri,ŋu-lu,1332,st:we:2,st
we,Hmar,eiuh,770,st:we:16,st
we,Horpa,ŋâ⁵⁵_rɛ̃⁵⁵,884,st:we:1,st
we,Idu,ŋa-ŋi,616,st:we:9,st
we,Jingpo,eikhoi,770,st:we:19,st
we,Jinuo,ŋo³³_pe³³,616,st:we:6,st
we,Jinuo,ŋa⁵⁵_vu³³,616,st:we:1,st
we,Jirel,ŋyokon_LF,616,st:we:11,st
we,Jirel,ŋu_L²ruŋ_T¹,1433,st:we:2,st
we,Kaike,ŋa_tui,812,st:we:3,st
we,Khaling,iŋki,616,st:we:20,st
we,Kulung,ok_L,616,st:we:21,st
we,Lepcha,kin¹,616,st:we:12,st
we,Lhasa Tibetan,ŋöy¹³,616,st:we:22,st
we,Lhasa Tibetan,ŋa¹³_cho⁵⁵,1012,st:we:1,st
we,Lhota,hiri,770,st:we:23,st
we,Lijiang-Naxi,ńə³³_sɨ³³_kv,616,st:we:6,st
we,Limbu,kaniŋ,616,st:we:12,st
we,Lushai,kanmah,616,st:we:8,st
we,Lüsu,ŋa³³_chə³¹_T,79,st:we:3,st
we,Lüsu,an⁵⁵_the³³,770,st:we:10,st
we,Manu,pạ¹¹,1242,st:we:4,st
we,Motuo-M,goA_pukiA,616,st:we:24,st
we,N-Qiang,ŋɨ⁵⁵_ŋɨ⁵³,616,st:we:9,st
we,N-Qiang,cə_χa,765,st:we:25,st
we,Namuzi,ŋɔ³³_zi⁵⁵,884,st:we:6,st
we,Namuzi,ŋa⁵⁵_χo³³,616,st:we:1,st
we,Ninglang-Naxi,ŋa⁵⁵_vu³³,1016,st:we:1,st
we,Nusu,a³¹_źɨ³³,770,st:we:26,st
we,Old Chinese,ŋhājʔ,616,st:we:8,st
we,Old Chinese,Ła,1332,st:we:27,st
we,Pa'O,ni⁴⁴²²,616,st:we:13,st
we,Padam,ŋo-lu,1332,st:we:2,st
we,Quueyu,ŋɛ_ńɨ,616,st:we:9,st
we,Rawang,iŋ⁵⁵,616,st:we:7,st
we,Rourou,ŋa³⁵_dɨ³¹,616,st:we:3,st
we,Serdukpen,gə¹_ɣəń¹,616,st:we:28,st
we,Sgaw,p̯əwe⁴⁴,1016,st:we:4,st
we,Sherpa,ŋa³⁵_raʔ⁵³,616,st:we:8,st
we,Sherpa,ŋyokon_LF,1014,st:we:11,st
we,Shixing,ŋa⁵⁵_χo³³,1013,st:we:1,st
we,Shixing,ŋâ⁵⁵_rɛ̃⁵⁵,616,st:we:1,st
we,Tangkul,enni,616,st:we:29,st
we,Tujia,ka-yu,616,st:we:30,st
we,W. Kayah,pɛ̣¹¹,1242,st:we:4,st
we,Written Tibetan,ŋa¹³_cho⁵⁵,616,st:we:1,st
we,Written Tibetan,ŋa_cho,1012,st:we:5,st
we,Xiaxe Tibetan,ŋə_ćho,616,st:we:5,st
we,Xiaxe Tibetan,ʔo_ćho,1012,st:we:5,st
we,Yeinbaw,pṿ¹¹,1242,st:we:31,st
we,Yintale,hɛ⁵⁵_thɔ⁵⁵_ph,1242,st:we:32,st
we,Zeme,aliu,1332,st:we:33,st
we,Zhaba,ŋɔ⁵⁵_tuʔ³¹,812,st:we:3,st
we,Zhaba,ŋa⁵⁵_moʔ⁵⁵,616,st:we:1,st
what,Alike Tibetan,ćhə_zuk,815,st:what:11,st
what,Ao-Chungli,kechi,815,st:what:8,st
what,Ao-Mongsen,chiba,815,st:what:6,st
what,Apatari,nɨ,1387,st:what:5,st
what,Batang Tibetan,ćhi⁵³,815,st:what:2,st
what,Beijing,shemma,1545,st:what:9,st
what,Bodo,maʔ,813,st:what:1,st
what,Bokar,ɦeːko,1387,st:what:15,st
what,Bokar,ɦeːko,654,st:what:33,st
what,Bola,pɛ̲⁵⁵_tʃuŋ³¹,855,st:what:34,st
what,Bola,pɛ̲⁵⁵_tʃuŋ³¹,815,st:what:35,st
what,Burmese,ba,855,st:what:6,st
what,Dhimal,hai,654,st:what:1,st
what,Dimasa,sumu,813,st:what:7,st
what,Dulong,taŋ⁵³,1545,st:what:1,st
what,Ersu,a³³_ntɛ⁵⁵,1545,st:what:3,st
what,Fuzhou,ϑieŋ⁵²_nok²³,1545,st:what:36,st
what,Garo,mai,813,st:what:1,st
what,Geba,t̯a²²_nɛ²²,1387,st:what:37,st
what,Geba,t̯a²²_nɛ²²,1545,st:what:1,st
what,Geker,t̯əra⁵⁵_mi³¹,1440,st:what:38,st
what,Geker,t̯əra⁵⁵_mi³¹,1545,st:what:39,st
what,Guiqiong,ćö⁵⁵,815,st:what:14,st
what,Gurung,to²,1545,st:what:2,st
what,Hakka,mak⁵_ge⁴,813,st:what:40,st
what,Hill-Miri,yo,1387,st:what:41,st
what,Horpa,a_ćhə,815,st:what:16,st
what,Idu,ka¹_di¹,1545,st:what:8,st
what,Jingpo,pha³³,855,st:what:6,st
what,Jinuo,khɔ⁴⁴_tʃə³³,815,st:what:17,st
what,Jirel,či_T²,815,st:what:2,st
what,Kaike,ṭɔi,1545,st:what:2,st
what,Khaling,maŋH,813,st:what:1,st
what,Kulung,sa,307,st:what:12,st
what,Lepcha,šu,307,st:what:7,st
what,Lhasa Tibetan,kha¹³_re³⁵,654,st:what:8,st
what,Lhota,ntio,1545,st:what:4,st
what,Liangmai,nde,1545,st:what:4,st
what,Lijiang-Naxi,ə³¹_cɨ³³,815,st:what:3,st
what,Limbu,hɛn,654,st:what:10,st
what,Lushai,ze-ŋe,1387,st:what:18,st
what,Lushai,eːŋ,654,st:what:10,st
what,Lüsu,hæ³³_ne⁵³,654,st:what:10,st
what,Manu,me⁴⁴_te¹¹_te,1545,st:what:19,st
what,Manu,me⁴⁴_te¹¹_te,813,st:what:20,st
what,Motuo-M,haŋ,654,st:what:1,st
what,N-Qiang,ńi_ka,1387,st:what:5,st
what,Namuzi,fu⁵⁵,855,st:what:21,st
what,Ninglang-Naxi,a³³_co³³,815,st:what:3,st
what,Nusu,ćhu³¹_ma³¹,815,st:what:9,st
what,Old Chinese,ghāj,654,st:what:22,st
what,Pa'O,thə²²_maj²²²,1545,st:what:23,st
what,Pa'O,thə²²_maj²²²,813,st:what:9,st
what,Padam,in-ko,1387,st:what:24,st
what,Padam,in-ko,654,st:what:25,st
what,Quueyu,ndie¹³,1545,st:what:4,st
what,Rawang,ra_wa,1440,st:what:26,st
what,Rourou,sẽ⁵⁵_źã³⁵,307,st:what:12,st
what,Serdukpen,mu,813,st:what:7,st
what,Sgaw,mənɨ³³_lɛ̃ʔ⁵³,1440,st:what:27,st
what,Sgaw,nɨ³³_,1387,st:what:5,st
what,Sherpa,kaŋ_LH,654,st:what:1,st
what,Shixing,ćhi³³_pɛi⁵³,815,st:what:13,st
what,Tangkul,khikhala,654,st:what:28,st
what,Tujia,ćhie²_ći⁴,815,st:what:13,st
what,W. Kayah,ti³³_te³³,1545,st:what:3,st
what,Written Tibetan,gaŋ,654,st:what:1,st
what,Written Tibetan,ći,815,st:what:2,st
what,Xiaxe Tibetan,ćhə_zəχ,815,st:what:11,st
what,Yeinbaw,trị⁵⁵,1440,st:what:29,st
what,Yeinbaw,trị⁵⁵,1545,st:what:30,st
what,Yintale,ʔeŋ³³_tə¹¹_ga,1545,st:what:31,st
what,Zeme,ndaikeu,1545,st:what:4,st
what,Zhaba,xai⁵¹pi³¹_si,855,st:what:32,st
white,Alike Tibetan,ka_ro,529,st:white:2,st
white,Ao-Chungli,temesoŋ,201,st:white:7,st
white,Ao-Mongsen,tɨmesoŋ,201,st:white:7,st
white,Apatari,púlu,1343,st:white:1,st
white,Batang Tibetan,ka⁵⁵_ka³⁵,529,st:white:4,st
white,Beijing,bái,1168,st:white:3,st
white,Bodo,puʔr,1208,st:white:1,st
white,Bokar,puŋ_lu,1343,st:white:1,st
white,Bola,phju⁵⁵,912,st:white:1,st
white,Burmese,phru,912,st:white:1,st
white,Dhimal,ʒeka,529,st:white:12,st
white,Dimasa,guphu,1168,st:white:1,st
white,Dulong,mɔːŋ⁵⁵,1017,st:white:10,st
white,Ersu,ər⁵⁵,1208,st:white:13,st
white,Fuzhou,pak⁵,1168,st:white:3,st
white,Garo,gibok,1168,st:white:3,st
white,Geba,b̄oʔ⁵³_ṭa⁴⁴,1208,st:white:5,st
white,Geker,b̄əɨ⁵⁵,1208,st:white:3,st
white,Guiqiong,ṣɔ̃⁵⁵_ma⁵⁵,882,st:white:14,st
white,Gurung,taːr¹_TIB,80,st:white:11,st
white,Hill-Miri,pulu,1343,st:white:1,st
white,Hmar,ŋo,634,st:white:9,st
white,Horpa,_phru,882,st:white:1,st
white,Idu,lio⁴,413,st:white:8,st
white,Jingpo,phʒo³¹,912,st:white:1,st
white,Jinuo,a³³_phru⁴⁴_lu,912,st:white:1,st
white,Jirel,kar_L²mu_T¹,529,st:white:2,st
white,Kaike,palmɔ,1208,st:white:15,st
white,Khaling,bubum_L,1168,st:white:1,st
white,Kulung,lɔː,413,st:white:8,st
white,Lepcha,dum,1221,st:white:16,st
white,Lhasa Tibetan,kaː³⁵_po³⁵,529,st:white:2,st
white,Lhota,emhua,529,st:white:17,st
white,Liangmai,kakabu,529,st:white:4,st
white,Lijiang-Naxi,phər³¹,912,st:white:1,st
white,Limbu,kubhɔra__<_ph,1168,st:white:18,st
white,Lushai,ŋo,634,st:white:9,st
white,Lüsu,de³³_lü⁵³,882,st:white:19,st
white,Manu,bo⁴⁴,1208,st:white:5,st
white,Motuo-M,ba_liŋ_mi,1208,st:white:20,st
white,N-Qiang,phi,882,st:white:1,st
white,Namuzi,phu⁵⁵_lu⁵⁵,882,st:white:1,st
white,Ninglang-Naxi,phv³³,912,st:white:1,st
white,Nusu,ba³¹,1208,st:white:3,st
white,Old Chinese,bāk_,1168,st:white:3,st
white,Pa'O,ʔa¹¹_bwa²²¹¹,1208,st:white:4,st
white,Padam,pun,1343,st:white:1,st
white,Padam,ya-šiŋ,201,st:white:6,st
white,Quueyu,pṭho⁵⁵_pṭho,882,st:white:21,st
white,Rawang,moŋ,1017,st:white:10,st
white,Rourou,phu³³,1168,st:white:1,st
white,Serdukpen,azẽ,1437,st:white:6,st
white,Sgaw,ʔəwa⁴⁴,1208,st:white:4,st
white,Sherpa,karwuHF,529,st:white:2,st
white,Shixing,phu³³,882,st:white:1,st
white,Tangkul,kachar,161,st:white:11,st
white,Tujia,a⁴_si⁴,150,st:white:6,st
white,W. Kayah,bu³³,1208,st:white:5,st
white,Written Tibetan,dkar_po,529,st:white:2,st
white,Xiaxe Tibetan,ka_ro,529,st:white:2,st
white,Yeinbaw,bo⁴⁴,1208,st:white:5,st
white,Yintale,ʔa¹¹_bu³⁵,1208,st:white:4,st
white,Zeme,kehabe,529,st:white:4,st
white,Zhaba,phju⁵¹,912,st:white:1,st
who,Alike Tibetan,sə,308,st:who:1,st
who,Ao-Chungli,šiba,308,st:who:6,st
who,Ao-Mongsen,šiba,308,st:who:6,st
who,Apatari,hu,1388,st:who:1,st
who,Batang Tibetan,sö⁵³,308,st:who:1,st
who,Beijing,shúi,1546,st:who:1,st
who,Bodo,sər,308,st:who:1,st
who,Bokar,ɦɨː,1388,st:who:1,st
who,Bola,khak⁵⁵,655,st:who:2,st
who,Burmese,baj_su,308,st:who:1,st
who,Dhimal,hasu,308,st:who:1,st
who,Dimasa,sere,308,st:who:1,st
who,Dulong,a³¹_mi⁵⁵,119,st:who:25,st
who,Ersu,sɛ⁵⁵,308,st:who:1,st
who,Fuzhou,tak³_nöüŋ²⁴,1546,st:who:26,st
who,Garo,sa,308,st:who:1,st
who,Geba,p̯wɛ³³,856,st:who:3,st
who,Geker,pa⁴⁴_pra̯a³¹,856,st:who:8,st
who,Guiqiong,sö⁵⁵,308,st:who:1,st
who,Gurung,khab¹,655,st:who:2,st
who,Hakka,man³_ŋin²,110,st:who:27,st
who,Hill-Miri,yi,1388,st:who:7,st
who,Horpa,shə,308,st:who:1,st
who,Idu,ʔi¹_si¹,308,st:who:3,st
who,Jingpo,kə³¹_tai³³,1546,st:who:9,st
who,Jinuo,khɔ³³_su⁴⁴,308,st:who:2,st
who,Jirel,su_T²,308,st:who:1,st
who,Kaike,sušaŋ,308,st:who:1,st
who,Khaling,süH,308,st:who:1,st
who,Kulung,as-e,308,st:who:1,st
who,Lepcha,šu,308,st:who:1,st
who,Lhasa Tibetan,su⁵⁵,308,st:who:1,st
who,Lhota,oːcho,308,st:who:5,st
who,Liangmai,ocho,308,st:who:5,st
who,Lijiang-Naxi,ə³³_ne³¹,1388,st:who:10,st
who,Limbu,eːlle,655,st:who:11,st
who,Lushai,tu-ŋe,1546,st:who:12,st
who,Lüsu,se⁵³,308,st:who:1,st
who,Manu,mõ³³_pe¹¹ã,856,st:who:13,st
who,Manu,mõ³³_pe¹¹ã,814,st:who:3,st
who,Motuo-M,ʔi_bi,856,st:who:3,st
who,N-Qiang,sə,308,st:who:1,st
who,Namuzi,khi⁵⁵,655,st:who:2,st
who,Ninglang-Naxi,ni³¹_ńa⁵⁵,1388,st:who:4,st
who,Nusu,khe³¹,655,st:who:2,st
who,Old Chinese,duj,1546,st:who:14,st
who,Pa'O,pa¹¹_maj²²²²,856,st:who:15,st
