concept,doculect,counterpart,cc,inferredCC,db
ABOVE,Nyamal,kankaɭa,34,pn:ABOVE:1,pn
ABOVE,Nyangumarta,kanka,34,pn:ABOVE:1,pn
ABOVE,Nyunga,jeaɹeɹ,1,pn:ABOVE:22,pn
ABOVE,Panytyima,kankala,34,pn:ABOVE:1,pn
ABOVE,Pitjantjatjara,katu,55,pn:ABOVE:23,pn
ABOVE,Pitta Pitta,jakiɭi_ŋalpa,40,pn:ABOVE:24,pn
ABOVE,Ritarungo,garwaɹ,56,pn:ABOVE:2,pn
ABOVE,Sydney,buɹawa,27,pn:ABOVE:25,pn
ABOVE,Sydney,buɹawɔ,1,pn:ABOVE:26,pn
ABOVE,Wagaya,jupantu,33,pn:ABOVE:27,pn
ABOVE,Wagaya,kinkaɭ,33,pn:ABOVE:1,pn
ABOVE,Wagaya,cemantuɹu,33,pn:ABOVE:28,pn
ABOVE,Wanman,kankaɳi,34,pn:ABOVE:1,pn
ABOVE,Wariyangga,jiraɹa,1,pn:ABOVE:3,pn
ABOVE,Warlpiri,kankaɭaɳi,34,pn:ABOVE:1,pn
ABOVE,Warumungu,aʈtinci,19,pn:ABOVE:29,pn
ABOVE,Wathawurrung,kobaŋi,47,pn:ABOVE:30,pn
ABOVE,Wathawurrung,kombaba,47,pn:ABOVE:31,pn
ABOVE,Wik-Mungkan,woɲam,1,pn:ABOVE:32,pn
ABOVE,Wiradhuri,birabaŋ,30,pn:ABOVE:33,pn
ABOVE,Wirangu-Nauo,gaɖidja,22,pn:ABOVE:34,pn
ABOVE,Yan-nhangu,gaɳgija,1,pn:ABOVE:35,pn
ABOVE,Yandruwandha,t̪alka,28,pn:ABOVE:36,pn
ABOVE,Yandruwandha,kanra,28,pn:ABOVE:4,pn
ABOVE,Yawarawarga,datca,39,pn:ABOVE:37,pn
ABOVE,Yindjibarndi,kankaɭa,34,pn:ABOVE:1,pn
ABOVE,Yorta Yorta,pukut,14,pn:ABOVE:38,pn
ABOVE,Yugambeh-Bandjalang,waj,42,pn:ABOVE:39,pn
ABOVE,Yulparitja,kankaɳiŋuɹu,34,pn:ABOVE:1,pn
ABOVE,Yuwaalaraay,ŋaribaːgili,26,pn:ABOVE:40,pn
BIRD,Adnyamathanha,kuɹukuku,1012,pn:BIRD:10,pn
BIRD,Alyawarr,t̪ip_iŋweɹekiŋweɹ,1022,pn:BIRD:14,pn
BIRD,Arabana,paja,1024,pn:BIRD:1,pn
BIRD,Banggarla,iʈa,1012,pn:BIRD:11,pn
BIRD,Bayungu,kaɭuɳkabaca,1046,pn:BIRD:15,pn
BIRD,Dhalandji,karbaɹa,1047,pn:BIRD:16,pn
BIRD,Dhangu,dcikaj,1016,pn:BIRD:4,pn
BIRD,Dhargari,walaŋu,1045,pn:BIRD:3,pn
BIRD,Dhuwal,d̪amin,1028,pn:BIRD:49,pn
BIRD,Dieri,paja,1024,pn:BIRD:1,pn
BIRD,Djinang,majpal_wajkiɳiŋi,1019,pn:BIRD:50,pn
BIRD,Djiwarli,walaŋu,1045,pn:BIRD:3,pn
BIRD,Dyaabugay,diwidiwi,1052,pn:BIRD:17,pn
BIRD,Gamilaraay,d̪igaɹaː,1025,pn:BIRD:9,pn
BIRD,Gamilaraay,budjeɹ,1034,pn:BIRD:18,pn
BIRD,Gupapuyngu,dcikaj,1016,pn:BIRD:4,pn
BIRD,Gurdjar,eːɲ,1063,pn:BIRD:19,pn
BIRD,Gurdjar,eːɲ_maːɹkalim,1063,pn:BIRD:20,pn
BIRD,Gurindji,culak,1017,pn:BIRD:2,pn
BIRD,Guyani,ditɹa,1030,pn:BIRD:51,pn
BIRD,Jaru,cijiga,1034,pn:BIRD:52,pn
BIRD,Kala Lagaw Ya,guɹuɹu,1018,pn:BIRD:21,pn
BIRD,Kalkutung,uɭuːkuɹu,1014,pn:BIRD:22,pn
BIRD,Karadjeri,bandalmada,1040,pn:BIRD:12,pn
BIRD,Kartujarra,cukicuki,1038,pn:BIRD:6,pn
BIRD,Kaurna,paripaɹu,1026,pn:BIRD:13,pn
BIRD,Kukatja,turu,1013,pn:BIRD:5,pn
BIRD,Kuku-Yalanji,ciwaj,1021,pn:BIRD:4,pn
BIRD,Kumbainggar,ciːbiɲ,1011,pn:BIRD:23,pn
BIRD,Lower Riverland,məam,1053,pn:BIRD:24,pn
BIRD,Margany,baja,1024,pn:BIRD:1,pn
BIRD,Martu Wangka,piluɳpa,1039,pn:BIRD:53,pn
BIRD,Mudburra,culaka,1017,pn:BIRD:2,pn
BIRD,Muruwari,tcukitcuki,1038,pn:BIRD:6,pn
BIRD,Narrinyeri,puldca,1031,pn:BIRD:25,pn
BIRD,Ngaanyatjarra,tcitaʈi,1012,pn:BIRD:26,pn
BIRD,Ngamini,paja,1024,pn:BIRD:1,pn
BIRD,Ngarinman,cuɭag,1017,pn:BIRD:2,pn
BIRD,Ngarluma,muɭa,1077,pn:BIRD:27,pn
BIRD,Ngura,maraŋa,1043,pn:BIRD:28,pn
BIRD,Northern Coastal Nyangumarta,wiɹucaʈiɲ,1071,pn:BIRD:7,pn
BIRD,Nyamal,wirucaʈiɲ,1,pn:BIRD:7,pn
BIRD,Nyangumarta,kaparku,1051,pn:BIRD:29,pn
BIRD,Nyunga,keaɖ,1023,pn:BIRD:30,pn
BIRD,Paakantyi,biŋgu,1,pn:BIRD:31,pn
BIRD,Panytyima,kaki,1064,pn:BIRD:32,pn
BIRD,Pitjantjatjara,culpu,1015,pn:BIRD:8,pn
BIRD,Pitta Pitta,paja,1024,pn:BIRD:1,pn
BIRD,Sydney,bilikin,1036,pn:BIRD:33,pn
BIRD,Sydney,pinːion,1041,pn:BIRD:34,pn
BIRD,Wagaya,t̪ut̪u,1042,pn:BIRD:5,pn
BIRD,Wanman,limpi,1035,pn:BIRD:35,pn
BIRD,Wariyangga,walaŋu,1045,pn:BIRD:3,pn
BIRD,Warlpiri,cuɭpu,1015,pn:BIRD:8,pn
BIRD,Warumungu,culaka,1017,pn:BIRD:2,pn
BIRD,Wathawurrung,jonbara,1033,pn:BIRD:36,pn
BIRD,Wik-Mungkan,panc,1049,pn:BIRD:37,pn
BIRD,Wiradhuri,buːcaːn,1034,pn:BIRD:38,pn
BIRD,Wirangu-Nauo,biɹbiɹ,1012,pn:BIRD:39,pn
BIRD,Yan-nhangu,ŋaɳdca,1020,pn:BIRD:40,pn
BIRD,Yandruwandha,pal̪a,1024,pn:BIRD:1,pn
BIRD,Yawarawarga,padla,1024,pn:BIRD:1,pn
BIRD,Yindjibarndi,caɹbu,1078,pn:BIRD:41,pn
BIRD,Yorta Yorta,binija,1067,pn:BIRD:42,pn
BIRD,Yugambeh-Bandjalang,nunzajnbil_j,1056,pn:BIRD:43,pn
BIRD,Yugambeh-Bandjalang,jiɹihjn_g,1056,pn:BIRD:44,pn
BIRD,Yugambeh-Bandjalang,jiɹiɹihjn_c,1056,pn:BIRD:45,pn
BIRD,Yugambeh-Bandjalang,wi,1056,pn:BIRD:46,pn
BIRD,Yugambeh-Bandjalang,maɹahn_c,1056,pn:BIRD:47,pn
BIRD,Yugambeh-Bandjalang,w,1056,pn:BIRD:48,pn
BIRD,Yulparitja,turu,1013,pn:BIRD:5,pn
BIRD,Yuwaalaraay,d̪igajaː,1025,pn:BIRD:9,pn
NAME,Adnyamathanha,mici,7255,pn:NAME:4,pn
NAME,Alyawarr,etne,7229,pn:NAME:9,pn
NAME,Arabana,pidla,7220,pn:NAME:10,pn
NAME,Banggarla,palːanːiti,7234,pn:NAME:24,pn
NAME,Bayungu,jini,7229,pn:NAME:1,pn
NAME,Dhalandji,wi,7229,pn:NAME:7,pn
NAME,Dhangu,ŋajkaɳa,7211,pn:NAME:13,pn
NAME,Dhargari,jini,7229,pn:NAME:1,pn
NAME,Dhuwal,jæku,7217,pn:NAME:6,pn
NAME,Dieri,t̪aɭa,7230,pn:NAME:5,pn
NAME,Djambarrpuyngu,jaːku,7217,pn:NAME:6,pn
NAME,Djinang,giɹark,7253,pn:NAME:2,pn
NAME,Djiwarli,wiri,7229,pn:NAME:7,pn
NAME,Dyaabugay,guwal,7251,pn:NAME:11,pn
NAME,Gupapuyngu,jæku,7217,pn:NAME:6,pn
NAME,Gurdjar,eːlɣ,7249,pn:NAME:8,pn
NAME,Gurindji,jini,7229,pn:NAME:1,pn
NAME,Guyani,dunkuta,7219,pn:NAME:12,pn
NAME,Jaru,jiɹi,7215,pn:NAME:1,pn
NAME,Kala Lagaw Ya,nel,7209,pn:NAME:8,pn
NAME,Kalkutung,ipal,7231,pn:NAME:14,pn
NAME,Karadjeri,iɹaɹo,7240,pn:NAME:2,pn
NAME,Kartujarra,jini,7229,pn:NAME:1,pn
NAME,Kaurna,nari,7216,pn:NAME:3,pn
NAME,Kukatja,jini,7229,pn:NAME:1,pn
NAME,Kuku-Yalanji,buri,7244,pn:NAME:7,pn
NAME,Kumbainggar,bicaːr,7238,pn:NAME:15,pn
NAME,Kuuku-Ya'u,mant̪ala,7254,pn:NAME:5,pn
NAME,Lower Riverland,jəaəako,1,pn:NAME:16,pn
NAME,Margany,n̪aɹi,7218,pn:NAME:3,pn
NAME,Martu Wangka,jini,7229,pn:NAME:1,pn
NAME,Mudburra,jini,7229,pn:NAME:1,pn
NAME,Muruwari,kuri,7226,pn:NAME:7,pn
NAME,Narrinyeri,mitci,7255,pn:NAME:4,pn
NAME,Ngaanyatjarra,maɲtci,7229,pn:NAME:4,pn
NAME,Ngaanyatjarra,jini,7229,pn:NAME:1,pn
NAME,Ngamini,taɭa,7230,pn:NAME:5,pn
NAME,Ngarinman,jini,7229,pn:NAME:1,pn
NAME,Ngarluma,jini,7229,pn:NAME:1,pn
NAME,Ngura,jaɹiɲa,7223,pn:NAME:1,pn
NAME,Northern Coastal Nyangumarta,jini,7229,pn:NAME:1,pn
NAME,Nyamal,jini,7229,pn:NAME:1,pn
NAME,Nyangumarta,jini,7229,pn:NAME:1,pn
NAME,Nyunga,kʷelj,7251,pn:NAME:17,pn
NAME,Paakantyi,migi,7255,pn:NAME:4,pn
NAME,Panytyima,jini,7229,pn:NAME:1,pn
NAME,Pitjantjatjara,ini,7229,pn:NAME:1,pn
NAME,Ritarungo,garaɹ,7252,pn:NAME:2,pn
NAME,Sydney,gaijaɹa,7225,pn:NAME:2,pn
NAME,Sydney,gijaɹa,1,pn:NAME:2,pn
NAME,Wagaya,inu,7229,pn:NAME:1,pn
NAME,Wanman,lirka,7224,pn:NAME:18,pn
NAME,Wariyangga,jini,7229,pn:NAME:1,pn
NAME,Warlpiri,jiɖi,7215,pn:NAME:1,pn
NAME,Warumungu,wini,7213,pn:NAME:1,pn
NAME,Wathawurrung,nari,7221,pn:NAME:3,pn
NAME,Wik-Mungkan,namp,7227,pn:NAME:19,pn
NAME,Wiradhuri,juːwijn,7233,pn:NAME:20,pn
NAME,Wirangu-Nauo,ini,7229,pn:NAME:1,pn
NAME,Yan-nhangu,ɹijadcuŋgaliwarwaj,7212,pn:NAME:21,pn
NAME,Yandruwandha,maja,7255,pn:NAME:22,pn
NAME,Yawarawarga,dɹikindɹi,7239,pn:NAME:23,pn
NAME,Yindjibarndi,jini,7229,pn:NAME:1,pn
NAME,Yugambeh-Bandjalang,ɲaɹi,7222,pn:NAME:3,pn
NAME,Yulparitja,jini,7229,pn:NAME:1,pn
NAME,Yuwaalaraay,gajr,7226,pn:NAME:2,pn
NEAR,Adnyamathanha,japiri,7337,pn:NEAR:42,pn
NEAR,Alyawarr,aŋat̪,7360,pn:NEAR:16,pn
NEAR,Arabana,itcaɖa,7355,pn:NEAR:15,pn
NEAR,Banggarla,naɳa,7334,pn:NEAR:41,pn
NEAR,Bayungu,juruga,7374,pn:NEAR:45,pn
NEAR,Dhalandji,jint̪a,7373,pn:NEAR:8,pn
NEAR,Dhangu,galki,7367,pn:NEAR:2,pn
NEAR,Dhargari,n̪ugu,7358,pn:NEAR:5,pn
NEAR,Dhuwal,galki,7367,pn:NEAR:2,pn
NEAR,Dieri,kaɹakaɹa,7328,pn:NEAR:4,pn
NEAR,Djambarrpuyngu,galki,7367,pn:NEAR:2,pn
NEAR,Djinang,ŋidcirgi,7321,pn:NEAR:40,pn
NEAR,Djiwarli,n̪ugu,7358,pn:NEAR:5,pn
NEAR,Dyaabugay,biri,7339,pn:NEAR:39,pn
NEAR,Gamilaraay,gunba,7349,pn:NEAR:9,pn
NEAR,Gupapuyngu,galki,7367,pn:NEAR:2,pn
NEAR,Gurdjar,βaːrik,7387,pn:NEAR:38,pn
NEAR,Gurindji,witkupaɹi,7324,pn:NEAR:7,pn
NEAR,Guyani,ŋuɹi,7333,pn:NEAR:37,pn
NEAR,Jaru,jaɖig,7330,pn:NEAR:36,pn
NEAR,Kala Lagaw Ya,gai,7320,pn:NEAR:44,pn
NEAR,Kalkutung,pikaja,7351,pn:NEAR:35,pn
NEAR,Karadjeri,lani,7326,pn:NEAR:43,pn
NEAR,Kartujarra,ŋamu,7316,pn:NEAR:1,pn
NEAR,Kaurna,kuɹa,7332,pn:NEAR:34,pn
NEAR,Kukatja,kinti,7318,pn:NEAR:3,pn
NEAR,Kumbainggar,dalidali,7370,pn:NEAR:14,pn
NEAR,Kuuku-Ya'u,jiːncu,7373,pn:NEAR:8,pn
NEAR,Lower Riverland,ŋ_utun,7382,pn:NEAR:13,pn
NEAR,Margany,wina,7372,pn:NEAR:12,pn
NEAR,Martu Wangka,kinti,7318,pn:NEAR:3,pn
NEAR,Mudburra,kacubaɹi,7329,pn:NEAR:7,pn
NEAR,Muruwari,ŋaɭu,7350,pn:NEAR:1,pn
NEAR,Narrinyeri,tepaŋ,7340,pn:NEAR:33,pn
NEAR,Ngaanyatjarra,ŋamu,7316,pn:NEAR:1,pn
NEAR,Ngaanyatjarra,ŋamutca,7316,pn:NEAR:1,pn
NEAR,Ngamini,kaɹakaɹa,7328,pn:NEAR:4,pn
NEAR,Ngarinman,wicgubari,7324,pn:NEAR:7,pn
NEAR,Ngarluma,muɳa,7388,pn:NEAR:6,pn
NEAR,Ngura,wina,7372,pn:NEAR:12,pn
NEAR,Northern Coastal Nyangumarta,ŋampara_maʈaci,7391,pn:NEAR:32,pn
NEAR,Nyamal,waŋka,1,pn:NEAR:11,pn
NEAR,Nyangumarta,waŋka,7356,pn:NEAR:11,pn
NEAR,Nyunga,poʈuk,7325,pn:NEAR:31,pn
NEAR,Paakantyi,ɖalcba,7322,pn:NEAR:30,pn
NEAR,Panytyima,muɳa,7388,pn:NEAR:6,pn
NEAR,Pitjantjatjara,ŋamu,7316,pn:NEAR:1,pn
NEAR,Pitta Pitta,muŋkat̪a,7366,pn:NEAR:29,pn
NEAR,Ritarungo,galki,7367,pn:NEAR:2,pn
NEAR,Sydney,baɹuwa,7347,pn:NEAR:28,pn
NEAR,Wagaya,kenara,7362,pn:NEAR:27,pn
NEAR,Wanman,kinti,7318,pn:NEAR:3,pn
NEAR,Wariyangga,n̪ugu,7358,pn:NEAR:5,pn
NEAR,Warlpiri,kutu,7323,pn:NEAR:13,pn
NEAR,Warumungu,karakara,7328,pn:NEAR:4,pn
NEAR,Wathawurrung,wanapmeriŋ,7385,pn:NEAR:26,pn
NEAR,Wik-Mungkan,aːk_pil,7359,pn:NEAR:25,pn
NEAR,Wiradhuri,ganːandu,7349,pn:NEAR:24,pn
NEAR,Wirangu-Nauo,ila,7327,pn:NEAR:23,pn
NEAR,Yan-nhangu,d̪æmindapuma,7353,pn:NEAR:22,pn
NEAR,Yandruwandha,kaka,7338,pn:NEAR:10,pn
NEAR,Yawarawarga,kaka,7338,pn:NEAR:10,pn
NEAR,Yindjibarndi,muɳa,7388,pn:NEAR:6,pn
NEAR,Yorta Yorta,girandcamik,7341,pn:NEAR:21,pn
NEAR,Yugambeh-Bandjalang,bundagahl_yː,7369,pn:NEAR:20,pn
NEAR,Yugambeh-Bandjalang,g,7369,pn:NEAR:19,pn
NEAR,Yugambeh-Bandjalang,gaɹin_w,7369,pn:NEAR:18,pn
NEAR,Yulparitja,kinti,7316,pn:NEAR:3,pn
NEAR,Yuwaalaraay,guwiːn,7349,pn:NEAR:17,pn
NEAR,Yuwaalaraay,guwiːnbaː,7349,pn:NEAR:9,pn
NECK,Adnyamathanha,juɖɳimuku,7418,pn:NECK:27,pn
NECK,Alyawarr,ite,7441,pn:NECK:13,pn
NECK,Banggarla,moːɳi,7415,pn:NECK:1,pn
NECK,Bayungu,wurgal,7438,pn:NECK:4,pn
NECK,Dhalandji,wankal,7445,pn:NECK:4,pn
NECK,Dhargari,wurgal,7438,pn:NECK:4,pn
NECK,Dhuwal,majaŋ,7401,pn:NECK:5,pn
NECK,Dieri,wakara,7444,pn:NECK:4,pn
NECK,Djambarrpuyngu,majaŋ,7401,pn:NECK:5,pn
NECK,Djinang,mani,7400,pn:NECK:1,pn
NECK,Djiwarli,wurgal,7438,pn:NECK:4,pn
NECK,Dyaabugay,manu,7400,pn:NECK:1,pn
NECK,Gamilaraay,wunguwi,7404,pn:NECK:28,pn
NECK,Gamilaraay,nun,7466,pn:NECK:3,pn
NECK,Gupapuyngu,majaŋ,7401,pn:NECK:5,pn
NECK,Gurdjar,manmok,7462,pn:NECK:1,pn
NECK,Gurindji,wiri,7403,pn:NECK:7,pn
NECK,Guyani,cudɹi,7413,pn:NECK:29,pn
NECK,Jaru,gulala,7411,pn:NECK:6,pn
NECK,Kala Lagaw Ya,kata,7406,pn:NECK:6,pn
NECK,Kala Lagaw Ya,mudu,7406,pn:NECK:14,pn
NECK,Kalkutung,kaɭaː,7431,pn:NECK:6,pn
NECK,Karadjeri,tumpa,7461,pn:NECK:12,pn
NECK,Kartujarra,ɲanka,7466,pn:NECK:3,pn
NECK,Kaurna,waltu,7416,pn:NECK:15,pn
NECK,Kukatja,galbaɹ,7471,pn:NECK:9,pn
NECK,Kuku-Yalanji,manu,7468,pn:NECK:1,pn
NECK,Kumbainggar,gugur,7442,pn:NECK:16,pn
NECK,Lower Riverland,ŋuro,7420,pn:NECK:10,pn
NECK,Margany,manːo,1,pn:NECK:1,pn
NECK,Martu Wangka,ŋalji,7419,pn:NECK:2,pn
NECK,Mudburra,ŋucbi,7414,pn:NECK:2,pn
NECK,Muruwari,ŋaɳtul,7417,pn:NECK:11,pn
NECK,Narrinyeri,guɹi,7420,pn:NECK:17,pn
NECK,Ngaanyatjarra,liri,7450,pn:NECK:7,pn
NECK,Ngamini,ŋunku,7454,pn:NECK:3,pn
NECK,Ngarinman,ŋilgiri,7402,pn:NECK:7,pn
NECK,Ngarluma,ŋalji,7419,pn:NECK:2,pn
NECK,Ngura,panki,7443,pn:NECK:18,pn
NECK,Northern Coastal Nyangumarta,ŋalji,7419,pn:NECK:2,pn
NECK,Nyamal,ŋalji,7419,pn:NECK:2,pn
NECK,Nyangumarta,ŋalji,7419,pn:NECK:2,pn
NECK,Nyunga,kuɭu,7407,pn:NECK:8,pn
NECK,Paakantyi,paɳpa,7435,pn:NECK:19,pn
NECK,Pitjantjatjara,liɹi,7450,pn:NECK:7,pn
NECK,Pitta Pitta,iɭka,7440,pn:NECK:20,pn
NECK,Ritarungo,guɭuk,7401,pn:NECK:8,pn
NECK,Sydney,kaŋah,7423,pn:NECK:6,pn
NECK,Sydney,galːejaɹ,7430,pn:NECK:9,pn
NECK,Wagaya,bulwal,7456,pn:NECK:4,pn
NECK,Wanman,ŋalji,7419,pn:NECK:2,pn
NECK,Warlpiri,waninca,7408,pn:NECK:21,pn
NECK,Warumungu,cuɳkːu,7405,pn:NECK:3,pn
NECK,Wathawurrung,warawankuɳu,7422,pn:NECK:22,pn
NECK,Wik-Mungkan,man,7400,pn:NECK:1,pn
NECK,Wiradhuri,,7466,pn:NECK:3,pn
NECK,Wirangu-Nauo,maɖa,7410,pn:NECK:5,pn
NECK,Yan-nhangu,mani,7400,pn:NECK:1,pn
NECK,Yandruwandha,ŋaga,7421,pn:NECK:3,pn
NECK,Yawarawarga,cutcu,7447,pn:NECK:3,pn
NECK,Yindjibarndi,ŋaci,7466,pn:NECK:2,pn
NECK,Yindjibarndi,n̪anka,7466,pn:NECK:3,pn
NECK,Yorta Yorta,wanura,7428,pn:NECK:10,pn
NECK,Yugambeh-Bandjalang,wuɹu_g,7426,pn:NECK:23,pn
NECK,Yugambeh-Bandjalang,c,7426,pn:NECK:24,pn
NECK,Yugambeh-Bandjalang,ganzgaɹ_w,7426,pn:NECK:25,pn
NECK,Yulparitja,kaŋkuɭ,7460,pn:NECK:11,pn
NECK,Yuwaalaraay,wajou,7436,pn:NECK:26,pn
NEW,Adnyamathanha,mara,7485,pn:NEW:1,pn
NEW,Alyawarr,ŋwamp,7476,pn:NEW:11,pn
NEW,Alyawarr,ŋwaŋkiɲ,7476,pn:NEW:12,pn
NEW,Arabana,mara,7485,pn:NEW:1,pn
NEW,Banggarla,jalkaɲa,7488,pn:NEW:3,pn
NEW,Bayungu,ɲuwaɖiɹa,7498,pn:NEW:7,pn
NEW,Dhalandji,ɲuwaɖiɹa,7498,pn:NEW:7,pn
NEW,Dhangu,juʈa,7479,pn:NEW:4,pn
NEW,Dhargari,pit̪i,7501,pn:NEW:8,pn
NEW,Dhuwal,juʈa,7479,pn:NEW:4,pn
NEW,Dieri,mada,7485,pn:NEW:1,pn
NEW,Djambarrpuyngu,juʈa,7479,pn:NEW:4,pn
NEW,Djinang,juwiɖciŋi,7478,pn:NEW:13,pn
NEW,Djiwarli,kuwaɖiŋu,7513,pn:NEW:2,pn
NEW,Gamilaraay,n̪uːbala,7517,pn:NEW:32,pn
NEW,Gupapuyngu,juʈa,7479,pn:NEW:4,pn
NEW,Gurdjar,tuaːŋ,7515,pn:NEW:33,pn
NEW,Gurindji,caljilaŋ,7522,pn:NEW:9,pn
NEW,Gurindji,calajalaŋ,7522,pn:NEW:3,pn
NEW,Guyani,talkanci,7487,pn:NEW:14,pn
NEW,Jaru,ɲudi_ɲudi,7486,pn:NEW:15,pn
NEW,Kala Lagaw Ya,kain,7475,pn:NEW:16,pn
NEW,Kalkutung,iljaŋu,7494,pn:NEW:5,pn
NEW,Karadjeri,dcanc,7493,pn:NEW:34,pn
NEW,Kartujarra,calkara,7492,pn:NEW:3,pn
NEW,Kaurna,jelːakːiana,7477,pn:NEW:3,pn
NEW,Kuku-Yalanji,ciɹakal,7472,pn:NEW:17,pn
NEW,Kumbainggar,giliŋgal,7506,pn:NEW:18,pn
NEW,Kuuku-Ya'u,ɲiːkumu,7519,pn:NEW:19,pn
NEW,Martu Wangka,caljkara,7492,pn:NEW:3,pn
NEW,Mudburra,caliɭa,7481,pn:NEW:9,pn
NEW,Muruwari,katci,7495,pn:NEW:20,pn
NEW,Narrinyeri,kaɭowaɲeɹi,7489,pn:NEW:21,pn
NEW,Ngamini,maɹa,7485,pn:NEW:1,pn
NEW,Ngarinman,calaŋiɲi,7522,pn:NEW:6,pn
NEW,Ngarluma,jicaŋu,7520,pn:NEW:5,pn
NEW,Northern Coastal Nyangumarta,kuwarica,7513,pn:NEW:2,pn
NEW,Nyamal,kuwarica,1,pn:NEW:2,pn
NEW,Nyangumarta,kuwarica,7513,pn:NEW:2,pn
NEW,Nyunga,jiɲaŋ,7483,pn:NEW:22,pn
NEW,Paakantyi,maɖaɹa,7485,pn:NEW:1,pn
NEW,Panytyima,jicaŋu,7520,pn:NEW:5,pn
NEW,Pitjantjatjara,ɲuwana,7521,pn:NEW:23,pn
NEW,Ritarungo,kaːt̪uɹa,7518,pn:NEW:24,pn
NEW,Wagaya,kilijaɳ,7497,pn:NEW:10,pn
NEW,Wanman,kuqarica,7513,pn:NEW:2,pn
NEW,Wariyangga,pit̪i,7501,pn:NEW:8,pn
NEW,Warlpiri,calaŋuwaɳu,7522,pn:NEW:6,pn
NEW,Warumungu,pajintalkːi,7480,pn:NEW:25,pn
NEW,Wathawurrung,darabaruk,7512,pn:NEW:26,pn
NEW,Wik-Mungkan,ɲiːŋkanam,7500,pn:NEW:27,pn
NEW,Wiradhuri,dalːaŋiɹ,7496,pn:NEW:6,pn
NEW,Wirangu-Nauo,id̪abiɳa,7484,pn:NEW:28,pn
NEW,Yandruwandha,kajidi,7490,pn:NEW:29,pn
NEW,Yawarawarga,mara,7485,pn:NEW:1,pn
NEW,Yindjibarndi,jijaŋu,7520,pn:NEW:5,pn
NEW,Yorta Yorta,wot̪a,7508,pn:NEW:30,pn
NEW,Yugambeh-Bandjalang,jabuɹ,1,pn:NEW:31,pn
NEW,Yulparitja,kuwaricanu,7513,pn:NEW:2,pn
NEW,Yuwaalaraay,gulijaːn,1,pn:NEW:10,pn
NIGHT,Adnyamathanha,wiljca,7545,pn:NIGHT:7,pn
NIGHT,Alyawarr,iŋwa,7576,pn:NIGHT:15,pn
