concept,doculect,counterpart,cc,inferredCC,db
(he) shoots,Somba-Siawari (Burum Dialect),era,8024,huon:(he) shoots:1,huon
(he) shoots,Somba-Siawari (Mindik Dialect),era,8024,huon:(he) shoots:1,huon
(he) shoots,Timbe,er,8024,huon:(he) shoots:1,huon
(he) shoots,Tobo,wiri,8025,huon:(he) shoots:2,huon
many,Borong,mamaɡu,13826,huon:many:9,huon
many,Dedua,homak,14034,huon:many:6,huon
many,Kate,bocjaha,7667,huon:many:4,huon
many,Komba,biwira,7666,huon:many:1,huon
many,Kube,sasara,7668,huon:many:5,huon
many,Mape,boiaha,7667,huon:many:4,huon
many,Mesem,kirisi,7665,huon:many:3,huon
many,Nabak,kilisik,7665,huon:many:3,huon
many,Ono,louloutŋe,13783,huon:many:8,huon
many,Selepet,biwira,7666,huon:many:1,huon
many,Somba-Siawari (Burum Dialect),ɡatpak,14005,huon:many:7,huon
many,Somba-Siawari (Mindik Dialect),seseŋi,7668,huon:many:2,huon
many,Timbe,biwira,7666,huon:many:1,huon
many,Tobo,sesia,7668,huon:many:2,huon
big,Borong,somata,13827,huon:big:11,huon
big,Dedua,kuneŋ,7742,huon:big:3,huon
big,Kate,kacɡbene,13752,huon:big:10,huon
big,Komba,pata,7743,huon:big:2,huon
big,Kube,kuneŋ,7742,huon:big:3,huon
big,Mape,jasoɡo,14115,huon:big:9,huon
big,Mesem,kəitn̥,13688,huon:big:8,huon
big,Nabak,taemba,13974,huon:big:7,huon
big,Ono,suaine,13802,huon:big:6,huon
big,Selepet,pato,7743,huon:big:2,huon
big,Somba-Siawari (Burum Dialect),ketaŋi,7741,huon:big:1,huon
big,Somba-Siawari (Mindik Dialect),ketaŋi,7741,huon:big:1,huon
big,Timbe,humo,14069,huon:big:5,huon
big,Tobo,baia,13897,huon:big:4,huon
long,Borong,koriɡa,7663,huon:long:7,huon
long,Dedua,herea,7663,huon:long:2,huon
long,Kate,dzoricne,7664,huon:long:3,huon
long,Komba,karep,7663,huon:long:1,huon
long,Kube,horua,7663,huon:long:2,huon
long,Mape,dzoraikne,7664,huon:long:3,huon
long,Mesem,kepm̥,13691,huon:long:6,huon
long,Nabak,teːpməŋ,13971,huon:long:5,huon
long,Ono,kiroine,7663,huon:long:4,huon
long,Selepet,kalip,7663,huon:long:1,huon
long,Somba-Siawari (Burum Dialect),karipŋi,7663,huon:long:1,huon
long,Somba-Siawari (Mindik Dialect),karipŋi,7663,huon:long:1,huon
long,Timbe,kalip,7663,huon:long:1,huon
long,Tobo,karua,7663,huon:long:2,huon
(its) tongue,Dedua,nameŋ,8009,huon:(its) tongue:3,huon
(its) tongue,Kate,nameŋ,8009,huon:(its) tongue:3,huon
(its) tongue,Komba,nabalam,8008,huon:(its) tongue:2,huon
(its) tongue,Kube,edzeraŋ,8008,huon:(its) tongue:1,huon
(its) tongue,Mape,eraŋ,14114,huon:(its) tongue:1,huon
(its) tongue,Mesem,nambalaŋ,8008,huon:(its) tongue:2,huon
(its) tongue,Nabak,nambaram,8008,huon:(its) tongue:2,huon
(its) tongue,Ono,belakami,13796,huon:(its) tongue:4,huon
(its) tongue,Selepet,nibilam,8008,huon:(its) tongue:2,huon
(its) tongue,Somba-Siawari (Burum Dialect),neselam,8008,huon:(its) tongue:1,huon
(its) tongue,Somba-Siawari (Mindik Dialect),nesolam,8008,huon:(its) tongue:1,huon
(its) tongue,Timbe,elewot,14064,huon:(its) tongue:5,huon
(its) tongue,Tobo,edzelam,8008,huon:(its) tongue:1,huon
I,Borong,ni,7844,huon:I:1,huon
I,Dedua,ni,7844,huon:I:1,huon
I,Kate,no,7845,huon:I:1,huon
I,Komba,na,7845,huon:I:1,huon
I,Kube,ni,7844,huon:I:1,huon
I,Mape,no,7845,huon:I:1,huon
I,Mesem,na,7845,huon:I:1,huon
I,Nabak,nəŋ,7845,huon:I:1,huon
I,Ono,na,7845,huon:I:1,huon
I,Selepet,na,7845,huon:I:1,huon
I,Somba-Siawari (Burum Dialect),ni,7844,huon:I:1,huon
I,Somba-Siawari (Mindik Dialect),ni,7844,huon:I:1,huon
I,Timbe,na,7845,huon:I:1,huon
I,Tobo,ni,7844,huon:I:1,huon
he,Dedua,je,7872,huon:he:1,huon
he,Kate,e,7872,huon:he:1,huon
he,Komba,zak,7871,huon:he:1,huon
he,Kube,i,7872,huon:he:1,huon
he,Mape,i,7872,huon:he:1,huon
he,Nabak,ək,7871,huon:he:1,huon
he,Ono,e,7872,huon:he:1,huon
he,Selepet,jak,7871,huon:he:1,huon
he,Somba-Siawari (Burum Dialect),i,7872,huon:he:1,huon
he,Somba-Siawari (Mindik Dialect),i,7872,huon:he:1,huon
he,Timbe,jak,7871,huon:he:1,huon
he,Tobo,i,7872,huon:he:1,huon
we,Borong,nono,8014,huon:we:1,huon
we,Dedua,nini,8016,huon:we:1,huon
we,Komba,nen,8016,huon:we:1,huon
we,Kube,nini,8016,huon:we:1,huon
we,Mape,ŋaŋu,8014,huon:we:1,huon
we,Nabak,nin,8016,huon:we:1,huon
we,Ono,ŋedo,14086,huon:we:1,huon
we,Selepet,nen,8016,huon:we:1,huon
we,Somba-Siawari (Burum Dialect),nini,8016,huon:we:1,huon
we,Somba-Siawari (Mindik Dialect),nini,8016,huon:we:1,huon
we,Timbe,nen,8016,huon:we:1,huon
we,Tobo,nini,8016,huon:we:1,huon
ye,Dedua,ŋeni,7963,huon:ye:1,huon
ye,Kate,ŋoŋe,7965,huon:ye:1,huon
ye,Komba,zen,7964,huon:ye:1,huon
ye,Kube,ini,7963,huon:ye:1,huon
ye,Mape,ŋoŋai,7965,huon:ye:1,huon
ye,Mesem,lɨ,7963,huon:ye:2,huon
ye,Nabak,in,7963,huon:ye:1,huon
ye,Ono,ŋine,7963,huon:ye:1,huon
ye,Selepet,jen,7964,huon:ye:1,huon
ye,Somba-Siawari (Burum Dialect),ini,7963,huon:ye:1,huon
ye,Somba-Siawari (Mindik Dialect),iŋiŋi,7963,huon:ye:1,huon
ye,Timbe,je,7964,huon:ye:1,huon
ye,Tobo,ini,7963,huon:ye:1,huon
this,Borong,i,7940,huon:this:1,huon
this,Dedua,i,7940,huon:this:1,huon
this,Kate,dzi,7939,huon:this:1,huon
this,Komba,zi,7939,huon:this:1,huon
this,Kube,i,7940,huon:this:1,huon
this,Mape,ai,14021,huon:this:1,huon
this,Mesem,wi,13684,huon:this:1,huon
this,Nabak,kapi,13984,huon:this:1,huon
this,Ono,i,7940,huon:this:1,huon
this,Selepet,ju,13910,huon:this:1,huon
this,Somba-Siawari (Burum Dialect),ke,13763,huon:this:1,huon
this,Somba-Siawari (Mindik Dialect),mu,7938,huon:this:1,huon
this,Timbe,i,7940,huon:this:1,huon
this,Tobo,mu,7938,huon:this:1,huon
thou,Borong,ɡi,7808,huon:thou:1,huon
thou,Dedua,ɡe,7807,huon:thou:1,huon
thou,Kate,ɡo,7807,huon:thou:1,huon
thou,Komba,ɡa,7807,huon:thou:1,huon
thou,Kube,ɡi,7808,huon:thou:1,huon
thou,Mape,ɡo,7807,huon:thou:1,huon
thou,Nabak,ɡəŋ,7807,huon:thou:1,huon
thou,Ono,ɡe,7808,huon:thou:1,huon
thou,Selepet,ɡa,7807,huon:thou:1,huon
thou,Somba-Siawari (Burum Dialect),ɡi,7808,huon:thou:1,huon
thou,Somba-Siawari (Mindik Dialect),ɡi,7808,huon:thou:1,huon
thou,Timbe,ɡa,7807,huon:thou:1,huon
thou,Tobo,ɡi,7808,huon:thou:1,huon
(his) mother,Mesem,mam,7715,huon:(his) mother:1,huon
(his) mother,Nabak,mam,7715,huon:(his) mother:1,huon
(his) mother,Ono,naɡa,14093,huon:(his) mother:1,huon
(his) mother,Selepet,mama,7715,huon:(his) mother:1,huon
(his) mother,Somba-Siawari (Burum Dialect),nam,7715,huon:(his) mother:1,huon
(his) mother,Somba-Siawari (Mindik Dialect),namon,7715,huon:(his) mother:1,huon
(his) mother,Timbe,meme,7715,huon:(his) mother:1,huon
(his) mother,Tobo,naŋɡi,8028,huon:(his) mother:1,huon
(his) father,Borong,nemuŋ,13993,huon:(his) father:4,huon
(his) father,Mape,mama,1192,huon:(his) father:1,huon
(his) father,Mesem,bip,7933,huon:(his) father:3,huon
(his) father,Nabak,bip,7933,huon:(his) father:3,huon
(his) father,Ono,maɡa,13782,huon:(his) father:1,huon
(his) father,Selepet,awa,7935,huon:(his) father:2,huon
(his) father,Somba-Siawari (Burum Dialect),iwi,7935,huon:(his) father:2,huon
(his) father,Somba-Siawari (Mindik Dialect),mam,1192,huon:(his) father:1,huon
(his) father,Timbe,ewe,7935,huon:(his) father:2,huon
(his) father,Tobo,mam,1192,huon:(his) father:1,huon
rope,Mesem,tək,7693,huon:rope:1,huon
rope,Nabak,dze,13730,huon:rope:1,huon
rope,Ono,ranom,14077,huon:rope:5,huon
rope,Selepet,ip,13886,huon:rope:4,huon
rope,Somba-Siawari (Burum Dialect),kisa,7694,huon:rope:2,huon
rope,Somba-Siawari (Mindik Dialect),kisa,7694,huon:rope:2,huon
rope,Timbe,tak,7693,huon:rope:1,huon
rope,Tobo,sahap,13670,huon:rope:3,huon
worm,Dedua,ɡbosu,7695,huon:worm:1,huon
worm,Kate,ɡbasu,7817,huon:worm:1,huon
worm,Komba,ɡuk,7695,huon:worm:2,huon
worm,Mesem,ɡo,8005,huon:worm:2,huon
worm,Nabak,ɡbik,8006,huon:worm:2,huon
worm,Ono,boso,7695,huon:worm:1,huon
worm,Selepet,wik,8006,huon:worm:2,huon
worm,Somba-Siawari (Burum Dialect),maŋɡik,13764,huon:worm:2,huon
worm,Somba-Siawari (Mindik Dialect),ɡusu,7695,huon:worm:1,huon
worm,Timbe,ɡipmaŋ,8005,huon:worm:3,huon
worm,Tobo,ɡusu,7695,huon:worm:1,huon
(its) tail,Borong,dzi,7887,huon:(its) tail:1,huon
(its) tail,Dedua,dzi,7887,huon:(its) tail:1,huon
(its) tail,Kate,ɡec,14099,huon:(its) tail:2,huon
(its) tail,Komba,daː,7887,huon:(its) tail:1,huon
(its) tail,Kube,dzi,7887,huon:(its) tail:1,huon
(its) tail,Mape,dzi,7887,huon:(its) tail:1,huon
(its) tail,Nabak,dak,7888,huon:(its) tail:1,huon
(its) tail,Ono,dai,7887,huon:(its) tail:1,huon
(its) tail,Selepet,hape,7889,huon:(its) tail:1,huon
(its) tail,Somba-Siawari (Burum Dialect),dai,7887,huon:(its) tail:1,huon
(its) tail,Somba-Siawari (Mindik Dialect),lou,13831,huon:(its) tail:1,huon
(its) tail,Timbe,dape,7889,huon:(its) tail:1,huon
(its) tail,Tobo,dzi,7887,huon:(its) tail:1,huon
(its) nose,Borong,sewaŋ,13813,huon:(its) nose:1,huon
(its) nose,Borong,saja,8029,huon:(its) nose:1,huon
(its) nose,Dedua,soɡe,8020,huon:(its) nose:1,huon
(its) nose,Kate,soc,8029,huon:(its) nose:4,huon
(its) nose,Kate,sake,8020,huon:(its) nose:1,huon
(its) nose,Komba,sep,8029,huon:(its) nose:2,huon
(its) nose,Komba,saɡan,8019,huon:(its) nose:1,huon
(its) nose,Kube,sawa,8029,huon:(its) nose:1,huon
(its) nose,Kube,sere,13713,huon:(its) nose:1,huon
(its) nose,Mape,sika,8020,huon:(its) nose:1,huon
(its) nose,Mape,dari,14014,huon:(its) nose:1,huon
(its) nose,Mesem,siŋɡeŋ,13718,huon:(its) nose:1,huon
(its) nose,Mesem,sip,8029,huon:(its) nose:2,huon
(its) nose,Nabak,sip,8029,huon:(its) nose:2,huon
(its) nose,Nabak,ŋiŋəŋ,13991,huon:(its) nose:1,huon
(its) nose,Ono,sot,13939,huon:(its) nose:4,huon
(its) nose,Ono,weŋemi,13943,huon:(its) nose:5,huon
(its) nose,Selepet,hame,8018,huon:(its) nose:3,huon
(its) nose,Selepet,hep,8029,huon:(its) nose:2,huon
(its) nose,Somba-Siawari (Burum Dialect),sahara,8019,huon:(its) nose:1,huon
(its) nose,Somba-Siawari (Burum Dialect),sep,8029,huon:(its) nose:2,huon
(its) nose,Somba-Siawari (Mindik Dialect),sep,8029,huon:(its) nose:2,huon
(its) nose,Somba-Siawari (Mindik Dialect),saŋɡara,8019,huon:(its) nose:1,huon
(its) nose,Timbe,hame,8018,huon:(its) nose:3,huon
(its) nose,Timbe,ɡilam,14039,huon:(its) nose:6,huon
(its) nose,Tobo,sahari,8019,huon:(its) nose:1,huon
(its) nose,Tobo,sap,8029,huon:(its) nose:2,huon
(its) heart,Borong,bakota,13949,huon:(its) heart:10,huon
(its) heart,Dedua,woso_honduŋ,13958,huon:(its) heart:9,huon
(its) heart,Kate,bu_handaŋ,13756,huon:(its) heart:8,huon
(its) heart,Kube,weboɡokme,13711,huon:(its) heart:7,huon
(its) heart,Mape,maki_karuŋ,14011,huon:(its) heart:6,huon
(its) heart,Mesem,wembə_kət,13719,huon:(its) heart:5,huon
(its) heart,Nabak,ɡum_kət,14074,huon:(its) heart:4,huon
(its) heart,Ono,kombaŋi,13806,huon:(its) heart:3,huon
(its) heart,Selepet,kabiam,7987,huon:(its) heart:11,huon
(its) heart,Somba-Siawari (Burum Dialect),wel_bat,7984,huon:(its) heart:1,huon
(its) heart,Somba-Siawari (Mindik Dialect),wel_bat,7984,huon:(its) heart:1,huon
(its) heart,Timbe,okot,14056,huon:(its) heart:2,huon
(its) heart,Tobo,wei_bat,7984,huon:(its) heart:1,huon
earth,Dedua,banek,7804,huon:earth:1,huon
earth,Kate,mareŋ,7805,huon:earth:1,huon
earth,Komba,an,7806,huon:earth:2,huon
earth,Kube,baek,7804,huon:earth:1,huon
earth,Mape,mareŋ,7805,huon:earth:1,huon
earth,Mesem,misa,7809,huon:earth:3,huon
earth,Nabak,misat,7809,huon:earth:3,huon
earth,Ono,kepe,13938,huon:earth:4,huon
earth,Selepet,han,7806,huon:earth:2,huon
earth,Somba-Siawari (Burum Dialect),ɡalme,13697,huon:earth:5,huon
earth,Somba-Siawari (Mindik Dialect),baloŋ,13878,huon:earth:1,huon
earth,Timbe,han,7806,huon:earth:2,huon
earth,Tobo,bait,7804,huon:earth:1,huon
old,Kube,wahara,7870,huon:old:1,huon
old,Mape,raŋɡbaŋ,7925,huon:old:6,huon
old,Mesem,kpən,14109,huon:old:5,huon
old,Nabak,ŋokŋ,13726,huon:old:4,huon
old,Ono,lewitne,13781,huon:old:3,huon
old,Selepet,sobo,7874,huon:old:2,huon
old,Somba-Siawari (Burum Dialect),walakŋi,7870,huon:old:1,huon
old,Somba-Siawari (Mindik Dialect),walakŋi,7870,huon:old:1,huon
old,Timbe,saba,7874,huon:old:2,huon
old,Tobo,walaha,7870,huon:old:1,huon
new,Borong,ɡbilia,7815,huon:new:1,huon
new,Dedua,ɡboria,7815,huon:new:1,huon
new,Kate,ɡbaricne,7815,huon:new:1,huon
new,Komba,irakŋa,7816,huon:new:2,huon
new,Kube,ɡberia,7815,huon:new:1,huon
new,Mape,ɡbaine,7815,huon:new:3,huon
new,Mesem,ɡorəŋ,13690,huon:new:4,huon
new,Nabak,arakŋəŋ,7816,huon:new:2,huon
new,Ono,wele,13797,huon:new:5,huon
new,Selepet,aiŋe,13908,huon:new:3,huon
new,Somba-Siawari (Burum Dialect),dalakŋi,7816,huon:new:2,huon
new,Somba-Siawari (Mindik Dialect),dalakŋi,7816,huon:new:2,huon
new,Timbe,irakŋe,7816,huon:new:2,huon
new,Tobo,ɡbilik,7815,huon:new:1,huon
warm,Komba,uruk_uruk,7961,huon:warm:1,huon
warm,Kube,fokŋea,13915,huon:warm:10,huon
warm,Mape,koroŋine,7960,huon:warm:9,huon
warm,Mesem,kipkipm̥,8007,huon:warm:8,huon
warm,Nabak,kipməŋ,8007,huon:warm:7,huon
warm,Ono,ɡeleune,13776,huon:warm:6,huon
warm,Selepet,uruk_uruk,7961,huon:warm:1,huon
warm,Somba-Siawari (Burum Dialect),kandap_kandap,13703,huon:warm:5,huon
warm,Somba-Siawari (Mindik Dialect),kanapnaŋɡuk,13833,huon:warm:4,huon
warm,Timbe,utunŋe_utudak,14045,huon:warm:3,huon
warm,Tobo,komotia,13898,huon:warm:2,huon
night,Borong,ketek,13811,huon:night:4,huon
night,Kate,ŋafe,13755,huon:night:9,huon
night,Komba,ŋatik,13868,huon:night:4,huon
night,Kube,siŋi,7744,huon:night:1,huon
night,Mape,uwu,14118,huon:night:3,huon
night,Mesem,mimba,13694,huon:night:8,huon
night,Nabak,təmbujat,13666,huon:night:7,huon
night,Ono,ruwo,13792,huon:night:3,huon
night,Selepet,omoŋ,13906,huon:night:6,huon
night,Somba-Siawari (Burum Dialect),suŋɡem,7745,huon:night:2,huon
night,Somba-Siawari (Mindik Dialect),suŋɡem,7745,huon:night:2,huon
night,Timbe,hadak,14062,huon:night:5,huon
night,Tobo,siŋiaha,7744,huon:night:1,huon
who,Borong,moŋ,7978,huon:who:1,huon
who,Dedua,moŋ,7978,huon:who:1,huon
who,Kate,moc,7978,huon:who:1,huon
who,Komba,ŋai,13774,huon:who:1,huon
who,Kube,moŋ,7978,huon:who:1,huon
who,Mape,moc,7978,huon:who:1,huon
who,Mesem,ala,7979,huon:who:3,huon
who,Nabak,kureki,13990,huon:who:4,huon
who,Ono,mane,13789,huon:who:1,huon
who,Selepet,ala,7979,huon:who:3,huon
who,Somba-Siawari (Burum Dialect),kun,7977,huon:who:2,huon
who,Somba-Siawari (Mindik Dialect),kan,7977,huon:who:2,huon
who,Timbe,kia,13863,huon:who:2,huon
who,Tobo,maŋ,7978,huon:who:1,huon
what,Borong,namuŋak,13814,huon:what:2,huon
what,Dedua,dafi,7758,huon:what:7,huon
what,Kate,wemo,7758,huon:what:3,huon
what,Komba,wan,7759,huon:what:1,huon
what,Kube,nemak,7757,huon:what:2,huon
what,Mape,wamo,7758,huon:what:3,huon
what,Mesem,wana,7759,huon:what:1,huon
what,Nabak,pitne,13645,huon:what:6,huon
what,Ono,onoka,13945,huon:what:5,huon
what,Selepet,wuan,7759,huon:what:1,huon
what,Somba-Siawari (Burum Dialect),wania,7759,huon:what:1,huon
what,Somba-Siawari (Mindik Dialect),nawa,13875,huon:what:4,huon
what,Timbe,wan,7759,huon:what:1,huon
what,Tobo,namat,7757,huon:what:2,huon
where,Dedua,dahae,13960,huon:where:5,huon
where,Kate,wena,14023,huon:where:1,huon
where,Komba,wanan,7857,huon:where:1,huon
where,Kube,dimia,7855,huon:where:3,huon
where,Mape,uroː,13735,huon:where:4,huon
where,Nabak,den,7856,huon:where:2,huon
where,Ono,dia,7855,huon:where:3,huon
where,Selepet,wonan,7857,huon:where:1,huon
where,Somba-Siawari (Burum Dialect),deneke,7856,huon:where:2,huon
where,Somba-Siawari (Mindik Dialect),denoke,7856,huon:where:2,huon
where,Timbe,wanan,7857,huon:where:1,huon
where,Tobo,dumua,7855,huon:where:3,huon
how,Dedua,dafi,13961,huon:how:13,huon
how,Kate,weniŋuc,14022,huon:how:12,huon
how,Komba,ikai_azo,13850,huon:how:11,huon
how,Kube,deik,13919,huon:how:10,huon
how,Mape,uriŋu,13740,huon:how:9,huon
how,Mesem,disi,14104,huon:how:8,huon
how,Nabak,dziɡok,13976,huon:how:7,huon
how,Ono,daleo,14079,huon:how:6,huon
how,Selepet,ɡira,13909,huon:how:5,huon
how,Somba-Siawari (Burum Dialect),denep,7709,huon:how:4,huon
how,Somba-Siawari (Mindik Dialect),denowo,7709,huon:how:3,huon
how,Timbe,ɡain_hinare,14067,huon:how:2,huon
how,Tobo,dasoŋ,13895,huon:how:1,huon
not,Borong,mende,7794,huon:not:1,huon
not,Dedua,mi,8017,huon:not:1,huon
not,Kate,mi,8017,huon:not:1,huon
not,Komba,ma,8017,huon:not:1,huon
not,Kube,munda,7794,huon:not:1,huon
not,Mape,so,14112,huon:not:4,huon
not,Mesem,kəm,13682,huon:not:2,huon
not,Nabak,ku,7789,huon:not:2,huon
not,Ono,mi,8017,huon:not:1,huon
not,Selepet,ki,7789,huon:not:2,huon
not,Somba-Siawari (Burum Dialect),kpahap,8015,huon:not:3,huon
not,Somba-Siawari (Mindik Dialect),kpaho,8015,huon:not:3,huon
not,Timbe,bo,13854,huon:not:5,huon
not,Tobo,manda,7794,huon:not:1,huon
some,Dedua,ɡo,7885,huon:some:2,huon
some,Kate,ɡac,7885,huon:some:2,huon
some,Komba,nabut,7884,huon:some:1,huon
some,Kube,tose,7886,huon:some:1,huon
some,Mape,ɡa,7885,huon:some:2,huon
some,Nabak,not,13977,huon:some:1,huon
some,Ono,nat,13799,huon:some:1,huon
some,Selepet,nobot,7884,huon:some:1,huon
some,Somba-Siawari (Burum Dialect),tosat,7886,huon:some:1,huon
some,Somba-Siawari (Mindik Dialect),tosat,7886,huon:some:1,huon
some,Timbe,bik,14066,huon:some:3,huon
some,Tobo,tosat,7886,huon:some:1,huon
small,Borong,meraːk,13820,huon:small:11,huon
small,Dedua,kapia,13750,huon:small:10,huon
small,Kate,piticne,14101,huon:small:9,huon
small,Komba,maikta,13775,huon:small:12,huon
small,Kube,komoɡa,7662,huon:small:1,huon
small,Mape,mendakne,14113,huon:small:8,huon
small,Mesem,namzi,13683,huon:small:7,huon
small,Nabak,isikŋen,13978,huon:small:6,huon
small,Ono,niɡatne,13808,huon:small:5,huon
small,Selepet,tipiŋe,13912,huon:small:4,huon
small,Somba-Siawari (Burum Dialect),moroŋi,13762,huon:small:3,huon
small,Somba-Siawari (Mindik Dialect),komokŋi,7662,huon:small:1,huon
small,Timbe,baleŋe,13852,huon:small:2,huon
small,Tobo,komora,7662,huon:small:1,huon
(its) ear,Dedua,hedza,7868,huon:(its) ear:1,huon
(its) ear,Komba,kidap,7868,huon:(its) ear:1,huon
(its) ear,Kube,ɡedza,7868,huon:(its) ear:1,huon
(its) ear,Mape,kadze,7868,huon:(its) ear:1,huon
(its) ear,Mesem,bəbət,13716,huon:(its) ear:3,huon
(its) ear,Nabak,wak,14071,huon:(its) ear:2,huon
(its) ear,Ono,ket,7868,huon:(its) ear:1,huon
(its) ear,Selepet,adap,7867,huon:(its) ear:1,huon
(its) ear,Somba-Siawari (Burum Dialect),ketsap,7868,huon:(its) ear:1,huon
(its) ear,Somba-Siawari (Mindik Dialect),ketsap,7868,huon:(its) ear:1,huon
(its) ear,Timbe,adap,7867,huon:(its) ear:1,huon
(its) ear,Tobo,kesap,7868,huon:(its) ear:1,huon
(its) eye,Borong,dzaː,7863,huon:(its) eye:1,huon
(its) eye,Kate,dzaŋe,7865,huon:(its) eye:1,huon
(its) eye,Komba,si,7863,huon:(its) eye:1,huon
(its) eye,Kube,kiwa,7864,huon:(its) eye:2,huon
(its) eye,Mesem,dzi,7863,huon:(its) eye:1,huon
(its) eye,Nabak,dzi,7863,huon:(its) eye:1,huon
(its) eye,Ono,dei,7863,huon:(its) eye:1,huon
(its) eye,Selepet,sen,7863,huon:(its) eye:1,huon
(its) eye,Somba-Siawari (Burum Dialect),dze,7863,huon:(its) eye:1,huon
(its) eye,Somba-Siawari (Mindik Dialect),dze,7863,huon:(its) eye:1,huon
(its) eye,Timbe,dewun,14052,huon:(its) eye:1,huon
(its) eye,Tobo,kpat,13891,huon:(its) eye:3,huon
(its) belly,Borong,keri,7980,huon:(its) belly:1,huon
(its) belly,Dedua,kera,7980,huon:(its) belly:1,huon
(its) belly,Kate,bu,14030,huon:(its) belly:2,huon
(its) belly,Komba,tip,7982,huon:(its) belly:1,huon
(its) belly,Kube,tomeŋ,13714,huon:(its) belly:3,huon
(its) belly,Mape,ata,14013,huon:(its) belly:4,huon
(its) belly,Mesem,tip,7982,huon:(its) belly:1,huon
(its) belly,Nabak,tip,7982,huon:(its) belly:1,huon
(its) belly,Ono,kai,13937,huon:(its) belly:1,huon
(its) belly,Selepet,tep,7982,huon:(its) belly:1,huon
(its) belly,Somba-Siawari (Burum Dialect),ɡalam,13702,huon:(its) belly:1,huon
(its) belly,Somba-Siawari (Mindik Dialect),irip,13834,huon:(its) belly:1,huon
(its) belly,Timbe,tep,7982,huon:(its) belly:1,huon
(its) belly,Tobo,kerap,7980,huon:(its) belly:1,huon
(its) head,Dedua,fufu,14038,huon:(its) head:4,huon
(its) head,Kate,kpitsec,14097,huon:(its) head:9,huon
(its) head,Komba,kauk,7756,huon:(its) head:2,huon
(its) head,Kube,oɡu,13712,huon:(its) head:8,huon
(its) head,Mape,kparu,14009,huon:(its) head:3,huon
(its) head,Mesem,nok,13686,huon:(its) head:1,huon
(its) head,Nabak,ŋokandzi,7755,huon:(its) head:7,huon
(its) head,Ono,lewit,13807,huon:(its) head:6,huon
(its) head,Selepet,kun,7755,huon:(its) head:5,huon
(its) head,Somba-Siawari (Burum Dialect),noruk,7866,huon:(its) head:1,huon
(its) head,Somba-Siawari (Mindik Dialect),noruk,7866,huon:(its) head:1,huon
(its) head,Timbe,kaut,7756,huon:(its) head:2,huon
(its) head,Tobo,norok,7866,huon:(its) head:1,huon
(its) wing,Kate,fakec,13840,huon:(its) wing:4,huon
(its) wing,Komba,awat,13770,huon:(its) wing:8,huon
(its) wing,Kube,kpeɡan,7853,huon:(its) wing:1,huon
(its) wing,Mape,ɡbewa,13741,huon:(its) wing:7,huon
(its) wing,Nabak,pɔp,13657,huon:(its) wing:6,huon
(its) wing,Ono,ɡbimɡiliu,13881,huon:(its) wing:3,huon
(its) wing,Selepet,peɡam,7853,huon:(its) wing:1,huon
