language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Boluo_Tujia		seed	714	714	a³³+lie³³	111	a ³³ l i e ³³	
Tanxi_Tujia		seed	714	714	ʔa³³+le³³	111	ʔ a ³³ l e ³³	
Tasha_Tujia		stand	1442	1442	ʦu⁵⁵+ʦu²¹	118	ts u ⁵⁵ ts u ²¹	
Duogu_Tujia		stand	1442	1442	ʦu⁵³+ʦu⁵³	118	ts u ⁵³ ts u ⁵³	
Dianfang_Tujia		stand	1442	1442	ʦu⁵⁵+ʦu⁵⁵	118	ts u ⁵⁵ ts u ⁵⁵	
Boluo_Tujia		stand	1442	1442	du³³	119	d u ³³	
Tanxi_Tujia		stand	1442	1442	du³³	119	d u ³³	
Tasha_Tujia		sun	1343	1343	law²¹	123	l a w ²¹	
Duogu_Tujia		sun	1343	1343	naw²¹+ʦʰi²¹	123	n a w ²¹ tsʰ i ²¹	
Dianfang_Tujia		sun	1343	1343	naw²¹	123	n a w ²¹	
Boluo_Tujia		sun	1343	1343	no⁴⁵+doʉ³³	123	n o ⁴⁵ d o ʉ ³³	
Tanxi_Tujia		sun	1343	1343	lo³⁵+ji³³+dʉ¹³	123	l o ³⁵ j i ³³ d ʉ ¹³	
Tasha_Tujia		swim	1439	1439	ʨi̯ɛ²⁴+ta⁵⁵+wu²¹	124	tɕ j ɛ ²⁴ t a ⁵⁵ w u ²¹	
Duogu_Tujia		swim	1439	1439	ʦʰe²¹+ʨʰiw²¹	125	tsʰ e ²¹ tɕʰ i w ²¹	
Tasha_Tujia		water	948	948	ʨʰɤ²¹	141	tɕʰ ɤ ²¹	
Duogu_Tujia		water	948	948	ʦʰe²¹	141	tsʰ e ²¹	
Dianfang_Tujia		water	948	948	ʦʰe²¹	141	tsʰ e ²¹	
Boluo_Tujia		water	948	948	ʦʰe¹³	141	tsʰ e ¹³	
Tanxi_Tujia		water	948	948	ʦʰe³⁵	141	tsʰ e ³⁵	
Tasha_Tujia		we	1212	1212	aŋ²⁴	142	a ŋ ²⁴ n i ⁵⁵	
Duogu_Tujia		we	1212	1212	ŋa²⁴+ni⁴⁴	142	ŋ a ²⁴ n i ⁴⁴	
Dianfang_Tujia		we	1212	1212	ŋa³⁵+ni³⁵	142	ŋ a ³⁵ n i ³⁵	
Boluo_Tujia		we	1212	1212	a³³+ni³³	142	a ³³ n i ³³	
Tanxi_Tujia		we	1212	1212	ʔa²¹+ni³³	142	ʔ a ²¹ n i ³³	
