language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Fuzhou	mind1253	cloud	15		xuŋ⁵²_chai³¹	489	x u ŋ tsʰ a i	
Burmese	nucl1310	cloud	15		tim	1335	t i m	
Horpa	horp1239	cloud	15		zdo	1335	z d o	
Ao-Chungli	chon1286	cloud	15		mepet	831	m e p e t	
Padam	pada1257	cloud	15		do-muk	322	d o m u k	
Bola	pela1242	cloud	15		tʃa̲m⁵⁵	206	tʃ a̰ m	
Guiqiong	guiq1238	cloud	15		ẓɔ̃³⁵_kuɛ̃³⁵	1335	ʐ ɔ̃ k u ɛ̃ ∼	
Quueyu	quey1238	know	47		xa⁵⁵_kuə¹³	699	x a k u ə	
Dhimal	dhim1246	know	47		gi	1116	g i	
Apatari	apat1240	know	47		cì	639	ts i	
Jirel	jire1238	know	47		čha_T¹_še_L¹	297	tʃ h a ʃ e	
Old Chinese	oldc1244	know	47		te_	1454	t e	
Idu	idum1241	know	47		ka³_sa⁴	297	k a s a	
Lhota	loth1237	know	47		nci	158	n ts i	
Lushai	lush1249	know	47		hria	1454	h r i a	
Lepcha	lepc1244	know	47		thyak	1509	tʰ y a k	
Sgaw	sgaw1245	know	47		ṭeʔ⁵³_ńa⁴⁴	297	ʈ e ʔ nʲ a	
Rourou	nusu1239	know	47		ńiæ³⁵	277	nʲ i æ	
Dulong	drun1238	know	47		sɔ⁵⁵	297	s ɔ	
Tangkul	tang1336	know	47		thei	158	tʰ e i	
Pa'O	paok1235	know	47		se²²	297	s e	
Kulung	kulu1253	know	47		chet-	762	tsʰ e t	
Geker	geko1235	know	47		ṭʌiʔ⁵³_laʔ⁵³	297	ʈ ʌ i ʔ l a ʔ	
Ersu	ersu1241	know	47		ha³³_sɛ⁵⁵	297	h a s ɛ	
Ao-Mongsen	mong1332	know	47		metet	1517	m e t e t	
Sherpa	sher1255	know	47		še_LF	297	ʃ e	
Rawang	rawa1265	know	47		ša	297	ʃ a	
Bokar	bori1243	know	47		ćen	639	tsʲ e n	
Hmar	hmar1241	know	47		hrie	1454	h r i e	
Nusu	nusu1239	know	47		su⁴²	297	s u	
Geba	geba1237	know	47		ṭɛʔ⁵³_hɛ⁴⁴	297	ʈ ɛ ʔ h ɛ	
Manu	manu1255	know	47		se³³_kə¹¹_nạ	297	s e k ə n a̰	
Alike Tibetan	amdo1237	know	47		xhi	297	x h i	
Shixing	shix1238	know	47		sɛ⁵³	297	s ɛ	
Ninglang-Naxi	naxi1245	know	47		sɨ³³	297	s ɨ	
Khaling	khal1275	know	47		cuH	340	ts u	
W. Kayah	west2409	know	47		ćɛ⁵⁵_ńe³³	297	tsʲ ɛ nʲ e	
Written Tibetan	tibe1272	know	47		ćes	297	tsʲ e s	
Batang Tibetan	kham1282	know	47		xhe⁵⁵	297	x h e	
Gurung	guru1261	know	47		se²	297	s e	
Lhasa Tibetan	tibe1272	know	47		ćẽ⁵²	297	tsʲ ẽ ∼	
Garo	garo1247	know	47		uia	1095	u i a	
Hill-Miri	nyis1236	know	47		cin	639	ts i n	
Limbu	limb1266	know	47		lɛːmaʔ	470	l ɛː m a ʔ	
Hakka	hakk1236	know	47		di¹	1454	d i	
Motuo-M	dakp1242	know	47		se	297	s e	
Tujia	nort2732	know	47		xa¹_zi⁴	297	x a z i	
Beijing	mand1415	know	47		zhīdao	1454	z h iː d a o	
Zhaba	zhab1238	know	47		se⁵⁵	297	s e	
Kaike	kaik1246	know	47		hako	573	h a k o	
Yintale	yint1235	know	47		ʃi⁵⁵_na¹¹	297	ʃ i n a	
Jinuo	youl1235	know	47		sə⁴⁴	297	s ə	
Serdukpen	sher1257	know	47		dan	1517	d a n	
Namuzi	namu1246	know	47		sɨ³⁵	297	s ɨ	
Xiaxe Tibetan	amdo1237	know	47		ćhi	297	tsʲʰ i	
Lüsu	lisu1250	know	47		hũ³³_sɨ⁵³	297	h ũ ∼ s ɨ	
Liangmai	lian1251	know	47		ši	297	ʃ i	
Dimasa	dima1251	know	47		mithi	158	m i tʰ i	
Yeinbaw	yinb1236	know	47		θe⁴⁴	297	θ e	
N-Qiang	nort2722	know	47		sə	297	s ə	
Lijiang-Naxi	lich1241	know	47		sɨ³³	297	s ɨ	
Zeme	zeme1240	know	47		chi	158	tsʰ i	
Burmese	nucl1310	know	47		si	297	s i	
Horpa	horp1239	know	47		ha_goŋ	573	h a g o ŋ	
Ao-Chungli	chon1286	know	47		metet	1517	m e t e t	
Padam	pada1257	know	47		ken	639	k e n	
Bola	pela1242	know	47		sɛ³⁵	297	s ɛ	
Guiqiong	guiq1238	know	47		ma⁵⁵_sɨ⁵⁵	297	m a s ɨ	
Lepcha	lepc1244	know	47		yă	265	y a	
Ao-Mongsen	mong1332	know	47		ši	297	ʃ i	
Ao-Chungli	chon1286	know	47		šitet	297	ʃ i t e t	
Guiqiong	guiq1238	know	47		ma⁵⁵_sɨ⁵⁵	758	m a s ɨ	
Quueyu	quey1238	many	54		qa⁵⁵_ji³³	172	q a j i	
Dhimal	dhim1246	many	54		istu	1507	i s t u	
Jirel	jire1238	many	54		kal_L¹ba_T¹	955	k a l b a	
Old Chinese	oldc1244	many	54		tāj	1507	t aː j	
Idu	idum1241	many	54		pa¹_ca¹	172	p a ts a	
Lhota	loth1237	many	54		elam	412	e l a m	
Lushai	lush1249	many	54		tam	122	t a m	
Lepcha	lepc1244	many	54		gyap	638	g y a p	
Sgaw	sgaw1245	many	54		ʔa⁴⁴_ʔa⁴⁴_ɣɔ	1240	ʔ a ʔ a ɣ ɔ	
Rourou	nusu1239	many	54		mi⁴²	212	m i	
Dulong	drun1238	many	54		bɨm⁵³	850	b ɨ m	
Tangkul	tang1336	many	54		kachuŋha	156	k a tsʰ u ŋʰ a	
Pa'O	paok1235	many	54		ʔa²²	1240	ʔ a	
Geker	geko1235	many	54		ʔɔ³³_du³³_ʔɔ	1240	ʔ ɔ d u ʔ ɔ	
Ersu	ersu1241	many	54		ja³³_mi⁵⁵	212	j a m i	
Ao-Mongsen	mong1332	many	54		iya	956	i y a	
Sherpa	sher1255	many	54		alɛHR	432	a l ɛ	
Rawang	rawa1265	many	54		bim	850	b i m	
Bokar	bori1243	many	54		a_ɨ	1240	a ɨ	
Hmar	hmar1241	many	54		tam	122	t a m	
Nusu	nusu1239	many	54		mia⁵⁵	212	m i a	
Geba	geba1237	many	54		ʔɔ³³_ʔɛ̃ʔ⁵³_ʔ	1240	ʔ ɔ ʔ ɛ̃ ∼ ʔ ʔ	
Manu	manu1255	many	54		a¹¹_ßø̣⁴⁴_le	1240	a s ø̰ l e	
Alike Tibetan	amdo1237	many	54		maŋ_ŋæ	1468	m a ŋ ŋ æ	
Shixing	shix1238	many	54		bɛ̃³⁵	850	b ɛ̃ ∼	
Ninglang-Naxi	naxi1245	many	54		ʒ́i¹³	212	ʒʲ i	
Khaling	khal1275	many	54		gholeH	1139	gʰ o l e	
W. Kayah	west2409	many	54		o¹¹_rọ⁴⁴	1240	o r o̰	
Written Tibetan	tibe1272	many	54		maŋ_mo	1468	m a ŋ m o	
Batang Tibetan	kham1282	many	54		mõ¹³___mbo⁵³	1468	m õ ∼ m b o	
Gurung	guru1261	many	54		lxe²	432	l x e	
Lhasa Tibetan	tibe1272	many	54		maŋ¹³_ko⁵⁵	1468	m a ŋ k o	
Garo	garo1247	many	54		baŋ-a	850	b a ŋ a	
Hill-Miri	nyis1236	many	54		hama	1468	h a m a	
Hakka	hakk1236	many	54		do¹	1507	d o	
Motuo-M	dakp1242	many	54		zak_po	172	z a k p o	
Tujia	nort2732	many	54		zi⁴	172	z i	
Beijing	mand1415	many	54		duō	1507	d u oː	
Zhaba	zhab1238	many	54		mjo²¹	212	m j o	
Kaike	kaik1246	many	54		yalma	956	y a l m a	
Yintale	yint1235	many	54		ʔa⁵⁵_ʔuŋ³³	1240	ʔ a ʔ u ŋ	
Jinuo	youl1235	many	54		thə⁴²	1507	tʰ ə	
Serdukpen	sher1257	many	54		ieb-chaŋ	156	i e b tsʰ a ŋ	
Namuzi	namu1246	many	54		da⁵⁵_bər³³	850	d a b ə r	
Xiaxe Tibetan	amdo1237	many	54		maŋ	1468	m a ŋ	
Lüsu	lisu1250	many	54		miæ⁵³miæ⁵³	212	m i æ m i æ	
Liangmai	lian1251	many	54		malinna	412	m a l i n n a	
Dimasa	dima1251	many	54		gabaŋ	850	g a b a ŋ	
Yeinbaw	yinb1236	many	54		ʔo¹¹_ʔa⁵⁵	1240	ʔ o ʔ a	
N-Qiang	nort2722	many	54		quə_ɣli	1466	q u ə ɣ l i	
Lijiang-Naxi	lich1241	many	54		mbɨ³¹	212	m b ɨ	
Zeme	zeme1240	many	54		misoŋga	156	m i s o ŋ g a	
Jingpo	kach1280	many	54		loʔ⁵⁵	410	l o ʔ	
Bodo	bodo1269	many	54		babəŋ	850	b a b ə ŋ	
Fuzhou	mind1253	many	54		sa²⁴²	1299	s a	
Burmese	nucl1310	many	54		mjaː	212	m j aː	
Horpa	horp1239	many	54		_ɣre	1466	ɣ r e	
Ao-Chungli	chon1286	many	54		aeiga	956	a e i g a	
Padam	pada1257	many	54		bo-ʒe	172	b o ʒ e	
Bola	pela1242	many	54		mja³¹	212	m j a	
Guiqiong	guiq1238	many	54		tö³³_nbu⁵³	850	t ö n b u	
Lhota	loth1237	many	54		koːša	156	k oː ʃ a	
Liangmai	lian1251	many	54		keŋbu	957	k e ŋ b u	
Quueyu	quey1238	mouth	58		ćnə³³_mbə³³	707	tsʲ n ə m b ə	
Dhimal	dhim1246	mouth	58		nui	707	n u i	
Apatari	apat1240	mouth	58		à_guŋ	572	a g u ŋ	
Jirel	jire1238	mouth	58		kha_T²	680	kʰ a	
Old Chinese	oldc1244	mouth	58		khōʔ	593	kʰ oː ʔ	
Idu	idum1241	mouth	58		e¹_ko¹_be⁴	1130	e k o b e	
Lhota	loth1237	mouth	58		oːpaŋ	870	oː p a ŋ	
Lushai	lush1249	mouth	58		ka	680	k a	
Lepcha	lepc1244	mouth	58		a-boŋ	870	a b o ŋ	
Sgaw	sgaw1245	mouth	58		kɔʔ⁵³_p̯ụ³³	858	k ɔ ʔ p̯ ṵ	
Rourou	nusu1239	mouth	58		ńi⁴⁴_	707	nʲ i	
Dulong	drun1238	mouth	58		nɨi⁵⁵	707	n ɨ i	
Tangkul	tang1336	mouth	58		khamor	355	kʰ a m o r	
Pa'O	paok1235	mouth	58		phrɔŋ⁵⁵y	1266	pʰ r ɔ ŋ y	
Kulung	kulu1253	mouth	58		Nə	619	ə	
Geker	geko1235	mouth	58		khaʔ⁵³_kəɨ⁴⁴	593	kʰ a ʔ k ə ɨ	
Ersu	ersu1241	mouth	58		sɨ⁵⁵_npha⁵⁵	271	s ɨ n pʰ a	
Ao-Mongsen	mong1332	mouth	58		tɨpaŋ	870	t ɨ p a ŋ	
Sherpa	sher1255	mouth	58		khaHR	680	kʰ a	
Rawang	rawa1265	mouth	58		ner	707	n e r	
Bokar	bori1243	mouth	58		nap_paŋ	1087	n a p p a ŋ	
Hmar	hmar1241	mouth	58		bau	858	b a u	
Nusu	nusu1239	mouth	58		nha⁵⁵_khoŋ³⁵	1087	nʰ a kʰ o ŋ	
Geba	geba1237	mouth	58		kəkɔʔ⁵³_p̯u³³	858	k ə k ɔ ʔ p̯ u	
Manu	manu1255	mouth	58		khu⁴⁴_phiɛ⁴⁴	593	kʰ u pʰ i ɛ	
Alike Tibetan	amdo1237	mouth	58		khä	680	kʰ æ	
Shixing	shix1238	mouth	58		ńi⁵⁵_śã³³	707	nʲ i sʲ ã ∼	
Ninglang-Naxi	naxi1245	mouth	58		ńi³³_to³³	707	nʲ i t o	
Khaling	khal1275	mouth	58		kwam_L	572	k w a m	
W. Kayah	west2409	mouth	58		kha³³_ʔu¹¹	593	kʰ a ʔ u	
Written Tibetan	tibe1272	mouth	58		kha	680	kʰ a	
Batang Tibetan	kham1282	mouth	58		kha⁵³	680	kʰ a	
Gurung	guru1261	mouth	58		sũ¹	961	s ũ ∼	
Lhasa Tibetan	tibe1272	mouth	58		kha⁵⁵	680	kʰ a	
Garo	garo1247	mouth	58		ku-sik	593	k u s i k	
Hill-Miri	nyis1236	mouth	58		nepti	1087	n e p t i	
Limbu	limb1266	mouth	58		məʔra	1166	m ə ʔ r a	
Hakka	hakk1236	mouth	58		zoi⁴	228	z o i	
Motuo-M	dakp1242	mouth	58		no_waŋ	707	n o w a ŋ	
Tujia	nort2732	mouth	58		ca³_ćhi¹	166	ts a tsʲʰ i	
Beijing	mand1415	mouth	58		zuǐ	228	z u i	
Zhaba	zhab1238	mouth	58		nu̲t⁵⁵	707	n u t	
Kaike	kaik1246	mouth	58		khapra	680	kʰ a p r a	
Yintale	yint1235	mouth	58		kha⁵⁵_khu³³	593	kʰ a kʰ u	
Jinuo	youl1235	mouth	58		mhö⁴⁴_mhö⁴⁴	707	mʰ ö mʰ ö	
Serdukpen	sher1257	mouth	58		nichaw	228	n i tsʰ a w	
Namuzi	namu1246	mouth	58		mi³³_mphsɨ⁵⁵	271	m i m pʰ s ɨ	
Xiaxe Tibetan	amdo1237	mouth	58		kha	680	kʰ a	
Lüsu	lisu1250	mouth	58		ku³³_pe⁵³	593	k u p e	
Liangmai	lian1251	mouth	58		chamun	355	tsʰ a m u n	
Dimasa	dima1251	mouth	58		khu	593	kʰ u	
Yeinbaw	yinb1236	mouth	58		kạu¹¹_ko⁵⁵	1241	k a̰ u k o	
N-Qiang	nort2722	mouth	58		ʒə_kuə	166	ʒ ə k u ə	
Lijiang-Naxi	lich1241	mouth	58		nv⁵⁵_ta³³	707	n v t a	
Zeme	zeme1240	mouth	58		mimui	355	m i m u i	
Jingpo	kach1280	mouth	58		n³¹_kup³¹	1310	n k u p	
Fuzhou	mind1253	mouth	58		chui³¹	228	tsʰ u i	
Burmese	nucl1310	mouth	58		paː_cap	960	p aː ts a p	
Horpa	horp1239	mouth	58		ja	707	j a	
Ao-Chungli	chon1286	mouth	58		tebaŋ	870	t e b a ŋ	
Padam	pada1257	mouth	58		naːp-paŋ	1087	n aː p p a ŋ	
Bola	pela1242	mouth	58		nɔ̲t⁵⁵	707	n ɔ̰ t	
Guiqiong	guiq1238	mouth	58		wũ³¹_pu⁵⁵	858	w ũ ∼ p u	
Lushai	lush1249	mouth	58		kam	572	k a m	
Manu	manu1255	mouth	58		khu⁴⁴_phiɛ⁴⁴	1266	kʰ u pʰ i ɛ	
Hill-Miri	nyis1236	mouth	58		agom	572	a g o m	
N-Qiang	nort2722	mouth	58		ʒə_kuə	593	ʒ ə k u ə	
Dhimal	dhim1246	new	62		nawa_IND	37	n a w a	
Apatari	apat1240	new	62		níti	1405	n i t i	
Jirel	jire1238	new	62		sam_L¹ba_T¹	189	s a m b a	
Old Chinese	oldc1244	new	62		sin	301	s i n	
Idu	idum1241	new	62		me¹_eŋ¹	1542	m e e ŋ	
Lhota	loth1237	new	62		ethã	189	e tʰ ã ∼	
Lushai	lush1249	new	62		thar	189	tʰ a r	
Lepcha	lepc1244	new	62		ăl	1216	a l	
Sgaw	sgaw1245	new	62		ʔəṭɔː⁴⁴	301	ʔ ə ʈ ɔː	
Rourou	nusu1239	new	62		ćiæ³¹	301	tsʲ i æ	
Dulong	drun1238	new	62		aŋ³¹_sar⁵⁵	189	a ŋ s a r	
Tangkul	tang1336	new	62		kathar	189	k a tʰ a r	
Pa'O	paok1235	new	62		tə⁵⁵_sa³³	301	t ə s a	
Geker	geko1235	new	62		ṭaː⁵³	301	ʈ aː	
Ersu	ersu1241	new	62		sɨ⁵⁵	301	s ɨ	
Ao-Mongsen	mong1332	new	62		tesen	301	t e s e n	
Sherpa	sher1255	new	62		sambɛHF	189	s a m b ɛ	
Rawang	rawa1265	new	62		aŋ_səR	189	a ŋ s ə	
Bokar	bori1243	new	62		nɨ_tiː	1405	n ɨ t iː	
Hmar	hmar1241	new	62		thar	189	tʰ a r	
Nusu	nusu1239	new	62		ʒ́ɔ⁵⁵_ɔ³¹	301	ʒʲ ɔ ɔ	
Geba	geba1237	new	62		ʔəṭɛ⁴⁴	301	ʔ ə ʈ ɛ	
Manu	manu1255	new	62		sa¹¹	301	s a	
Alike Tibetan	amdo1237	new	62		sho_mæ	189	sʰ o m æ	
Shixing	shix1238	new	62		ṣɛ⁵⁵_hĩ³³	301	ʂ ɛ h ĩ ∼	
Ninglang-Naxi	naxi1245	new	62		ṣɨ¹³	301	ʂ ɨ	
Khaling	khal1275	new	62		nin_L	1405	n i n	
W. Kayah	west2409	new	62		ćɛ³³	301	tsʲ ɛ	
Written Tibetan	tibe1272	new	62		gsar__pa	189	g s a r p a	
Batang Tibetan	kham1282	new	62		sɛ⁵⁵_ba⁵³	189	s ɛ b a	
Gurung	guru1261	new	62		chaː²ra	189	tsʰ aː r a	
Lhasa Tibetan	tibe1272	new	62		saː⁵⁵_pa⁵⁵	189	s aː p a	
Garo	garo1247	new	62		gital	1225	g i t a l	
Hill-Miri	nyis1236	new	62		nite-ne	1405	n i t e n e	
Limbu	limb1266	new	62		kɔsɔN	154	k ɔ s ɔ	
Hakka	hakk1236	new	62		sin¹	301	s i n	
Motuo-M	dakp1242	new	62		siŋ_ma	301	s i ŋ m a	
Tujia	nort2732	new	62		a³_si¹	301	a s i	
Beijing	mand1415	new	62		śīn	301	sʲ iː n	
Zhaba	zhab1238	new	62		a²¹_sik⁵⁵	301	a s i k	
Kaike	kaik1246	new	62		sɔrba__TIB?	189	s ɔ r b a	
Yintale	yint1235	new	62		ʔa¹¹_ṣaŋ³⁵	301	ʔ a ʂ a ŋ	
Jinuo	youl1235	new	62		ʃi⁵⁵	301	ʃ i	
Namuzi	namu1246	new	62		sɨ⁵⁵_cɛ³³	301	s ɨ ts ɛ	
Xiaxe Tibetan	amdo1237	new	62		sho_ma	189	sʰ o m a	
Lüsu	lisu1250	new	62		ʒ́e³³_ʒ́e³³	1149	ʒʲ e ʒʲ e	
Liangmai	lian1251	new	62		kašan	301	k a ʃ a n	
Dimasa	dima1251	new	62		gadaiŋ	1225	g a d a i ŋ	
Yeinbaw	yinb1236	new	62		θi⁵⁵	301	θ i	
N-Qiang	nort2722	new	62		khsə	301	kʰ s ə	
Lijiang-Naxi	lich1241	new	62		ṣɨ⁵⁵	301	ʂ ɨ	
Zeme	zeme1240	new	62		karchibe	189	k a r tsʰ i b e	
Jingpo	kach1280	new	62		n³¹_nan³³	1366	n n a n	
Bodo	bodo1269	new	62		gadan	1225	g a d a n	
Fuzhou	mind1253	new	62		siŋ⁵⁵	301	s i ŋ	
Burmese	nucl1310	new	62		sac	301	s a ts	
Horpa	horp1239	new	62		xso_xso	301	x s o x s o	
Ao-Chungli	chon1286	new	62		tasen	301	t a s e n	
Padam	pada1257	new	62		a-ni	1405	a n i	
Bola	pela1242	new	62		sak⁵⁵	301	s a k	
Guiqiong	guiq1238	new	62		sö⁵⁵_pö⁵⁵	301	s ö p ö	
Lepcha	lepc1244	new	62		car	189	ts a r	
Quueyu	quey1238	root	71		_ṣce⁵	1449	ʂ ts e	
Apatari	apat1240	root	71		lɨma	337	l ɨ m a	
Jirel	jire1238	root	71		cab_L¹reŋ_T¹	1481	ts a b r e ŋ	
Old Chinese	oldc1244	root	71		pə̄rʔ	1356	p ə r ʔ	
Idu	idum1241	root	71		ho¹_ro¹	1416	h o r o	
Lhota	loth1237	root	71		oːyaŋ	785	oː y a ŋ	
Lushai	lush1249	root	71		zuŋ	785	z u ŋ	
Lepcha	lepc1244	root	71		fya	1202	f y a	
Sgaw	sgaw1245	root	71		ɣi²²	1416	ɣ i	
Rourou	nusu1239	root	71		_kã³¹	1481	k ã ∼	
Dulong	drun1238	root	71		aːŋ⁵⁵_rɨ⁵⁵	1416	aː ŋ r ɨ	
Tangkul	tang1336	root	71		aŋayuŋ	785	a ŋ a y u ŋ	
Pa'O	paok1235	root	71		ʔa¹¹_rwi⁵⁵²²	1416	ʔ a r w i	
Kulung	kulu1253	root	71		sam	1449	s a m	
Geker	geko1235	root	71		ṭəɨ³¹_ʃwiʔ⁵³	1416	ʈ ə ɨ ʃ w i ʔ	
Ersu	ersu1241	root	71		nbar⁵⁵	1356	n b a r	
Ao-Mongsen	mong1332	root	71		tezuŋ	785	t e z u ŋ	
Sherpa	sher1255	root	71		mɛrHR	337	m ɛ r	
Rawang	rawa1265	root	71		rer	1416	r e r	
Bokar	bori1243	root	71		pa_pɨr	1356	p a p ɨ r	
Hmar	hmar1241	root	71		thiŋzuŋ	785	tʰ i ŋ z u ŋ	
Nusu	nusu1239	root	71		grə⁵⁵_ma³¹	1481	g r ə m a	
Geba	geba1237	root	71		wi²²	1416	w i	
Manu	manu1255	root	71		kɔ³³_ßi³³⁴⁴	1416	k ɔ s i	
Alike Tibetan	amdo1237	root	71		ɣca_pa	283	ɣ ts a p a	
Shixing	shix1238	root	71		khɨ³⁵	568	kʰ ɨ	
Ninglang-Naxi	naxi1245	root	71		khɨ³³_tər¹³	568	kʰ ɨ t ə r	
Khaling	khal1275	root	71		sɛm_L	1449	s ɛ m	
W. Kayah	west2409	root	71		rũi⁴⁴	1416	r ũ ∼ i	
Written Tibetan	tibe1272	root	71		rca_ba	283	r ts a b a	
Batang Tibetan	kham1282	root	71		nʒ́ɛʔ⁵³	283	n ʒʲ ɛ ʔ	
Gurung	guru1261	root	71		ʒara_NPL	49	ʒ a r a	
Lhasa Tibetan	tibe1272	root	71		caː⁵⁵	283	ts aː	
Garo	garo1247	root	71		ja-dil	1543	j a d i l	
Hill-Miri	nyis1236	root	71		rɨga	1416	r ɨ g a	
Limbu	limb1266	root	71		saːp	1449	s aː p	
Hakka	hakk1236	root	71		gin¹	1308	g i n	
Motuo-M	dakp1242	root	71		ca	283	ts a	
Tujia	nort2732	root	71		ći¹_la⁴	568	tsʲ i l a	
Beijing	mand1415	root	71		gēn	1308	g eː n	
Zhaba	zhab1238	root	71		a²¹_pu̲n⁵¹	1356	a p u n	
Yintale	yint1235	root	71		wei¹¹	1416	w e i	
Jinuo	youl1235	root	71		a³³_ćhe⁴⁴	568	a tsʲʰ e	
Serdukpen	sher1257	root	71		rabo	1202	r a b o	
Namuzi	namu1246	root	71		pɛ̲r⁴⁴	1356	p ɛ r	
Xiaxe Tibetan	amdo1237	root	71		hca_pa	283	h ts a p a	
Lüsu	lisu1250	root	71		_nbɨ⁵³	1356	n b ɨ	
Liangmai	lian1251	root	71		paminh	337	p a m i nʰ	
Dimasa	dima1251	root	71		jader	1543	j a d e r	
Yeinbaw	yinb1236	root	71		sɨ¹¹_rwẹ⁵⁵	1416	s ɨ r w ḛ	
N-Qiang	nort2722	root	71		kapa	1356	k a p a	
Lijiang-Naxi	lich1241	root	71		khɨ³³	568	kʰ ɨ	
Zeme	zeme1240	root	71		pema	337	p e m a	
Jingpo	kach1280	root	71		ʒu³¹	1217	ʒ u	
Bodo	bodo1269	root	71		rodəj	1543	r o d ə j	
Fuzhou	mind1253	root	71		chiu³¹_küŋ⁵⁵	1308	tsʰ i u k y ŋ	
Burmese	nucl1310	root	71		amrac	244	a m r a ts	
