language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Chengdu		all	98	98	təu⁴⁴	432	t ə u ⁴⁴	
Kunming		all	98	98	tu⁴⁴	432	t u ⁴⁴	
Hefei		all	98	98	tu²¹²	432	t u ²¹²	
Yangzhou		all	98	98	tu³¹	432	t u ³¹	
Suzhou		all	98	98	zɛ²⁴	434	z ɛ ²⁴	
Wenzhou		all	98	98	o²³	435	o ²³	
Changsha		all	98	98	xa²¹	436	x a ²¹	
Nanchang		all	98	98	tu⁴²	432	t u ⁴²	
Meixian		all	98	98	tu⁴⁴	432	t u ⁴⁴	
Guangzhou		all	98	98	ʃai³³	437	ʃ a i ³³	
Yangjiang		all	98	98	tou³³	432	t o u ³³	
Chaozhou		all	98	98	tai³⁵₂₁ke³³	628	t a i ³⁵ k e ³³	
Xiamen		all	98	98	lɔŋ⁵¹₅₅	105	l ɔ ŋ ⁵¹	
Chaozhou		all	98	98	loŋ⁵³	105	l o ŋ ⁵³	
Fuzhou		all	98	98	tu⁴⁴	432	t u ⁴⁴	
Beijing		all	98	98	ta⁵¹xuor²¹⁴	625	t a ⁵¹ x u o r ²¹⁴	
Jinan		all	98	98	ta²¹xuər⁵⁵	625	t a ²¹ x u ə r ⁵⁵	
Shenyang		all	98	98	ta⁴¹xuər²¹³	625	t a ⁴¹ x u ə r ²¹³	
Xian		all	98	98	tɑ⁴⁵tɕiɑ⁰	628	t ɑ ⁴⁵ tɕ i ɑ ⁰	
Chengdu		all	98	98	ta¹³tɕia⁴⁴	628	t a ¹³ tɕ i a ⁴⁴	
Kunming		all	98	98	ta¹³tɕia⁴⁴	628	t a ¹³ tɕ i a ⁴⁴	
Hefei		all	98	98	ta⁵³tɕia²¹²	628	t a ⁵³ tɕ i a ²¹²	
Yangzhou		all	98	98	tɑ⁵⁵kɑ⁰	628	t ɑ ⁵⁵ k ɑ ⁰	
Suzhou		all	98	98	dɒ³¹₂₂kɒ⁴⁴	628	d ɒ ³¹ k ɒ ⁴⁴	
Wenzhou		all	98	98	da¹¹ko⁴⁴naŋ⁰	629	d a ¹¹ k o ⁴⁴ n a ŋ ⁰	
Changsha		all	98	98	tai²¹ka³³	628	t a i ²¹ k a ³³	
Nanchang		all	98	98	tʰai³¹ka⁴²	628	tʰ a i ³¹ k a ⁴²	
Nanchang		all	98	98	tʰai³¹kan⁰	626	tʰ a i ³¹ k a n ⁰	
Meixian		all	98	98	tsʰɛ¹²ka⁴⁴	246	tsʰ ɛ ¹² k a ⁴⁴	
Guangzhou		all	98	98	tai²²ka⁵³	628	t a i ²² k a ⁵³	
Guangzhou		all	98	98	tai²²tʃʊŋ³³	627	t a i ²² tʃ ʊ ŋ ³³	
Yangjiang		all	98	98	tai⁴⁵⁴ka³³	628	t a i ⁴⁵⁴ k a ³³	
Xiamen		all	98	98	tai³³₁₁ke³³	628	t a i ³³ k e ³³	
Fuzhou		all	98	98	tai²⁴²₄₄a⁴⁴nøyŋ⁵²	629	t a i ²⁴² a ⁴⁴ n ø y ŋ ⁵²	
Fuzhou		all	98	98	kɔʔ²³₃₁nøyŋ⁵²	247	k ɔ ʔ ²³ n ø y ŋ ⁵²	
Beijing		big	1202	1202	ta⁵¹	53	t a ⁵¹	
Jinan		big	1202	1202	ta²¹	53	t a ²¹	
Shenyang		big	1202	1202	ta⁴¹	53	t a ⁴¹	
Xian		big	1202	1202	tɑ⁴⁵	53	t ɑ ⁴⁵	
Chengdu		big	1202	1202	ta¹³	53	t a ¹³	
Kunming		big	1202	1202	ta¹³	53	t a ¹³	
Hefei		big	1202	1202	ta⁵³	53	t a ⁵³	
Yangzhou		big	1202	1202	tɑ⁵⁵	53	t ɑ ⁵⁵	
Suzhou		big	1202	1202	dəu³¹	53	d ə u ³¹	
Wenzhou		big	1202	1202	du¹¹	53	d u ¹¹	
Changsha		big	1202	1202	tai²¹	53	t a i ²¹	
Nanchang		big	1202	1202	tʰai³¹	53	tʰ a i ³¹	
Meixian		big	1202	1202	tʰai⁴²	53	tʰ a i ⁴²	
Guangzhou		big	1202	1202	tai²²	53	t a i ²²	
Yangjiang		big	1202	1202	tai⁴⁵⁴	53	t a i ⁴⁵⁴	
Xiamen		big	1202	1202	tua³³	53	t u a ³³	
Chaozhou		big	1202	1202	tua¹¹	53	t u a ¹¹	
Fuzhou		big	1202	1202	tuai²⁴²	53	t u a i ²⁴²	
Beijing		dark	706	706	xei⁵⁵	88	x e i ⁵⁵	
Jinan		dark	706	706	xei²¹³	88	x e i ²¹³	
Jinan		dark	706	706	ŋæ̃²¹	90	ŋ æ̃ ∼ ²¹	
Shenyang		dark	706	706	an⁴¹	90	a n ⁴¹	
Xian		dark	706	706	ŋæ̃⁴⁵	90	ŋ æ̃ ∼ ⁴⁵	
Chengdu		dark	706	706	xe³¹	88	x e ³¹	
Kunming		dark	706	706	xə³¹	88	x ə ³¹	
Hefei		dark	706	706	xɐʔ⁴	88	x ɐ ʔ ⁴	
Yangzhou		dark	706	706	ɛ̃⁵⁵	90	ɛ̃ ∼ ⁵⁵	
Yangzhou		dark	706	706	xəʔ⁴	88	x ə ʔ ⁴	
Suzhou		dark	706	706	ø⁵¹³	90	ø ⁵¹³	
Suzhou		dark	706	706	hɤʔ⁴	88	h ɤ ʔ ⁴	
Wenzhou		dark	706	706	ø¹²	90	ø ¹²	
Changsha		dark	706	706	ŋan⁵⁵	90	ŋ a n ⁵⁵	
Nanchang		dark	706	706	ŋɔn⁵⁵	90	ŋ ɔ n ⁵⁵	
Meixian		dark	706	706	am⁴²	90	a m ⁴²	
Guangzhou		dark	706	706	hɐk⁵	88	h ɐ k ⁵	
Yangjiang		dark	706	706	ɐm²⁴	90	ɐ m ²⁴	
Xiamen		dark	706	706	am¹¹	90	a m ¹¹	
Chaozhou		dark	706	706	am²¹³	90	a m ²¹³	
Fuzhou		dark	706	706	aŋ²¹³	90	a ŋ ²¹³	
Beijing		dry	1398	1398	kan⁵⁵	96	k a n ⁵⁵	
Jinan		dry	1398	1398	kæ̃²¹³	96	k æ̃ ∼ ²¹³	
Shenyang		dry	1398	1398	kan³³	96	k a n ³³	
Xian		dry	1398	1398	kæ̃²¹	96	k æ̃ ∼ ²¹	
Chengdu		dry	1398	1398	kan⁴⁴	96	k a n ⁴⁴	
Kunming		dry	1398	1398	kã⁴⁴	96	k ã ∼ ⁴⁴	
Hefei		dry	1398	1398	kæ̃²¹²	96	k æ̃ ∼ ²¹²	
Yangzhou		dry	1398	1398	kɛ̃³¹	96	k ɛ̃ ∼ ³¹	
Suzhou		dry	1398	1398	kø⁴⁴	96	k ø ⁴⁴	
Wenzhou		dry	1398	1398	ky⁴⁴	96	k y ⁴⁴	
Changsha		dry	1398	1398	kan³³	96	k a n ³³	
Nanchang		dry	1398	1398	kɔn⁴²	96	k ɔ n ⁴²	
Meixian		dry	1398	1398	kɔn⁴⁴	96	k ɔ n ⁴⁴	
Guangzhou		dry	1398	1398	kɔn⁵³	96	k ɔ n ⁵³	
Yangjiang		dry	1398	1398	tʃau³³	97	tʃ a u ³³	
Xiamen		dry	1398	1398	ta⁵⁵	98	t a ⁵⁵	
Xiamen		dry	1398	1398	kan⁵⁵	96	k a n ⁵⁵	
Chaozhou		dry	1398	1398	ta³³	98	t a ³³	
Fuzhou		dry	1398	1398	ta⁴⁴	98	t a ⁴⁴	
Fuzhou		dry	1398	1398	kaŋ⁴⁴	96	k a ŋ ⁴⁴	
Beijing		early	672	672	tsau²¹⁴	144	ts a u ²¹⁴	
Jinan		early	672	672	tsɔ⁵⁵	144	ts ɔ ⁵⁵	
Shenyang		early	672	672	tsau²¹³	144	ts a u ²¹³	
Xian		early	672	672	tsɑu⁵³	144	ts ɑ u ⁵³	
Chengdu		early	672	672	tsau⁵³	144	ts a u ⁵³	
Kunming		early	672	672	tsau⁵³	144	ts a u ⁵³	
Hefei		early	672	672	tsɔ²⁴	144	ts ɔ ²⁴	
Yangzhou		early	672	672	tsɔ⁴²	144	ts ɔ ⁴²	
Suzhou		early	672	672	tsæ⁴¹	144	ts æ ⁴¹	
Wenzhou		early	672	672	tsɜ⁴⁵	144	ts ɜ ⁴⁵	
Changsha		early	672	672	tsau⁴¹	144	ts a u ⁴¹	
Nanchang		early	672	672	tsau²¹³	144	ts a u ²¹³	
Meixian		early	672	672	tsau³¹	144	ts a u ³¹	
Guangzhou		early	672	672	tʃou³⁵	144	tʃ o u ³⁵	
Yangjiang		early	672	672	tʃou²¹	144	tʃ o u ²¹	
Xiamen		early	672	672	tsa⁵¹	144	ts a ⁵¹	
Chaozhou		early	672	672	tsa⁵³	144	ts a ⁵³	
Fuzhou		early	672	672	tsa³¹	144	ts a ³¹	
Beijing		full	1429	1429	man²¹⁴	78	m a n ²¹⁴	
Jinan		full	1429	1429	mæ̃⁵⁵	78	m æ̃ ∼ ⁵⁵	
Shenyang		full	1429	1429	man²¹³	78	m a n ²¹³	
Xian		full	1429	1429	mæ̃⁵³	78	m æ̃ ∼ ⁵³	
Chengdu		full	1429	1429	man⁵³	78	m a n ⁵³	
Kunming		full	1429	1429	mã⁵³	78	m ã ∼ ⁵³	
Hefei		full	1429	1429	mʊ̃²⁴	78	m ʊ̃ ∼ ²⁴	
Yangzhou		full	1429	1429	mõ⁴²	78	m õ ∼ ⁴²	
Suzhou		full	1429	1429	mø³¹	78	m ø ³¹	
Wenzhou		full	1429	1429	mø²⁴	78	m ø ²⁴	
Changsha		full	1429	1429	mõ⁴¹	78	m õ ∼ ⁴¹	
Nanchang		full	1429	1429	mɔn²¹³	78	m ɔ n ²¹³	
Meixian		full	1429	1429	man⁴⁴	78	m a n ⁴⁴	
Guangzhou		full	1429	1429	mun²³	78	m u n ²³	
Yangjiang		full	1429	1429	mei²⁴	79	m e i ²⁴	
Xiamen		full	1429	1429	mũã⁵¹	78	m ũ ã ∼ ⁵¹	
Chaozhou		full	1429	1429	mũã⁵³	78	m ũ ã ∼ ⁵³	
Chaozhou		full	1429	1429	tĩ³⁵	80	t ĩ ∼ ³⁵	
Fuzhou		full	1429	1429	paʔ⁴	81	p a ʔ ⁴	
Suzhou		hard	1884	1884	ŋaŋ³¹	700	ŋ a ŋ ³¹	
Beijing		hard	1884	1884	iŋ⁵¹	700	i ŋ ⁵¹	
Jinan		hard	1884	1884	iŋ²¹	700	i ŋ ²¹	
Shenyang		hard	1884	1884	iŋ⁴¹	700	i ŋ ⁴¹	
Xian		hard	1884	1884	ȵiŋ⁴⁵	700	nʲ i ŋ ⁴⁵	
Chengdu		hard	1884	1884	ŋən¹³	700	ŋ ə n ¹³	
Kunming		hard	1884	1884	ə̃¹³	700	ə̃ ∼ ¹³	
Hefei		hard	1884	1884	ʐən⁵³	700	ʐ ə n ⁵³	
Yangzhou		hard	1884	1884	iŋ⁵⁵	700	i ŋ ⁵⁵	
Wenzhou		hard	1884	1884	ŋɛ¹¹	700	ŋ ɛ ¹¹	
Changsha		hard	1884	1884	ŋən²¹	700	ŋ ə n ²¹	
Nanchang		hard	1884	1884	ŋaŋ³¹	700	ŋ a ŋ ³¹	
Meixian		hard	1884	1884	ŋaŋ⁴²	700	ŋ a ŋ ⁴²	
Guangzhou		hard	1884	1884	ŋaŋ²²	700	ŋ a ŋ ²²	
Yangjiang		hard	1884	1884	ŋaŋ⁴⁵⁴	700	ŋ a ŋ ⁴⁵⁴	
Xiamen		hard	1884	1884	ŋĩ³³	700	ŋ ĩ ∼ ³³	
Chaozhou		hard	1884	1884	ŋe³⁵	700	ŋ e ³⁵	
Fuzhou		hard	1884	1884	ŋaiŋ²⁴²	700	ŋ a i ŋ ²⁴²	
Chaozhou		he or she [third person singular]	262	262	i³³	9	i ³³	
Beijing		he or she [third person singular]	262	262	tʰa⁵⁵	219	tʰ a ⁵⁵	
Jinan		he or she [third person singular]	262	262	tʰa⁵⁵	219	tʰ a ⁵⁵	
Shenyang		he or she [third person singular]	262	262	tʰa³³	219	tʰ a ³³	
Xian		he or she [third person singular]	262	262	tʰɑ²¹	220	tʰ ɑ ²¹	
Chengdu		he or she [third person singular]	262	262	tʰa⁴⁴	219	tʰ a ⁴⁴	
Kunming		he or she [third person singular]	262	262	tʰa⁴⁴	219	tʰ a ⁴⁴	
Hefei		he or she [third person singular]	262	262	tʰa²¹²	219	tʰ a ²¹²	
Yangzhou		he or she [third person singular]	262	262	tʰɑ³¹	219	tʰ ɑ ³¹	
Suzhou		he or she [third person singular]	262	262	li⁴⁴	221	l i ⁴⁴	
Wenzhou		he or she [third person singular]	262	262	gi³¹	222	g i ³¹	
Changsha		he or she [third person singular]	262	262	tʰa³³	219	tʰ a ³³	
Nanchang		he or she [third person singular]	262	262	tɕʰiɛ²⁴	223	tɕʰ i ɛ ²⁴	
Meixian		he or she [third person singular]	262	262	ki¹²	224	k i ¹²	
Guangzhou		he or she [third person singular]	262	262	kʰøy²³	224	kʰ ø y ²³	
Yangjiang		he or she [third person singular]	262	262	kei⁴⁴³	222	k e i ⁴⁴³	
Xiamen		he or she [third person singular]	262	262	i⁵⁵	9	i ⁵⁵	
Fuzhou		he or she [third person singular]	262	262	i⁴⁴	9	i ⁴⁴	
Beijing		high / tall	711	711	kau⁵⁵	57	k a u ⁵⁵	
Jinan		high / tall	711	711	kɔ²¹³	57	k ɔ ²¹³	
Shenyang		high / tall	711	711	kau³³	57	k a u ³³	
Xian		high / tall	711	711	kɑu²¹	57	k ɑ u ²¹	
Chengdu		high / tall	711	711	kau⁴⁴	57	k a u ⁴⁴	
Kunming		high / tall	711	711	kau⁴⁴	57	k a u ⁴⁴	
Hefei		high / tall	711	711	kɔ²¹²	57	k ɔ ²¹²	
Yangzhou		high / tall	711	711	kɔ³¹	57	k ɔ ³¹	
Suzhou		high / tall	711	711	kæ⁴⁴	57	k æ ⁴⁴	
Wenzhou		high / tall	711	711	kɜ⁴⁴	57	k ɜ ⁴⁴	
Changsha		high / tall	711	711	kau³³	57	k a u ³³	
Nanchang		high / tall	711	711	kau⁴²	57	k a u ⁴²	
Meixian		high / tall	711	711	kau⁴⁴	57	k a u ⁴⁴	
Guangzhou		high / tall	711	711	kou⁵³	57	k o u ⁵³	
Yangjiang		high / tall	711	711	kou³³	57	k o u ³³	
Xiamen		high / tall	711	711	kũãĩ²⁴	58	k ũ ã ĩ ∼ ²⁴	
Chaozhou		high / tall	711	711	kũĩ⁵⁵	58	k ũ ĩ ∼ ⁵⁵	
Fuzhou		high / tall	711	711	keiŋ⁵²	58	k e i ŋ ⁵²	
Beijing		horizontal	2376	2376	xəŋ³⁵	83	x ə ŋ ³⁵	
Jinan		horizontal	2376	2376	xəŋ⁴²	83	x ə ŋ ⁴²	
Shenyang		horizontal	2376	2376	xəŋ³⁵	83	x ə ŋ ³⁵	
Xian		horizontal	2376	2376	ɕye²⁴	84	ɕ y e ²⁴	
Chengdu		horizontal	2376	2376	xuən³¹	83	x u ə n ³¹	
Kunming		horizontal	2376	2376	xuə̃³¹	83	x u ə̃ ∼ ³¹	
Hefei		horizontal	2376	2376	xʊ̃⁵⁵	83	x ʊ̃ ∼ ⁵⁵	
Yangzhou		horizontal	2376	2376	xoŋ³⁴	83	x o ŋ ³⁴	
Suzhou		horizontal	2376	2376	ɦuaŋ²⁴	83	ɦ u a ŋ ²⁴	
Wenzhou		horizontal	2376	2376	viɛ³¹	83	v i ɛ ³¹	
Changsha		horizontal	2376	2376	fən¹³	83	f ə n ¹³	
Nanchang		horizontal	2376	2376	uaŋ⁵⁵	83	u a ŋ ⁵⁵	
Meixian		horizontal	2376	2376	vaŋ¹²	83	v a ŋ ¹²	
Guangzhou		horizontal	2376	2376	waŋ²¹	83	w a ŋ ²¹	
Yangjiang		horizontal	2376	2376	waŋ⁴⁴³	83	w a ŋ ⁴⁴³	
Xiamen		horizontal	2376	2376	hũãĩ²⁴	83	h ũ ã ĩ ∼ ²⁴	
Chaozhou		horizontal	2376	2376	hũẽ⁵⁵	83	h ũ ẽ ∼ ⁵⁵	
Fuzhou		horizontal	2376	2376	xuaŋ⁵²	83	x u a ŋ ⁵²	
Beijing		inside	1606	1606	li²¹⁴₂₁tʰou⁰	925	l i ²¹⁴ tʰ o u ⁰	
Beijing		inside	1606	1606	li²¹⁴₂₁pianr⁰	926	l i ²¹⁴ p i a n r ⁰	
Jinan		inside	1606	1606	li⁵⁵pɛr⁰	926	l i ⁵⁵ p ɛ r ⁰	
Shenyang		inside	1606	1606	li²¹³₂₁tʰou⁰	925	l i ²¹³ tʰ o u ⁰	
Xian		inside	1606	1606	li⁵³tʰou⁰	925	l i ⁵³ tʰ o u ⁰	
Chengdu		inside	1606	1606	xəu¹³₅₃tʰəu³¹	930	x ə u ¹³ tʰ ə u ³¹	
Chengdu		inside	1606	1606	i⁵³tʰəu³¹	925	i ⁵³ tʰ ə u ³¹	
Kunming		inside	1606	1606	i⁵³ʂəu⁵³	927	i ⁵³ ʂ ə u ⁵³	
Hefei		inside	1606	1606	zๅ²⁴tʰɯ⁰	925	z ɿ ²⁴ tʰ ɯ ⁰	
Yangzhou		inside	1606	1606	li⁴²tʰɤɯ⁰	925	l i ⁴² tʰ ɤ ɯ ⁰	
Suzhou		inside	1606	1606	li³¹₂₂ɕiaŋ⁵¹³₄₄	928	l i ³¹ ɕ i a ŋ ⁵¹³	
Wenzhou		inside	1606	1606	tei⁴⁵mai¹¹	931	t e i ⁴⁵ m a i ¹¹	
Changsha		inside	1606	1606	li⁴¹təu⁰	925	l i ⁴¹ t ə u ⁰	
Nanchang		inside	1606	1606	li²¹³tʰɛu²⁴	925	l i ²¹³ tʰ ɛ u ²⁴	
Meixian		inside	1606	1606	ti⁴⁴pɔi⁴²	934	t i ⁴⁴ p ɔ i ⁴²	
Guangzhou		inside	1606	1606	løy²³pin²²	929	l ø y ²³ p i n ²²	
Guangzhou		inside	1606	1606	jɐp²pin²²	936	j ɐ p ² p i n ²²	
Yangjiang		inside	1606	1606	lei²¹tʰɐu⁴⁴³	925	l e i ²¹ tʰ ɐ u ⁴⁴³	
Xiamen		inside	1606	1606	lai³³₁₁bin³³	937	l a i ³³ b i n ³³	
Chaozhou		inside	1606	1606	lai³⁵₂₁põĩ⁵⁵	938	l a i ³⁵ p õ ĩ ∼ ⁵⁵	
Chaozhou		inside	1606	1606	tõĩ⁵³₂₄põĩ⁵⁵	932	t õ ĩ ∼ ⁵³ p õ ĩ ∼ ⁵⁵	
Fuzhou		inside	1606	1606	tie³¹₄₄lie²¹³	933	t i e ³¹ l i e ²¹³	
Beijing		late	477	477	uan²¹⁴	145	u a n ²¹⁴	
Jinan		late	477	477	uæ̃⁵⁵	145	u æ̃ ∼ ⁵⁵	
Shenyang		late	477	477	uan²¹³	145	u a n ²¹³	
Xian		late	477	477	uæ̃⁵³	145	u æ̃ ∼ ⁵³	
Chengdu		late	477	477	ŋan¹³	146	ŋ a n ¹³	
Kunming		late	477	477	tʂʰʅ³¹	147	ʈʂʰ ʅ ³¹	
Kunming		late	477	477	uã⁵³	145	u ã ∼ ⁵³	
Hefei		late	477	477	tʂʰʅ⁵⁵	147	ʈʂʰ ʅ ⁵⁵	
Yangzhou		late	477	477	uɛ̃⁴²	145	u ɛ̃ ∼ ⁴²	
Suzhou		late	477	477	ɛ⁵¹³	146	ɛ ⁵¹³	
Wenzhou		late	477	477	dzๅ³¹	147	dz ɿ ³¹	
Changsha		late	477	477	ŋan⁵⁵	146	ŋ a n ⁵⁵	
Nanchang		late	477	477	uan²¹³	145	u a n ²¹³	
Meixian		late	477	477	tsʰๅ¹²	147	tsʰ ɿ ¹²	
Guangzhou		late	477	477	an³³	146	a n ³³	
Guangzhou		late	477	477	tʃʰi²¹	147	tʃʰ i ²¹	
Yangjiang		late	477	477	an²⁴	146	a n ²⁴	
Xiamen		late	477	477	ũã¹¹	146	ũ ã ∼ ¹¹	
Chaozhou		late	477	477	ũã²¹³	146	ũ ã ∼ ²¹³	
Fuzhou		late	477	477	ti⁵²	147	t i ⁵²	
Shenyang		long	1203	1203	tsʰaŋ³⁵	453	tsʰ a ŋ ³⁵	
Beijing		long	1203	1203	tʂʰaŋ³⁵	453	ʈʂʰ a ŋ ³⁵	
Jinan		long	1203	1203	tʂʰaŋ⁴²	453	ʈʂʰ a ŋ ⁴²	
Xian		long	1203	1203	tʂʰɑŋ²⁴	453	ʈʂʰ ɑ ŋ ²⁴	
Chengdu		long	1203	1203	tsʰaŋ³¹	453	tsʰ a ŋ ³¹	
Kunming		long	1203	1203	tʂʰã³¹	453	ʈʂʰ ã ∼ ³¹	
Hefei		long	1203	1203	tʂʰɑ̃⁵⁵	453	ʈʂʰ ɑ̃ ∼ ⁵⁵	
Yangzhou		long	1203	1203	tsʰɑŋ³⁴	453	tsʰ ɑ ŋ ³⁴	
Suzhou		long	1203	1203	zaŋ²⁴	453	z a ŋ ²⁴	
Wenzhou		long	1203	1203	dʑi³¹	453	dʑ i ³¹	
Changsha		long	1203	1203	tsan¹³	453	ts a n ¹³	
Nanchang		long	1203	1203	tsʰɔŋ²⁴	453	tsʰ ɔ ŋ ²⁴	
Meixian		long	1203	1203	tsʰɔŋ¹²	453	tsʰ ɔ ŋ ¹²	
Guangzhou		long	1203	1203	tʃʰœŋ²¹	453	tʃʰ œ ŋ ²¹	
Yangjiang		long	1203	1203	tʃʰiɛŋ⁴⁴³	453	tʃʰ i ɛ ŋ ⁴⁴³	
Xiamen		long	1203	1203	tῃ²⁴	453	t ŋ̍ ²⁴	
Chaozhou		long	1203	1203	tɯῃ⁵⁵	453	t ɯ ŋ̍ ⁵⁵	
Fuzhou		long	1203	1203	touŋ⁵²	453	t o u ŋ ⁵²	
Beijing		noon	2490	2490	ʂaiŋ²¹⁴₂₁xuo⁰	747	ʂ a i ŋ ²¹⁴ x u o ⁰	
Jinan		noon	2490	2490	ʂaŋ⁵⁵u⁰	747	ʂ a ŋ ⁵⁵ u ⁰	
Shenyang		noon	2490	2490	saŋ²¹³₂₁u⁰	747	s a ŋ ²¹³ u ⁰	
Xian		noon	2490	2490	ʂɑŋ²¹u⁵³tuæ̃²¹	748	ʂ ɑ ŋ ²¹ u ⁵³ t u æ̃ ∼ ²¹	
Chengdu		noon	2490	2490	sau⁵³vu⁵³	747	s a u ⁵³ v u ⁵³	
Kunming		noon	2490	2490	ʂã⁵³u⁵³	747	ʂ ã ∼ ⁵³ u ⁵³	
Hefei		noon	2490	2490	tʂəŋ²¹²u²⁴	749	ʈʂ ə ŋ ²¹² u ²⁴	
Hefei		noon	2490	2490	ʂɑ̃²⁴u²⁴	747	ʂ ɑ̃ ∼ ²⁴ u ²⁴	
Yangzhou		noon	2490	2490	tsoŋ³¹sɑŋ⁰	750	ts o ŋ ³¹ s ɑ ŋ ⁰	
Suzhou		noon	2490	2490	tsoŋ⁴⁴lɒŋ³¹₂₁	751	ts o ŋ ⁴⁴ l ɒ ŋ ³¹	
Wenzhou		noon	2490	2490	nɛ¹²tɕiu⁴²	753	n ɛ ¹² tɕ i u ⁴²	
Changsha		noon	2490	2490	taən³³u⁴¹	749	t a ə n ³³ u ⁴¹	
Nanchang		noon	2490	2490	tɔŋ⁴²tɕiu⁵⁵	755	t ɔ ŋ ⁴² tɕ i u ⁵⁵	
Meixian		noon	2490	2490	tɔŋ⁴⁴tsu⁴²	755	t ɔ ŋ ⁴⁴ ts u ⁴²	
Guangzhou		noon	2490	2490	an³³tʃɐu³³	756	a n ³³ tʃ ɐ u ³³	
Yangjiang		noon	2490	2490	an²⁴tʃɐu²⁴	756	a n ²⁴ tʃ ɐ u ²⁴	
Xiamen		noon	2490	2490	lit⁵₃₂tau¹¹	753	l i t ⁵ t a u ¹¹	
Chaozhou		noon	2490	2490	zik⁴₂₁tau²¹³	754	z i k ⁴ t a u ²¹³	
Fuzhou		noon	2490	2490	touŋ⁴⁴₅₂nau²¹³	752	t o u ŋ ⁴⁴ n a u ²¹³	
Beijing		old (of person)	2112	2112	lau²¹⁴	108	l a u ²¹⁴	
Jinan		old (of person)	2112	2112	lɔ⁵⁵	108	l ɔ ⁵⁵	
Shenyang		old (of person)	2112	2112	lau²¹³	108	l a u ²¹³	
Xian		old (of person)	2112	2112	lɑu⁵³	108	l ɑ u ⁵³	
Chengdu		old (of person)	2112	2112	nau⁵³	108	n a u ⁵³	
Kunming		old (of person)	2112	2112	lau⁵³	108	l a u ⁵³	
Hefei		old (of person)	2112	2112	nɔ²⁴	108	n ɔ ²⁴	
Yangzhou		old (of person)	2112	2112	lɔ⁴²	108	l ɔ ⁴²	
Suzhou		old (of person)	2112	2112	læ³¹	108	l æ ³¹	
Wenzhou		old (of person)	2112	2112	lɜ²⁴	108	l ɜ ²⁴	
Changsha		old (of person)	2112	2112	lau⁴¹	108	l a u ⁴¹	
Nanchang		old (of person)	2112	2112	lau²¹³	108	l a u ²¹³	
Meixian		old (of person)	2112	2112	lau³¹	108	l a u ³¹	
Guangzhou		old (of person)	2112	2112	lou²³	108	l o u ²³	
Yangjiang		old (of person)	2112	2112	lou²¹	108	l o u ²¹	
Xiamen		old (of person)	2112	2112	lau³³	108	l a u ³³	
Chaozhou		old (of person)	2112	2112	lau³⁵	108	l a u ³⁵	
Fuzhou		old (of person)	2112	2112	kuai⁴⁴	109	k u a i ⁴⁴	
Beijing		outside	762	762	uai⁵¹tʰou⁰	939	u a i ⁵¹ tʰ o u ⁰	
Beijing		outside	762	762	iuai⁵¹pianr⁰	947	u a i ⁵¹ p i a n r ⁰	
Jinan		outside	762	762	uɛ²¹pɛr⁰	940	u ɛ ²¹ p ɛ r ⁰	
Shenyang		outside	762	762	uai⁴¹tʰou⁰	939	u a i ⁴¹ tʰ o u ⁰	
